SubjectName;Timestamp;FeedbackType;MainTask;MainTaskInfo;MainTaskXPos;MainTaskZPos;SecondaryTask;SecondaryTaskInfo;PlayerXPos;PlayerZPos;HorizontalPlayerRot;VerticalPlayerRot;HorizontalHmdRot;VerticalHmdRot
Subject #257;0.012;Heat;None;;;;None;;-0.1;-0.6;9.72998;0;9.72998;0
Subject #257;0.121;Audio;None;;;;None;;-0.09147826;-0.5503023;9.72998;0;9.72998;0
Subject #257;0.241;Audio;None;;;;None;;-0.05836352;-0.3571817;9.72998;0;9.72998;0
Subject #257;0.346;Audio;None;;;;None;;-0.0169155;-0.1154624;9.72998;0;9.72998;0
Subject #257;0.465;Audio;None;;;;None;;0.04363132;0.2376384;9.72998;0;9.72998;0
Subject #257;0.582;Audio;None;;;;None;;0.1169838;0.6654204;9.72998;0;9.72998;0
Subject #257;0.686;Audio;None;;;;None;;0.193865;1.113781;9.72998;0;9.72998;0
Subject #257;0.803;Audio;None;;;;None;;0.2939323;1.69736;9.72998;0;9.72998;0
Subject #257;0.923;Audio;None;;;;None;;0.4099365;2.373881;9.72998;0;9.72998;0
Subject #257;1.024;Audio;None;;;;None;;0.5191525;3.010814;9.72998;0;9.72998;0
Subject #257;1.145;Audio;None;;;;None;;0.6645178;3.858564;9.72998;0;9.72998;0
Subject #257;1.262;Audio;None;;;;None;;0.8192937;4.761196;9.72998;0;9.72998;0
Subject #257;1.364;Audio;None;;;;None;;0.9640443;5.605362;9.72998;0;9.72998;0
Subject #257;1.469;Audio;None;;;;None;;1.12523;6.545376;9.72998;0;9.72998;0
Subject #257;1.586;Audio;None;;;;None;;1.31711;7.664391;9.72998;0;9.72998;0
Subject #257;1.709;Audio;None;;;;None;;1.534002;8.929277;9.72998;0;9.72998;0
Subject #257;1.842;Audio;None;;;;None;;1.785821;10.39785;9.72998;0;9.72998;0
Subject #257;1.961;Audio;None;;;;None;;2.026798;11.80319;9.72998;0;9.72998;0
Subject #257;2.077;Audio;None;;;;None;;2.262089;13.17538;9.72998;0;9.72998;0
Subject #257;2.191;Audio;None;;;;None;;2.493453;14.52466;9.72998;0;9.72998;0
Subject #257;2.311;Audio;None;;;;None;;2.736684;15.94316;9.72998;0;9.72998;0
Subject #257;2.427;Audio;None;;;;None;;2.972911;17.3208;9.72998;0;9.72998;0
Subject #257;2.544;Audio;None;;;;None;;3.207985;18.69172;9.72998;0;9.72998;0
Subject #257;2.659;Audio;None;;;;None;;3.443234;20.06366;9.72998;0;9.72998;0
Subject #257;2.780;Audio;None;;;;None;;3.688888;21.49627;9.72998;0;9.72998;0
Subject #257;2.894;Audio;None;;;;None;;3.918155;22.83333;9.72998;0;9.72998;0
Subject #257;2.998;Audio;None;;;;None;;4.12883;24.06196;9.72998;0;9.72998;0
Subject #257;3.123;Audio;None;;;;None;;4.383827;25.54906;9.72998;0;9.72998;0
Subject #257;3.241;Audio;None;;;;None;;4.622607;26.9416;9.72998;0;9.72998;0
Subject #257;3.359;Audio;None;;;;None;;4.862613;28.34128;9.72998;0;9.72998;0
Subject #257;3.460;Audio;None;;;;None;;5.066001;29.52741;9.72998;0;9.72998;0
Subject #257;3.566;Audio;Right;Task Started;;;Right;Task Started;5.27731;30.75973;9.72998;0;9.72998;0
Subject #257;3.682;Audio;Right;;;;Right;;5.518;32.1634;9.72998;0;9.72998;0
Subject #257;3.808;Audio;Right;;;;Right;;5.773315;33.65237;9.72998;0;9.72998;0
Subject #257;3.922;Audio;Right;;;;Right;;6.004883;35.00284;9.72998;0;9.72998;0
Subject #257;4.039;Audio;Right;;;;Right;;6.241313;36.38167;9.72998;0;9.72998;0
Subject #257;4.149;Audio;Right;;;;Right;;6.4646;37.68386;9.72998;0;9.72998;0
Subject #257;4.262;Audio;Right;;;;Right;;6.693601;39.01937;9.72998;0;9.72998;0
Subject #257;4.378;Audio;Right;;;;Right;;6.929414;40.3946;9.72998;0;9.72998;0
Subject #257;4.494;Audio;Right;;;;Right;;7.162434;41.75353;9.72998;0;9.72998;0
Subject #257;4.615;Audio;Right;;;;Right;;7.407637;43.18352;9.72998;0;9.72998;0
Subject #257;4.716;Audio;Right;;;;Right;;7.613072;44.38159;9.72998;0;9.72998;0
Subject #257;4.835;Audio;Right;;;;Right;;7.855462;45.79518;9.72998;0;9.72998;0
Subject #257;4.959;Audio;Right;;;;Right;;8.106116;47.25695;9.72998;0;9.72998;0
Subject #257;5.078;Audio;Right;;;;Right;;8.347795;48.6664;9.72998;0;9.72998;0
Subject #257;5.212;Audio;Right;;;;Right;;8.620729;50.25811;9.72998;0;9.72998;0
