SubjectName;Timestamp;FeedbackType;MainTask;MainTaskInfo;SecondaryTask;SecondaryTaskInfo;MainTaskXPos;MainTaskZPos;PlayerXPos;PlayerZPos;HorizontalPlayerRot;VerticalPlayerRot;HorizontalHmdRot;VerticalHmdRot
Subject #275;0,013;Heat;;;;;;;-0,04633176;-0,2870142;9,72998;0;9,72998;0
Subject #275;0,123;Audio;;;;;;;-0,004821207;-0,04493023;9,72998;0;9,72998;0
Subject #275;0,225;Audio;;Task Spawned;;;13,51559;78,80428;0,04573736;0,2499205;9,72998;0;9,72998;0
Subject #275;0,329;Audio;;;;;13,51559;78,80428;0,1098207;0,6236456;9,72998;0;9,72998;0
Subject #275;0,430;Audio;;;;;13,51559;78,80428;0,181907;1,044043;9,72998;0;9,72998;0
Subject #275;0,537;Audio;;;;;13,51559;78,80428;0,2702928;1,559498;9,72998;0;9,72998;0
Subject #275;0,647;Audio;;;;;13,51559;78,80428;0,3718644;2,151849;9,72998;0;9,72998;0
Subject #275;0,768;Audio;;;;;13,51559;78,80428;0,4992854;2,894951;9,72998;0;9,72998;0
Subject #275;0,877;Audio;;;;;13,51559;78,80428;0,6264753;3,636705;9,72998;0;9,72998;0
Subject #275;0,983;Audio;;;;;13,51559;78,80428;0,761328;4,423149;9,72998;0;9,72998;0
Subject #275;1,091;Audio;;;;;13,51559;78,80428;0,9113247;5,297909;9,72998;0;9,72998;0
Subject #275;1,192;Audio;;;;;13,51559;78,80428;1,061697;6,174858;9,72998;0;9,72998;0
Subject #275;1,296;Audio;;;;;13,51559;78,80428;1,227556;7,142127;9,72998;0;9,72998;0
Subject #275;1,409;Audio;;;;;13,51559;78,80428;1,418628;8,256433;9,72998;0;9,72998;0
Subject #275;1,514;Audio;;;;;13,51559;78,80428;1,610499;9,375401;9,72998;0;9,72998;0
Subject #275;1,618;Audio;;;;;13,51559;78,80428;1,811156;10,5456;9,72998;0;9,72998;0
Subject #275;1,719;Audio;;;;;13,51559;78,80428;2,014471;11,73131;9,72998;0;9,72998;0
Subject #275;1,825;Audio;;;;;13,51559;78,80428;2,228236;12,97796;9,72998;0;9,72998;0
Subject #275;1,930;Audio;;;;;13,51559;78,80428;2,43993;14,21253;9,72998;0;9,72998;0
Subject #275;2,036;Audio;;;;;13,51559;78,80428;2,656846;15,47756;9,72998;0;9,72998;0
Subject #275;2,145;Audio;;;;;13,51559;78,80428;2,876023;16,75576;9,72998;0;9,72998;0
Subject #275;2,253;Audio;;;;;13,51559;78,80428;3,096688;18,04265;9,72998;0;9,72998;0
Subject #275;2,358;Audio;;;;;13,51559;78,80428;3,310497;19,28956;9,72998;0;9,72998;0
Subject #275;2,478;Audio;;;;;13,51559;78,80428;3,551619;20,69575;9,72998;0;9,72998;0
Subject #275;2,579;Audio;;;;;13,51559;78,80428;3,758095;21,89989;9,72998;0;9,72998;0
Subject #275;2,687;Audio;;;;;13,51559;78,80428;3,976423;23,17315;9,72998;0;9,72998;0
Subject #275;2,793;Audio;;;;;13,51559;78,80428;4,19187;24,42961;9,72998;0;9,72998;0
Subject #275;2,900;Audio;;;;;13,51559;78,80428;4,409797;25,70053;9,72998;0;9,72998;0
Subject #275;3,000;Audio;;;;;13,51559;78,80428;4,61293;26,88517;9,72998;0;9,72998;0
Subject #275;3,106;Audio;;;;;13,51559;78,80428;4,826478;28,13055;9,72998;0;9,72998;0
Subject #275;3,208;Audio;;;;;13,51559;78,80428;5,03341;29,33735;9,72998;0;9,72998;0
Subject #275;3,313;Audio;;;;;13,51559;78,80428;5,247095;30,58353;9,72998;0;9,72998;0
Subject #275;3,423;Audio;;;;;13,51559;78,80428;5,469514;31,88065;9,72998;0;9,72998;0
Subject #275;3,526;Audio;;;;;13,51559;78,80428;5,677917;33,09602;9,72998;0;9,72998;0
