SubjectId;Timestamp;EventType;EventStatus;EventInfo;EventId
12;7.039;Ring;visible;(28.6, 0.0, 107.6);-84838
12;7.064;Ring;visible;(9.7, 0.0, 111.2);-84886
12;7.097;Ring;visible;(17.6, 0.0, 110.6);-84936
12;7.131;Ring;visible;(7.9, 0.0, 112.8);-84984
12;7.198;Ring;visible;(11.5, 0.0, 113.6);-85076
12;7.233;Ring;visible;(12.4, 0.0, 114.2);-85124
12;7.265;Ring;visible;(22.1, 0.0, 113.3);-85172
12;7.300;Ring;visible;(9.1, 0.0, 116.1);-85220
12;7.365;Ring;visible;(22.5, 0.0, 115.3);-85308
12;7.399;Ring;visible;(11.7, 0.0, 117.7);-85356
12;7.432;Ring;visible;(23.3, 0.0, 116.5);-85404
12;7.500;Ring;visible;(8.9, 0.0, 120.1);-85452
12;7.533;Ring;visible;(18.2, 0.0, 119.3);-85500
12;7.566;Ring;visible;(21.2, 0.0, 119.5);-85588
12;7.600;Ring;visible;(27.5, 0.0, 119.2);-85636
12;7.667;Ring;visible;(13.3, 0.0, 122.8);-85684
12;7.701;Ring;visible;(9.6, 0.0, 124.1);-85732
12;7.734;Ring;visible;(11.0, 0.0, 124.6);-85780
12;7.768;Ring;visible;(23.5, 0.0, 123.3);-85868
12;7.835;Ring;visible;(28.1, 0.0, 123.9);-85916
12;7.869;Ring;visible;(31.8, 0.0, 124.0);-85964
12;7.902;Ring;visible;(23.7, 0.0, 125.9);-86012
12;7.936;Ring;visible;(31.1, 0.0, 125.4);-86060
12;8.739;POV;visible;Right;-86188
12;9.005;POV;visible;Middle;-86326
12;9.039;POV;visible;Right;-86424
12;9.230;POV;visible;Left;-86562
12;9.308;POV;visible;Middle;-86660
12;9.442;POV;visible;Left;-86794
12;15.510;Ring;visible;(31.2, 0.0, 178.4);-86950
12;15.544;Ring;visible;(28.2, 0.0, 179.5);-86998
12;15.577;Ring;visible;(40.4, 0.0, 178.3);-87046
12;15.615;Ring;visible;(30.8, 0.0, 180.6);-87140
12;15.700;Ring;visible;(25.8, 0.0, 183.1);-87188
12;15.733;Ring;visible;(29.9, 0.0, 183.1);-87236
12;15.767;Ring;visible;(34.6, 0.0, 183.1);-87284
12;15.835;Ring;visible;(25.1, 0.0, 185.9);-87372
12;15.867;Ring;visible;(23.5, 0.0, 186.8);-87420
12;15.923;Ring;visible;(33.0, 0.0, 186.5);-87468
12;15.956;Ring;visible;(39.4, 0.0, 186.1);-87516
12;16.027;Ring;visible;(29.1, 0.0, 189.2);-87604
12;16.052;Ring;success;;-84936
12;16.062;Ring;visible;(32.8, 0.0, 189.3);-87652
12;16.092;Ring;visible;(35.7, 0.0, 189.5);-87700
12;16.182;Ring;visible;(40.5, 0.0, 190.5);-87750
12;16.215;Ring;visible;(19.5, 0.0, 194.5);-87798
12;16.249;Ring;visible;(20.9, 0.0, 195.0);-87886
12;16.316;Ring;visible;(22.9, 0.0, 196.0);-87934
12;16.349;Ring;visible;(24.8, 0.0, 196.4);-87982
12;16.383;Ring;visible;(41.6, 0.0, 194.4);-88030
12;16.429;Ring;visible;(31.3, 0.0, 197.0);-88118
12;16.487;Ring;success;;-85500
12;16.520;Ring;success;;-85588
12;16.654;POV;timeout;;-86188
12;16.923;POV;timeout;;-86326
12;16.956;POV;timeout;;-86424
12;17.050;POV;visible;Right;-88300
12;17.146;POV;timeout;;-86562
12;17.224;POV;timeout;;-86660
12;17.358;POV;timeout;;-86794
