SubjectId;Timestamp;EventType;EventStatus;EventInfo;EventId
8;7.092;Ring;visible;(27.4, 0.0, 107.9);-46320
8;7.121;Ring;visible;(7.2, 0.0, 111.8);-46368
8;7.154;Ring;visible;(17.8, 0.0, 110.8);-46416
8;7.187;Ring;visible;(23.6, 0.0, 110.5);-46464
8;7.255;Ring;visible;(24.4, 0.0, 111.8);-46512
8;7.290;Ring;visible;(17.2, 0.0, 113.6);-46600
8;7.321;Ring;visible;(14.1, 0.0, 114.8);-46648
8;7.355;Ring;visible;(18.2, 0.0, 114.8);-46696
8;7.422;Ring;visible;(9.2, 0.0, 117.6);-46744
8;7.455;Ring;visible;(27.3, 0.0, 115.4);-46792
8;7.491;Ring;visible;(20.8, 0.0, 117.1);-46880
8;7.556;Ring;visible;(17.7, 0.0, 118.9);-46928
8;7.590;Ring;visible;(12.7, 0.0, 120.4);-46976
8;7.623;Ring;visible;(14.3, 0.0, 120.8);-47024
8;7.657;Ring;visible;(29.7, 0.0, 119.1);-47072
8;7.724;Ring;visible;(10.9, 0.0, 123.4);-47160
8;7.758;Ring;visible;(25.4, 0.0, 121.8);-47208
8;7.791;Ring;visible;(27.3, 0.0, 122.2);-47256
8;7.858;Ring;visible;(31.6, 0.0, 122.9);-47304
8;7.894;Ring;visible;(11.5, 0.0, 126.7);-47392
8;7.925;Ring;visible;(16.7, 0.0, 126.6);-47440
8;8.627;POV;visible;Right;-47528
8;8.793;POV;visible;Right;-47666
8;9.117;POV;visible;Left;-47844
8;9.357;POV;visible;Middle;-47982
8;9.385;POV;visible;Left;-48080
8;9.664;POV;visible;Middle;-48212
8;16.538;Ring;visible;(28.1, 0.0, 176.8);-48368
8;16.572;Ring;visible;(36.5, 0.0, 176.2);-48460
8;16.605;Ring;visible;(24.6, 0.0, 178.8);-48508
8;16.672;Ring;visible;(21.0, 0.0, 180.7);-48556
8;16.705;Ring;visible;(22.4, 0.0, 181.1);-48604
8;16.740;Ring;visible;(22.0, 0.0, 181.9);-48652
8;16.806;Ring;visible;(33.2, 0.0, 181.4);-48740
8;16.841;Ring;visible;(31.4, 0.0, 182.4);-48788
8;16.873;Ring;visible;(18.6, 0.0, 185.1);-48836
8;16.907;Ring;visible;(30.8, 0.0, 183.9);-48884
8;16.974;Ring;visible;(35.8, 0.0, 184.4);-48972
8;17.007;Ring;visible;(28.0, 0.0, 186.3);-49020
8;17.041;Ring;visible;(38.4, 0.0, 185.4);-49068
8;17.074;Ring;visible;(31.6, 0.0, 187.1);-49116
8;17.141;Ring;visible;(33.1, 0.0, 188.3);-49164
8;17.175;Ring;visible;(34.8, 0.0, 188.7);-49252
8;17.201;Ring;success;;-46416
8;17.232;Ring;visible;(23.5, 0.0, 191.6);-49300
8;17.321;Ring;visible;(38.8, 0.0, 191.0);-49350
8;17.335;Ring;success;;-46600
8;17.356;Ring;visible;(34.4, 0.0, 192.4);-49440
8;17.402;Ring;success;;-46696
8;17.413;Ring;visible;(28.7, 0.0, 194.4);-49490
8;17.525;Ring;success;;-46880
8;17.592;Ring;success;;-46928
8;17.626;POV;timeout;;-47528
8;17.793;POV;timeout;;-47666
8;18.116;POV;timeout;;-47844
8;18.179;POV;visible;Right;-49726
8;18.345;POV;visible;Right;-49824
8;18.373;POV;timeout;;-47982
8;18.385;POV;timeout;;-48080
8;18.479;POV;visible;Middle;-49968
8;18.534;POV;visible;Left;-50066
8;18.663;POV;timeout;;-48212
8;18.691;POV;visible;Left;-50206
8;19.078;Ring;timeout;;-46320
8;19.122;Ring;timeout;;-46368
8;19.190;Ring;timeout;;-46464
8;19.255;Ring;timeout;;-46512
8;19.316;POV;visible;Middle;-50386
8;19.323;Ring;timeout;;-46648
8;19.423;Ring;timeout;;-46744
8;19.456;Ring;timeout;;-46792
8;19.591;Ring;timeout;;-46976
8;19.624;Ring;timeout;;-47024
8;19.657;Ring;timeout;;-47072
8;19.725;Ring;timeout;;-47160
8;19.759;Ring;timeout;;-47208
8;19.793;Ring;timeout;;-47256
8;19.859;Ring;timeout;;-47304
8;19.893;Ring;timeout;;-47392
8;19.926;Ring;timeout;;-47440
8;24.458;Ring;visible;(44.3, 0.0, 244.9);-50720
8;24.492;Ring;visible;(43.7, 0.0, 245.7);-50768
8;24.539;Ring;visible;(48.0, 0.0, 245.9);-50816
8;24.594;Ring;visible;(47.5, 0.0, 247.1);-50864
8;24.704;Ring;visible;(42.8, 0.0, 250.1);-50956
8;24.749;Ring;visible;(33.4, 0.0, 252.5);-51004
8;24.782;Ring;visible;(46.1, 0.0, 251.1);-51052
8;24.905;Ring;visible;(31.7, 0.0, 255.9);-51142
8;24.973;Ring;visible;(37.1, 0.0, 256.4);-51190
8;24.987;Ring;success;;-48368
8;25.017;Ring;visible;(29.5, 0.0, 258.5);-51240
8;25.106;Ring;visible;(48.6, 0.0, 257.3);-51330
8;25.139;Ring;visible;(47.0, 0.0, 258.2);-51378
8;25.173;Ring;visible;(48.1, 0.0, 258.7);-51426
8;25.229;Ring;visible;(42.1, 0.0, 260.8);-51474
8;25.279;Ring;success;;-48788
8;25.319;Ring;visible;(45.6, 0.0, 262.1);-51566
8;25.356;Ring;success;;-48884
8;25.386;Ring;visible;(36.6, 0.0, 264.9);-51616
8;25.419;Ring;visible;(40.9, 0.0, 264.9);-51664
8;25.445;Ring;success;;-49020
8;25.534;Ring;success;;-49116
8;25.544;Ring;visible;(41.1, 0.0, 267.4);-51758
8;25.579;POV;timeout;;-49726
8;25.610;Ring;visible;(31.6, 0.0, 270.2);-51810
8;25.676;Ring;visible;(45.2, 0.0, 269.4);-51858
8;25.710;Ring;visible;(50.8, 0.0, 269.2);-51950
8;25.759;POV;timeout;;-49824
8;25.869;Ring;success;;-49490
8;25.890;POV;timeout;;-49968
8;25.935;POV;timeout;;-50066
8;26.080;POV;timeout;;-50206
8;26.717;POV;timeout;;-50386
8;26.985;Ring;timeout;;-48460
8;27.008;Ring;timeout;;-48508
8;27.075;Ring;timeout;;-48556
8;27.119;Ring;timeout;;-48604
8;27.142;Ring;timeout;;-48652
8;27.208;Ring;timeout;;-48740
8;27.275;Ring;timeout;;-48836
8;27.377;Ring;timeout;;-48972
8;27.443;Ring;timeout;;-49068
8;27.543;Ring;timeout;;-49164
8;27.566;Ring;timeout;;-49252
8;27.610;Ring;timeout;;-49300
8;27.699;Ring;timeout;;-49350
8;27.755;Ring;timeout;;-49440
8;32.032;Ring;visible;(50.0, 0.0, 322.3);-52388
8;32.101;Ring;visible;(52.3, 0.0, 323.3);-52486
8;32.167;Ring;visible;(61.9, 0.0, 323.1);-52534
8;32.233;Ring;visible;(52.8, 0.0, 325.9);-52582
8;32.367;Ring;visible;(47.6, 0.0, 329.5);-52674
