SubjectName,Timestamp,FeedbackType,MainTask,MainTaskInfo,SecondaryTask,SecondaryTaskInfo,EventInfo,HorizontalPlayerRot,VerticalPlayerRot,HorizontalHmdRot,VerticalHmdRot
Subject #241,0.013,Heat,None,,None,,,9.72998,0,9.72998,0
Subject #241,0.125,Audio,None,,None,,,9.72998,0,9.72998,0
Subject #241,0.229,Audio,None,,None,,,9.72998,0,9.72998,0
Subject #241,0.330,Audio,None,,None,,,9.72998,0,9.72998,0
Subject #241,0.438,Audio,None,,None,,,9.72998,0,9.72998,0
Subject #241,0.562,Audio,None,,None,,,9.72998,0,9.72998,0
Subject #241,0.669,Audio,None,,None,,,9.72998,0,9.72998,0
Subject #241,0.772,Audio,None,,None,,,9.72998,0,9.72998,0
Subject #241,0.877,Audio,None,,None,,,9.72998,0,9.72998,0
Subject #241,0.978,Audio,None,,None,,,9.72998,0,9.72998,0
Subject #241,1.091,Audio,None,,None,,,9.72998,0,9.72998,0
Subject #241,1.209,Audio,None,,None,,,9.72998,0,9.72998,0
Subject #241,1.318,Audio,None,,None,,,9.72998,0,9.72998,0
Subject #241,1.439,Audio,None,,None,,,9.72998,0,9.72998,0
Subject #241,1.561,Audio,None,,None,,,9.72998,0,9.72998,0
Subject #241,1.667,Audio,None,,None,,,9.72998,0,9.72998,0
Subject #241,1.768,Audio,None,,None,,,9.72998,0,9.72998,0
Subject #241,1.887,Audio,None,,None,,,9.72998,0,9.72998,0
Subject #241,1.999,Audio,None,,None,,,9.72998,0,9.72998,0
Subject #241,2.102,Audio,None,,None,,,9.72998,0,9.72998,0
Subject #241,2.220,Audio,None,,None,,,9.72998,0,9.72998,0
Subject #241,2.321,Audio,None,,None,,,9.72998,0,9.72998,0
Subject #241,2.421,Audio,None,,None,,,9.72998,0,9.72998,0
Subject #241,2.526,Audio,None,,None,,,9.72998,0,9.72998,0
Subject #241,2.630,Audio,None,,None,,,9.72998,0,9.72998,0
Subject #241,2.741,Audio,None,,None,,,9.72998,0,9.72998,0
Subject #241,2.860,Audio,None,,None,,,9.72998,0,9.72998,0
Subject #241,2.975,Audio,None,,None,,,9.72998,0,9.72998,0
Subject #241,3.090,Audio,None,,None,,,9.72998,0,9.72998,0
Subject #241,3.191,Audio,None,,None,,,9.72998,0,9.72998,0
Subject #241,3.307,Audio,None,,None,,,9.72998,0,9.72998,0
Subject #241,3.422,Audio,None,,None,,,9.72998,0,9.72998,0
Subject #241,3.530,Audio,Right,,Right,,,9.72998,0,9.72998,0
Subject #241,3.650,Audio,Right,,Right,,,9.72998,0,9.72998,0
Subject #241,3.762,Audio,Right,,Right,,,9.72998,0,9.72998,0
Subject #241,3.882,Audio,Right,,Right,,,9.72998,0,9.72998,0
Subject #241,3.997,Audio,Right,,Right,,,9.72998,0,9.72998,0
Subject #241,4.131,Audio,Right,,Right,,,9.72998,0,9.72998,0
Subject #241,4.249,Audio,Right,,Right,,,9.72998,0,9.72998,0
Subject #241,4.358,Audio,Right,,Right,,,9.72998,0,9.72998,0
Subject #241,4.462,Audio,Right,,Right,,,9.72998,0,9.72998,0
Subject #241,4.564,Audio,Right,,Right,,,9.72998,0,9.72998,0
Subject #241,4.680,Audio,Right,,Right,,,9.72998,0,9.72998,0
Subject #241,4.786,Audio,Right,,Right,,,9.72998,0,9.72998,0
Subject #241,4.887,Audio,Right,,Right,,,9.72998,0,9.72998,0
Subject #241,4.987,Audio,Right,,Right,,,9.72998,0,9.72998,0
Subject #241,5.113,Audio,Right,,Right,,,9.72998,0,9.72998,0
Subject #241,5.231,Audio,Right,,Right,,,9.72998,0,9.72998,0
Subject #241,5.350,Audio,Right,,Right,,,9.72998,0,9.72998,0
Subject #241,5.452,Audio,Right,,Right,,,9.72998,0,9.72998,0
Subject #241,5.569,Audio,Right,,Right,,,9.72998,0,9.72998,0
Subject #241,5.679,Audio,Right,,Right,,,9.72998,0,9.72998,0
Subject #241,5.779,Audio,Right,,Right,,,9.72998,0,9.72998,0
Subject #241,5.894,Audio,Right,,Right,,,9.72998,0,9.72998,0
Subject #241,5.994,Audio,Right,,Right,,,9.72998,0,9.72998,0
Subject #241,6.096,Audio,Right,,Right,,,9.72998,0,9.72998,0
Subject #241,6.206,Audio,Right,,Right,,,9.72998,0,9.72998,0
Subject #241,6.307,Audio,Right,,Right,,,9.72998,0,9.72998,0
Subject #241,6.417,Audio,Right,,Right,,,9.72998,0,9.72998,0
Subject #241,6.540,Audio,Right,,Right,,,9.72998,0,9.72998,0
Subject #241,6.653,Audio,Right,,Right,,,9.72998,0,9.72998,0
Subject #241,6.776,Audio,Right,,Right,,,9.72998,0,9.72998,0
