SubjectName,Timestamp,FeedbackType,MainTask,SecondaryTask,EventInfo,HorizontalPlayerRot,VerticalPlayerRot,HorizontalHmdRot,VerticalHmdRot
Subject #93,11.741,Smell,Middle,,no event,359.7335,0,359.7335,0
Subject #93,11.845,Smell,Middle,,no event,359.7335,0,359.7335,0
Subject #93,11.949,Smell,Middle,,no event,359.7335,0,359.7335,0
Subject #93,12.053,Smell,Middle,,no event,359.7335,0,359.7335,0
Subject #93,12.158,Smell,Middle,,no event,359.7335,0,359.7335,0
Subject #93,12.263,Smell,Middle,,no event,359.7335,0,359.7335,0
Subject #93,12.365,Smell,Middle,,no event,359.7335,0,359.7335,0
Subject #93,12.468,Smell,Middle,,no event,359.7335,0,359.7335,0
Subject #93,12.572,Smell,Middle,,no event,359.7335,0,359.7335,0
Subject #93,12.678,Smell,Middle,,no event,359.7335,0,359.7335,0
Subject #93,12.780,Smell,Middle,,no event,359.7335,0,359.7335,0
Subject #93,12.884,Smell,Middle,,no event,359.7335,0,359.7335,0
Subject #93,12.986,Smell,Middle,,no event,359.7335,0,359.7335,0
Subject #93,13.091,Smell,Middle,,no event,359.7335,0,359.7335,0
Subject #93,13.194,Smell,Middle,,no event,359.7335,0,359.7335,0
Subject #93,13.298,Smell,None,None,Action Success,359.7335,0,359.7335,0
Subject #93,13.408,Smell,None,None,no event,359.7335,0,359.7335,0
Subject #93,13.509,Smell,None,None,no event,359.7335,0,359.7335,0
Subject #93,13.613,Smell,None,None,no event,359.7335,0,359.7335,0
Subject #93,13.727,Smell,None,None,no event,359.7335,0,359.7335,0
Subject #93,13.841,Smell,None,None,no event,359.7335,0,359.7335,0
Subject #93,13.946,Smell,None,None,no event,359.7335,0,359.7335,0
Subject #93,14.050,Smell,None,None,no event,359.7335,0,359.7335,0
Subject #93,14.155,Smell,None,None,no event,359.7335,0,359.7335,0
Subject #93,14.256,Smell,None,None,no event,359.7335,0,359.7335,0
Subject #93,14.356,Smell,None,None,no event,359.7335,0,359.7335,0
Subject #93,14.457,Smell,None,None,no event,359.7335,0,359.7335,0
Subject #93,14.557,Smell,None,None,no event,359.7335,0,359.7335,0
Subject #93,14.660,Smell,None,None,no event,359.7335,0,359.7335,0
Subject #93,14.763,Smell,None,None,no event,359.7335,0,359.7335,0
Subject #93,14.870,Smell,None,None,no event,359.7335,0,359.7335,0
Subject #93,14.978,Smell,None,None,no event,359.7335,0,359.7335,0
Subject #93,15.078,Smell,None,None,no event,359.7335,0,359.7335,0
Subject #93,15.181,Smell,None,None,no event,359.7335,0,359.7335,0
Subject #93,15.289,Smell,None,None,no event,359.7335,0,359.7335,0
Subject #93,15.390,Smell,None,None,no event,359.7335,0,359.7335,0
Subject #93,15.493,Smell,None,None,no event,359.7335,0,359.7335,0
Subject #93,15.609,Smell,None,None,no event,359.7335,0,359.7335,0
Subject #93,15.723,Smell,None,None,no event,359.7335,0,359.7335,0
Subject #93,15.838,Smell,None,None,no event,359.7335,0,359.7335,0
Subject #93,15.951,Smell,None,None,no event,359.7335,0,359.7335,0
Subject #93,16.070,Smell,None,None,no event,359.7335,0,359.7335,0
Subject #93,16.183,Smell,None,None,no event,359.7335,0,359.7335,0
Subject #93,16.286,Smell,None,None,no event,359.7335,0,359.7335,0
Subject #93,16.390,Smell,None,None,no event,359.7335,0,359.7335,0
Subject #93,16.497,Smell,None,None,no event,359.7335,0,359.7335,0
Subject #93,16.604,Smell,None,None,no event,359.7335,0,359.7335,0
Subject #93,16.711,Smell,None,None,no event,359.7335,0,359.7335,0
Subject #93,16.814,Smell,None,None,no event,359.7335,0,359.7335,0
Subject #93,16.923,Smell,None,None,no event,359.7335,0,359.7335,0
Subject #93,17.028,Smell,None,None,no event,359.7335,0,359.7335,0
Subject #93,17.134,Smell,None,None,no event,359.7335,0,359.7335,0
Subject #93,17.235,Smell,None,None,no event,359.7335,0,359.7335,0
Subject #93,17.337,Smell,None,None,no event,359.7335,0,359.7335,0
Subject #93,17.437,Smell,None,None,no event,359.7335,0,359.7335,0
Subject #93,17.540,Smell,None,None,no event,359.7335,0,359.7335,0
Subject #93,17.641,Smell,None,None,no event,359.7335,0,359.7335,0
Subject #93,17.753,Smell,None,None,no event,359.7335,0,359.7335,0
Subject #93,17.867,Smell,None,None,no event,359.7335,0,359.7335,0
Subject #93,17.971,Smell,Left,,Action Started,359.7335,0,359.7335,0
Subject #93,18.076,Smell,Left,,no event,359.7335,0,359.7335,0
Subject #93,18.191,Smell,Left,,no event,359.7335,0,359.7335,0
Subject #93,18.294,Smell,Left,,no event,359.7335,0,359.7335,0
Subject #93,18.394,Smell,Left,,no event,359.7335,0,359.7335,0
Subject #93,18.497,Smell,Left,,no event,359.7335,0,359.7335,0
Subject #93,18.599,Smell,Left,,no event,359.7335,0,359.7335,0
Subject #93,18.704,Smell,Left,,no event,359.7335,0,359.7335,0
Subject #93,18.812,Smell,Left,,no event,359.7335,0,359.7335,0
Subject #93,18.916,Smell,Left,,no event,359.7335,0,359.7335,0
Subject #93,19.018,Smell,Left,,no event,359.7335,0,359.7335,0
Subject #93,19.120,Smell,Left,,no event,359.7335,0,359.7335,0
Subject #93,19.221,Smell,Left,,no event,359.7335,0,359.7335,0
Subject #93,19.324,Smell,Left,,no event,359.7335,0,359.7335,0
Subject #93,19.429,Smell,Left,,no event,359.7335,0,359.7335,0
Subject #93,19.530,Smell,Left,,no event,359.7335,0,359.7335,0
Subject #93,19.644,Smell,Left,,no event,359.7335,0,359.7335,0
Subject #93,19.747,Smell,Left,,no event,359.7335,0,359.7335,0
Subject #93,19.860,Smell,Left,,no event,351.1986,0,351.1986,0
Subject #93,19.961,Smell,Left,,no event,339.1923,0,339.1923,0
Subject #93,20.067,Smell,Left,,no event,326.4464,0,326.4464,0
Subject #93,20.168,Smell,Left,,no event,314.2301,0,314.2301,0
Subject #93,20.280,Smell,Left,,no event,309.1784,0,309.1784,0
Subject #93,20.384,Smell,Left,,no event,309.1784,0,309.1784,0
Subject #93,20.485,Smell,Left,,no event,309.1784,0,309.1784,0
Subject #93,20.587,Smell,Left,,no event,309.1784,0,309.1784,0
Subject #93,20.695,Smell,Left,,no event,309.1784,0,309.1784,0
Subject #93,20.803,Smell,Left,,no event,313.707,0,313.707,0
Subject #93,20.913,Smell,Left,,no event,325.2297,0,325.2297,0
Subject #93,21.016,Smell,Left,,no event,326.4841,0,326.4841,0
Subject #93,21.118,Smell,Left,,no event,326.4841,0,326.4841,0
Subject #93,21.221,Smell,Left,,no event,326.4841,0,326.4841,0
Subject #93,21.328,Smell,Left,,no event,326.4841,0,326.4841,0
Subject #93,21.428,Smell,Left,,no event,326.4841,0,326.4841,0
Subject #93,21.529,Smell,Left,,no event,326.4841,0,326.4841,0
Subject #93,21.632,Smell,Left,,no event,326.4841,0,326.4841,0
Subject #93,21.733,Smell,Left,,no event,326.4841,0,326.4841,0
Subject #93,21.850,Smell,Left,,no event,326.8508,0,326.8508,0
Subject #93,21.956,Smell,Left,,no event,336.2006,0,336.2006,0
Subject #93,22.070,Smell,None,None,Action Success,349.8766,0,349.8766,0
Subject #93,22.175,Smell,None,None,no event,2.476651,0,2.476651,0
Subject #93,22.275,Smell,None,None,no event,14.55256,0,14.55256,0
Subject #93,22.382,Smell,None,None,no event,26.95643,0,26.95643,0
Subject #93,22.494,Smell,None,None,no event,30.35894,0,30.35894,0
Subject #93,22.601,Smell,None,None,no event,37.55964,0,37.55964,0
Subject #93,22.713,Smell,None,None,no event,51.12958,0,51.12958,0
Subject #93,22.816,Smell,None,None,no event,63.48358,0,63.48358,0
Subject #93,22.919,Smell,None,None,no event,74.28616,0,74.28616,0
Subject #93,23.022,Smell,None,None,no event,75.82272,0,75.82272,0
Subject #93,23.123,Smell,None,None,no event,75.82272,0,75.82272,0
Subject #93,23.233,Smell,None,None,no event,79.13258,0,79.13258,0
Subject #93,23.338,Smell,None,None,no event,90.95535,0,90.95535,0
Subject #93,23.453,Smell,None,None,no event,94.24003,0,94.24003,0
Subject #93,23.556,Smell,None,None,no event,94.24003,0,94.24003,0
