SubjectName,Timestamp,FeedbackType,MainTask,SecondaryTask,EventInfo,HorizontalPlayerRot,VerticalPlayerRot,HorizontalHmdRot,VerticalHmdRot
Subject #93,0.012,Heat,None,None,no event,0,0,0,0
Subject #93,0.118,Smell,Right,,Action Started,0,0,0,0
Subject #93,0.221,Smell,Right,,no event,0,0,0,0
Subject #93,0.327,Smell,Right,,no event,0,0,0,0
Subject #93,0.428,Smell,Right,,no event,0,0,0,0
Subject #93,0.529,Smell,Right,,no event,0,0,0,0
Subject #93,0.631,Smell,Right,,no event,0,0,0,0
Subject #93,0.736,Smell,Right,,no event,0,0,0,0
Subject #93,0.841,Smell,Right,,no event,0,0,0,0
Subject #93,0.946,Smell,Right,,no event,0,0,0,0
Subject #93,1.052,Smell,Right,,no event,0,0,0,0
Subject #93,1.160,Smell,Right,,no event,0,0,0,0
Subject #93,1.274,Smell,Right,,no event,0,0,0,0
Subject #93,1.376,Smell,Right,,no event,0,0,0,0
Subject #93,1.489,Smell,Right,,no event,0,0,0,0
Subject #93,1.597,Smell,Right,,no event,0,0,0,0
Subject #93,1.712,Smell,Right,,no event,0,0,0,0
Subject #93,1.824,Smell,Right,,no event,0,0,0,0
Subject #93,1.931,Smell,Right,,no event,0,0,0,0
Subject #93,2.036,Smell,Right,,no event,0,0,0,0
Subject #93,2.144,Smell,Right,,no event,0,0,0,0
Subject #93,2.249,Smell,Right,,no event,0,0,0,0
Subject #93,2.351,Smell,Right,,no event,0,0,0,0
Subject #93,2.453,Smell,Right,,no event,0,0,0,0
Subject #93,2.555,Smell,Right,,no event,0,0,0,0
Subject #93,2.656,Smell,Right,,no event,0,0,0,0
Subject #93,2.761,Smell,Right,,no event,0,0,0,0
Subject #93,2.873,Smell,Right,,no event,0,0,0,0
Subject #93,2.987,Smell,Right,,no event,0,0,0,0
Subject #93,3.089,Smell,Right,,no event,0,0,0,0
Subject #93,3.200,Smell,Right,,no event,0,0,0,0
Subject #93,3.306,Smell,Right,,no event,0,0,0,0
Subject #93,3.408,Smell,Right,,no event,0,0,0,0
Subject #93,3.514,Smell,Right,,no event,0,0,0,0
Subject #93,3.618,Smell,Right,,no event,0,0,0,0
Subject #93,3.720,Smell,Right,,no event,0,0,0,0
Subject #93,3.825,Smell,Right,,no event,0,0,0,0
Subject #93,3.931,Smell,Right,,no event,0,0,0,0
Subject #93,4.041,Smell,Right,,no event,0,0,0,0
Subject #93,4.148,Smell,Right,,no event,0,0,0,0
Subject #93,4.261,Smell,Right,,no event,0,0,0,0
Subject #93,4.372,Smell,Right,,no event,0,0,0,0
Subject #93,4.489,Smell,Right,,no event,0,0,0,0
Subject #93,4.602,Smell,Right,,no event,0,0,0,0
Subject #93,4.704,Smell,Right,,no event,0,0,0,0
Subject #93,4.807,Smell,Right,,no event,0,0,0,0
Subject #93,4.911,Smell,Right,,no event,0,0,0,0
Subject #93,5.022,Smell,None,None,Action TimeOut,0,0,0,0
Subject #93,5.134,Smell,None,None,no event,0,0,0,0
Subject #93,5.235,Smell,None,None,no event,0,0,0,0
Subject #93,5.337,Smell,None,None,no event,0,0,0,0
Subject #93,5.438,Smell,None,None,no event,0,0,0,0
Subject #93,5.540,Smell,None,None,no event,0,0,0,0
Subject #93,5.642,Smell,None,None,no event,0,0,0,0
Subject #93,5.745,Smell,None,None,no event,0,0,0,0
Subject #93,5.846,Smell,None,None,no event,0,0,0,0
Subject #93,5.948,Smell,None,None,no event,0,0,0,0
Subject #93,6.053,Smell,None,None,no event,0,0,0,0
Subject #93,6.156,Smell,None,None,no event,0,0,0,0
Subject #93,6.261,Smell,None,None,no event,0,0,0,0
Subject #93,6.375,Smell,None,None,no event,0,0,0,0
Subject #93,6.475,Smell,None,None,no event,0,0,0,0
Subject #93,6.576,Smell,None,None,no event,0,0,0,0
Subject #93,6.680,Smell,None,None,no event,0,0,0,0
Subject #93,6.785,Smell,None,None,no event,0,0,0,0
Subject #93,6.895,Smell,None,None,no event,0,0,0,0
Subject #93,6.996,Smell,None,None,no event,0,0,0,0
Subject #93,7.097,Smell,None,None,no event,0,0,0,0
Subject #93,7.200,Smell,None,None,no event,0,0,0,0
Subject #93,7.302,Smell,None,None,no event,0,0,0,0
Subject #93,7.404,Smell,None,None,no event,0,0,0,0
Subject #93,7.506,Smell,None,None,no event,0,0,0,0
Subject #93,7.607,Smell,None,None,no event,0,0,0,0
Subject #93,7.707,Smell,None,None,no event,0,0,0,0
Subject #93,7.808,Smell,None,None,no event,0,0,0,0
Subject #93,7.910,Smell,None,None,no event,0,0,0,0
Subject #93,8.015,Smell,None,None,no event,0,0,0,0
Subject #93,8.118,Smell,None,None,no event,0,0,0,0
Subject #93,8.219,Smell,None,None,no event,0,0,0,0
Subject #93,8.322,Smell,None,None,no event,0,0,0,0
Subject #93,8.424,Smell,None,None,no event,0,0,0,0
Subject #93,8.525,Smell,None,None,no event,0,0,0,0
Subject #93,8.625,Smell,None,None,no event,0,0,0,0
Subject #93,8.726,Smell,None,None,no event,0,0,0,0
Subject #93,8.830,Smell,None,None,no event,0,0,0,0
Subject #93,8.935,Smell,None,None,no event,0,0,0,0
Subject #93,9.036,Smell,None,None,no event,0,0,0,0
Subject #93,9.144,Smell,None,None,no event,0,0,0,0
Subject #93,9.253,Smell,None,None,no event,0,0,0,0
Subject #93,9.353,Smell,None,None,no event,0,0,0,0
Subject #93,9.455,Smell,None,None,no event,0,0,0,0
Subject #93,9.558,Smell,None,None,no event,0,0,0,0
Subject #93,9.661,Smell,Middle,,Action Started,0,0,0,0
Subject #93,9.765,Smell,Middle,,no event,0,0,0,0
Subject #93,9.871,Smell,Middle,,no event,0,0,0,0
Subject #93,9.984,Smell,Middle,,no event,5.814911,0,5.814911,0
Subject #93,10.084,Smell,Middle,,no event,7.067534,0,7.067534,0
Subject #93,10.191,Smell,Middle,,no event,7.067534,0,7.067534,0
Subject #93,10.300,Smell,Middle,,no event,5.86937,0,5.86937,0
Subject #93,10.407,Smell,Middle,,no event,356.0831,0,356.0831,0
Subject #93,10.510,Smell,Middle,,no event,354.1094,0,354.1094,0
Subject #93,10.610,Smell,Middle,,no event,354.1094,0,354.1094,0
Subject #93,10.711,Smell,Middle,,no event,354.1094,0,354.1094,0
Subject #93,10.815,Smell,Middle,,no event,354.1094,0,354.1094,0
Subject #93,10.920,Smell,Middle,,no event,359.4266,0,359.4266,0
Subject #93,11.025,Smell,Middle,,no event,359.7335,0,359.7335,0
Subject #93,11.128,Smell,Middle,,no event,359.7335,0,359.7335,0
Subject #93,11.230,Smell,Middle,,no event,359.7335,0,359.7335,0
Subject #93,11.332,Smell,Middle,,no event,359.7335,0,359.7335,0
Subject #93,11.437,Smell,Middle,,no event,359.7335,0,359.7335,0
Subject #93,11.540,Smell,Middle,,no event,359.7335,0,359.7335,0
Subject #93,11.641,Smell,Middle,,no event,359.7335,0,359.7335,0
