SubjectName;Timestamp;FeedbackType;MainTask;MainTaskInfo;SecondaryTask;SecondaryTaskInfo;MainTaskXPos;MainTaskZPos;PlayerXPos;PlayerZPos;HorizontalPlayerRot;VerticalPlayerRot;HorizontalHmdRot;VerticalHmdRot
Subject #293;0,011;Heat;;;;;;;0,04372761;-0,02334117;8,999995;317,6842;9,987164;317,6884
Subject #293;0,160;Audio;;;;;;;0,066733;0,1219093;8,999994;298,6027;10,52455;298,6112
Subject #293;0,271;Audio;;Task Spawned;;;25,81173;34,82037;0,08385002;0,2299819;8,999985;285,0306;11,81272;285,048
Subject #293;0,374;Audio;;;;;25,81173;34,82037;0,09248882;0,2845253;8,999973;272,7017;24,12596;272,7983
Subject #293;0,491;Audio;;;;;25,81173;34,82037;0,08836452;0,2584855;189;281,4211;185,3184;281,4441
Subject #293;0,602;Audio;;;;;25,81173;34,82037;0,0664608;0,1201909;189;291,4973;187,0087;291,5091
Subject #293;0,705;Audio;;;;;25,81173;34,82037;0,03575872;-0,07365446;189;291,8967;187,0678;292,0029
Subject #293;0,811;Audio;;;;;25,81173;34,82037;0,0001396136;-0,2985448;189,4279;292,5099;187,5972;292,704
Subject #293;0,913;Audio;;;;;25,81173;34,82037;-0,05426847;-0,5715427;193,9515;301,7948;192,5946;301,9355
Subject #293;1,032;Audio;;;;;25,81173;34,82037;-0,1918819;-1,061423;197,5605;315,9444;196,5556;316,0467
Subject #293;1,149;Audio;;;;;25,81173;34,82037;-0,4182627;-1,735157;199,7152;329,8814;198,8772;329,9654
Subject #293;1,256;Audio;;;;;25,81173;34,82037;-0,693437;-2,487666;200,303;334,627;199,5038;334,7319
Subject #293;1,373;Audio;;;;;25,81173;34,82037;-1,025845;-3,386138;200,303;334,627;199,5387;334,8618
Subject #293;1,488;Audio;;;;;25,81173;34,82037;-1,377333;-4,336181;200,303;334,627;199,5979;334,9818
Subject #293;1,592;Audio;;;;;25,81173;34,82037;-1,696248;-5,255274;195,8542;327,865;195,1189;328,2439
Subject #293;1,708;Audio;;;;;25,81173;34,82037;-1,909974;-6,254772;185,9982;316,3394;185,2001;316,7833
Subject #293;1,809;Audio;;;;;25,81173;34,82037;-1,932704;-7,054999;173,9017;307,2478;173,0774;307,7778
Subject #293;1,923;Audio;;;;;25,81173;34,82037;-1,75728;-7,784626;153,5688;299,2838;152,9122;299,9377
Subject #293;2,037;Audio;;;;;25,81173;34,82037;-1,373316;-8,280905;124,4252;295,9199;124,4048;296,6498
Subject #293;2,151;Audio;;;;;25,81173;34,82037;-0,8126844;-8,508602;95,21516;298,9211;95,84797;299,5823
Subject #293;2,256;Audio;;;;;25,81173;34,82037;-0,1656352;-8,474854;75,70017;305,9508;76,51959;306,4971
Subject #293;2,378;Audio;;;;;25,81173;34,82037;0,7124431;-8,136485;60,73331;316,8445;61,52878;317,2847
Subject #293;2,491;Audio;;;;;25,81173;34,82037;1,591549;-7,563365;51,21129;328,1326;51,94527;328,5104
Subject #293;2,603;Audio;;;;;25,81173;34,82037;2,476158;-6,7701;43,91449;339,823;44,60125;340,1642
Subject #293;2,717;Audio;;;;;25,81173;34,82037;3,344959;-5,780662;37,52677;352,0343;38,18769;352,357
Subject #293;2,827;Audio;;;;;25,81173;34,82037;4,106101;-4,703365;32,48046;2,359194;33,13762;2,678367
Subject #293;2,940;Audio;;;;;25,81173;34,82037;4,82834;-3,55022;31,93465;3,479064;32,62541;3,719106
Subject #293;3,057;Audio;;;;;25,81173;34,82037;5,565807;-2,367025;31,93465;3,479065;32,65758;3,589748
Subject #293;3,158;Audio;;;;;25,81173;34,82037;6,206896;-1,33873;32,03015;1,885821;32,75925;1,929271
Subject #293;3,276;Audio;;;;;25,81173;34,82037;6,961224;-0,1464309;32,80336;349,0919;33,5453;349,1372
Subject #293;3,377;Audio;;;;;25,81173;34,82037;7,596866;0,8283311;33,59736;337,004;34,38842;337,0533
Subject #293;3,480;Audio;;;;;25,81173;34,82037;8,20705;1,737205;34,13579;329,8242;34,97775;329,8773
Subject #293;3,593;Audio;;;;;25,81173;34,82037;8,868242;2,71247;34,13579;329,8242;34,98019;329,8269
Subject #293;3,699;Audio;Right;Task Started;Right;Task Started;;;9,489776;3,629236;34,13579;329,8242;34,98019;329,8269
Subject #293;3,821;Audio;Right;;Right;;;;10,19239;4,665603;34,13579;329,8242;34,98019;329,8269
Subject #293;3,938;Audio;Right;;Right;;;;10,87527;5,672849;34,13579;329,8242;34,98019;329,8269
Subject #293;4,054;Audio;Right;;Right;;;;11,55596;6,676883;34,13579;329,8242;34,98019;329,8269
Subject #293;4,167;Audio;Right;;Right;;;;12,20984;7,641361;34,13579;329,8242;34,98019;329,8269
Subject #293;4,285;Audio;Right;;Right;;;;12,88745;8,640844;34,13578;322,7351;35,053;322,7386
Subject #293;4,386;Audio;Right;;Right;;;;13,39058;9,382957;34,13579;310,6295;35,25676;310,6349
Subject #293;4,488;Audio;Right;;Right;;;;13,79251;9,975803;34,13581;298,9442;35,64392;298,9526
Subject #293;4,604;Audio;Right;;Right;;;;14,14681;10,4984;34,1358;296,233;35,78691;296,2425
Subject #293;4,722;Audio;Right;;Right;;;;14,49396;11,01045;34,1358;296,233;35,78691;296,2425
Subject #293;4,823;Audio;Right;;Right;;;;14,79705;11,45751;34,1358;296,233;35,78691;296,2425
Subject #293;4,939;Audio;Right;;Right;;;;15,14341;11,9684;34,1358;296,233;35,78691;296,2425
Subject #293;5,056;Audio;Right;;Right;;;;15,4911;12,48124;34,1358;296,233;35,78691;296,2425
Subject #293;5,170;Audio;Right;;Right;;;;15,82884;12,97941;34,1358;296,233;35,78691;296,2425
Subject #293;5,290;Audio;Right;;Right;;;;16,18778;13,50886;33,57402;296,233;35,22513;296,2425
Subject #293;5,408;Audio;Right;;Right;;;;16,49799;14,05352;22,16153;296,233;23,81264;296,2424
Subject #293;5,521;Audio;Right;;Right;;;;16,66767;14,62528;8,637951;296,233;10,28906;296,2424
Subject #293;5,637;Audio;Right;;Right;;;;16,69832;15,23349;354,8283;296,233;356,4794;296,2424
Subject #293;5,753;Audio;Right;;Right;;;;16,58014;15,84064;340,8007;296,233;342,4518;296,2424
Subject #293;5,862;Audio;Right;;Right;;;;16,36412;16,37437;336,0916;296,233;337,7427;296,2424
Subject #293;5,978;Audio;Right;;Right;;;;16,11651;16,93292;336,0916;296,233;337,7427;296,2424
Subject #293;6,093;Audio;Right;;Right;;;;15,86727;17,49513;336,0916;296,233;337,7427;296,2424
Subject #293;6,211;Audio;Right;;Right;;;;15,62069;18,05136;336,0916;291,4916;338,0834;291,5034
Subject #293;6,330;Audio;Right;;Right;;;;15,46532;18,40182;336,0916;278,8619;340,8196;278,8917
Subject #293;6,431;Audio;Right;;Right;;;;15,39814;18,55335;336,0916;277,5166;341,6547;277,5518
Subject #293;6,552;Audio;Right;;Right;;;;15,32102;18,72733;336,0916;277,5166;341,6547;277,5518
