SubjectName,Timestamp,FeedbackType,MainTask,MainTaskInfo,SecondaryTask,SecondaryTaskInfo,EventInfo,HorizontalPlayerRot,VerticalPlayerRot,HorizontalHmdRot,VerticalHmdRot
Subject #124,0.003,Heat,None,,None,,,9.684695,0,15.57698,351.9716
Subject #124,0.111,Audio,None,,None,,,9.680189,0,15.56332,351.9935
Subject #124,0.212,Audio,None,,None,,,9.682345,0,14.73219,352.0138
Subject #124,0.312,Audio,None,,None,,,9.686637,0,14.48761,352.0331
Subject #124,0.413,Audio,None,,None,,,9.686206,0,14.48707,352.025
Subject #124,0.513,Audio,None,,None,,,9.68672,0,14.34026,352.0024
Subject #124,0.614,Audio,None,,None,,,9.686567,0,14.08808,352.0023
Subject #124,0.715,Audio,None,,None,,,9.688261,0,13.09722,351.9776
Subject #124,0.815,Audio,None,,None,,,9.688639,0,9.464946,352.0087
Subject #124,0.915,Audio,None,,None,,,9.689828,0,4.994372,351.9887
Subject #124,1.016,Audio,None,,None,,,9.687469,0,5.597041,351.9747
Subject #124,1.116,Audio,None,,None,,,9.683778,0,5.617658,351.8881
Subject #124,1.217,Audio,None,,None,,,9.679842,0,5.611326,351.9261
Subject #124,1.318,Audio,None,,None,,,9.680152,0,5.574013,351.9662
Subject #124,1.418,Audio,None,,None,,,9.678382,0,5.473229,352.4113
Subject #124,1.518,Audio,None,,None,,,9.674552,0,5.392325,351.8783
Subject #124,1.619,Audio,None,,None,,,9.672151,0,4.955154,352.0861
Subject #124,1.720,Audio,None,,None,,,9.671313,0,4.919764,351.9353
Subject #124,1.820,Audio,None,,None,,,9.670852,0,4.933538,351.9515
Subject #124,1.920,Audio,None,,None,,,9.670723,0,4.907993,351.9566
Subject #124,2.021,Audio,None,,None,,,9.670444,0,4.882563,351.9504
Subject #124,2.121,Audio,None,,None,,,9.668137,0,4.890365,351.9337
Subject #124,2.222,Audio,None,,None,,,9.664232,0,4.921308,351.9348
Subject #124,2.323,Audio,None,,None,,,9.659799,0,4.935155,351.9238
Subject #124,2.423,Audio,None,,None,,,9.656784,0,4.934583,351.927
Subject #124,2.524,Audio,None,,None,,,9.651872,0,4.94553,351.9236
Subject #124,2.625,Audio,None,,None,,,9.648052,0,4.951709,351.9217
Subject #124,2.725,Audio,None,,None,,,9.642581,0,5.077556,351.9382
Subject #124,2.826,Audio,None,,None,,,9.640994,0,5.056069,351.8934
Subject #124,2.926,Audio,None,,None,,,9.638773,0,5.066901,351.9078
Subject #124,3.026,Audio,None,,None,,,9.632775,0,5.024846,351.8933
Subject #124,3.127,Audio,None,,None,,,9.627656,0,5.051262,351.8975
Subject #124,3.228,Audio,None,,None,,,9.625715,0,5.068726,351.8744
Subject #124,3.328,Audio,None,,None,,,9.62578,0,5.089505,351.881
Subject #124,3.429,Audio,None,,None,,,9.627809,0,5.124873,351.873
Subject #124,3.530,Audio,Right,,Right,,,9.627625,0,5.13849,351.8849
Subject #124,3.630,Audio,Right,,Right,,,9.627347,0,5.131356,351.8931
Subject #124,3.730,Audio,Right,,Right,,,9.625845,0,5.134449,351.914
Subject #124,3.831,Audio,Right,,Right,,,9.623238,0,5.138099,351.9496
Subject #124,3.931,Audio,Right,,Right,,,9.61709,0,5.127484,351.963
Subject #124,4.032,Audio,Right,,Right,,,9.610395,0,5.120748,351.949
Subject #124,4.132,Audio,Right,,Right,,,9.6078,0,5.107331,351.965
Subject #124,4.233,Audio,Right,,Right,,,9.604172,0,5.11148,351.9606
Subject #124,4.333,Audio,Right,,Right,,,9.603409,0,5.105605,351.9591
Subject #124,4.434,Audio,Right,,Right,,,9.602552,0,5.09789,351.9546
Subject #124,4.534,Audio,Right,,Right,,,9.599452,0,5.085715,351.9612
Subject #124,4.635,Audio,Right,,Right,,,9.592844,0,5.078541,351.9651
Subject #124,4.735,Audio,Right,,Right,,,9.586652,0,5.06415,351.9599
Subject #124,4.836,Audio,Right,,Right,,,9.580453,0,5.059254,351.9526
Subject #124,4.939,Audio,Right,,Right,,,9.57513,0,5.049452,351.9555
Subject #124,5.048,Audio,Right,,Right,,,9.569356,0,5.0384,351.9509
Subject #124,17.405,Audio,Right,,Right,,,9.565472,0,4.680566,351.9144
Subject #124,17.514,Audio,Right,,Right,,,9.565248,0,4.674901,351.9058
Subject #124,17.614,Audio,Right,,Right,,,9.56484,0,4.675595,351.9127
Subject #124,17.715,Audio,Right,,Right,,,9.559022,0,4.674463,351.9264
Subject #124,17.815,Audio,Right,,Right,,,9.559333,0,6.332767,352.316
Subject #124,17.916,Audio,Right,,Right,,,9.55339,0,12.15862,352.0714
Subject #124,18.016,Audio,Right,,Right,,,9.544644,0,17.95351,352.2096
Subject #124,18.117,Audio,Right,,Right,,,9.543357,0,24.63192,352.4733
Subject #124,18.218,Audio,Right,,Right,,,9.548409,0,32.64099,352.2321
Subject #124,18.318,Audio,Right,,Right,,,9.552381,0,38.46407,352.3684
Subject #124,18.419,Audio,Right,,Right,,,9.555189,0,44.28483,351.937
Subject #124,18.520,Audio,Right,,Right,,,9.555875,0,47.3357,352.187
Subject #124,18.620,Audio,Right,,Right,,,9.555735,0,53.82598,352.0898
Subject #124,18.721,Audio,Right,,Right,,,9.551894,0,60.68885,352.1699
Subject #124,18.821,Audio,Right,,Right,,,9.542903,0,61.56255,352.269
Subject #124,18.922,Audio,Right,,Right,,,9.532805,0,65.98428,352.1893
Subject #124,19.022,Audio,Right,,Right,,,9.525346,0,68.51495,352.3339
Subject #124,19.123,Audio,Right,,Right,,,9.515839,0,71.16117,352.3853
Subject #124,19.223,Audio,Right,,Right,,,9.510625,0,72.94447,352.4157
Subject #124,19.324,Audio,Right,,Right,,,9.505044,0,72.97836,352.4339
Subject #124,19.425,Audio,Right,,Right,,,9.506803,0,72.95022,352.4117
Subject #124,19.525,Audio,Right,,Right,,,9.505537,0,73.13364,352.5389
