SubjectId;Timestamp;EventType;EventStatus;EventInfo;EventId
14;0.023;Ring;visible;(20.6, 0.0, 108.8);-97520
14;0.060;Ring;visible;(23.3, 0.0, 109.3);-97568
14;0.093;Ring;visible;(24.5, 0.0, 109.8);-97618
14;0.160;Ring;visible;(11.2, 0.0, 113.2);-97666
14;0.194;Ring;visible;(24.8, 0.0, 111.8);-97714
14;0.227;Ring;visible;(16.8, 0.0, 113.7);-97802
14;0.260;Ring;visible;(17.9, 0.0, 114.2);-97850
14;0.328;Ring;visible;(11.4, 0.0, 116.6);-97898
14;0.361;Ring;visible;(11.2, 0.0, 117.3);-97946
14;0.395;Ring;visible;(12.6, 0.0, 117.8);-97994
14;0.428;Ring;visible;(26.2, 0.0, 116.3);-98082
14;0.495;Ring;visible;(24.5, 0.0, 117.9);-98130
14;0.529;Ring;visible;(22.1, 0.0, 119.0);-98178
14;0.562;Ring;visible;(20.5, 0.0, 119.9);-98226
14;0.596;Ring;visible;(20.8, 0.0, 120.5);-98274
14;0.663;Ring;visible;(29.1, 0.0, 120.6);-98362
14;0.697;Ring;visible;(20.8, 0.0, 122.6);-98410
14;0.730;Ring;visible;(26.3, 0.0, 122.4);-98458
14;0.797;Ring;visible;(19.2, 0.0, 124.9);-98506
14;0.831;Ring;visible;(25.0, 0.0, 124.6);-98594
14;0.864;Ring;visible;(24.9, 0.0, 125.3);-98642
14;0.898;Ring;visible;(13.7, 0.0, 127.8);-98690
14;1.544;POV;visible;Right;-98778
14;2.057;POV;visible;Left;-98916
14;2.135;POV;visible;Middle;-99014
14;2.168;POV;visible;Right;-99112
14;2.302;POV;visible;Middle;-99246
14;2.359;POV;visible;Left;-99344
14;10.462;Ring;visible;(24.1, 0.0, 178.9);-99500
14;10.495;Ring;visible;(33.1, 0.0, 178.1);-99590
14;10.530;Ring;visible;(31.4, 0.0, 179.1);-99638
14;10.562;Ring;visible;(26.6, 0.0, 180.5);-99686
14;10.630;Ring;visible;(33.6, 0.0, 180.7);-99734
14;10.663;Ring;visible;(32.9, 0.0, 181.5);-99782
14;10.696;Ring;visible;(39.7, 0.0, 181.1);-99870
14;10.763;Ring;visible;(31.4, 0.0, 183.8);-99918
14;10.808;Ring;visible;(24.2, 0.0, 185.9);-99966
