SubjectName,Timestamp,FeedbackType,MainTask,MainTaskInfo,SecondaryTask,SecondaryTaskInfo,EventInfo,HorizontalPlayerRot,VerticalPlayerRot,HorizontalHmdRot,VerticalHmdRot
Subject #106,0.003,Heat,None,,None,,,0,0.0183034,177.3663,352.2289
Subject #106,0.116,Audio,Right,,Right,,,0,0.01858235,177.3623,352.2009
Subject #106,0.220,Audio,Right,,Right,,,0,0.01804591,177.3551,352.2033
Subject #106,0.337,Audio,Right,,Right,,,0,0.0190866,177.3471,352.193
Subject #106,0.442,Audio,Right,,Right,,,0,0.01698375,177.3403,352.1974
Subject #106,0.543,Audio,Right,,Right,,,0,0.01617909,177.3321,352.1808
Subject #106,0.650,Audio,Right,,Right,,,0,0.01563192,177.3262,352.1769
Subject #106,0.752,Audio,Right,,Right,,,0,0.01487017,177.306,352.1722
Subject #106,0.865,Audio,Right,,Right,,,0,0.01406551,177.3011,352.1661
Subject #106,0.979,Audio,Right,,Right,,,0,0.02405405,177.292,352.1499
Subject #106,1.085,Audio,Right,,Right,,,0,0.03003001,177.2804,352.1591
Subject #106,1.192,Audio,Right,,Right,,,0,0.03079176,177.2768,352.1674
Subject #106,1.301,Audio,Right,,Right,,,0,0.03103853,177.2704,352.1533
Subject #106,1.421,Audio,Right,,Right,,,0,0.03681064,177.2589,352.1351
Subject #106,1.523,Audio,Right,,Right,,,0,0.2675665,177.2505,351.9109
Subject #106,1.623,Audio,Right,,Right,,,0,1.382443,177.2251,350.8032
Subject #106,1.724,Audio,Right,,Right,,,0,4.504535,177.1966,347.6844
Subject #106,1.834,Audio,Right,,Right,,,0,10.46734,177.1198,341.7307
Subject #106,1.938,Audio,Right,,Right,,,0,17.36317,177.0049,334.8351
Subject #106,2.054,Audio,Right,,Right,,,0,24.08232,176.8033,328.149
Subject #106,2.169,Audio,Right,,Right,,,0,27.24738,176.7009,324.981
Subject #106,2.282,Audio,Right,,Right,,,0,26.4392,176.7446,325.779
Subject #106,2.387,Audio,Right,,Right,,,0,22.42043,176.8795,329.801
Subject #106,2.505,Audio,Right,,Right,,,0,15.43568,177.0662,336.7661
Subject #106,2.616,Audio,Right,,Right,,,0,6.989017,177.2063,345.1917
Subject #106,2.727,Audio,Right,,Right,,,0,356.9585,177.2877,355.2036
Subject #106,2.845,Audio,Right,,Right,,,0,345.1045,177.2764,7.060826
Subject #106,2.965,Audio,Right,,Right,,,0,331.8973,177.1268,20.26653
Subject #106,3.080,Audio,Right,,Right,,,0,318.4268,176.7671,33.70867
Subject #106,3.194,Audio,Right,,Right,,,0,304.7933,176.0195,47.3107
Subject #106,3.311,Audio,Right,,Right,,,0,290.8909,174.4155,61.16635
Subject #106,3.422,Audio,Right,,Right,,,0,277.5522,170.0184,74.41335
Subject #106,3.533,Audio,Right,,Right,,,180,275.7864,127.081,86.65854
Subject #106,3.636,Audio,Right,,Right,,,180,288.2488,14.42465,79.22678
Subject #106,3.757,Audio,Right,,Right,,,180,301.8353,6.534321,65.84147
Subject #106,3.868,Audio,Right,,Right,,,180,310.6787,4.927885,57.02978
Subject #106,3.981,Audio,Right,,Right,,,180,314.0525,4.490276,53.67115
Subject #106,4.088,Audio,Right,,Right,,,180,310.6312,4.891431,57.07524
Subject #106,4.204,Audio,Right,,Right,,,180,300.5172,6.816283,67.15208
Subject #106,4.315,Audio,Right,,Right,,,180,287.265,15.72923,80.18671
Subject #106,4.417,Audio,Right,,Right,,,180,274.8619,138.0645,86.03099
Subject #106,4.528,Audio,Right,,Right,,,0,278.283,170.5289,73.70297
Subject #106,4.638,Audio,Right,,Right,,,0,291.6348,174.6311,60.45956
Subject #106,4.739,Audio,Right,,Right,,,0,303.6124,176.0161,48.51357
Subject #106,4.839,Audio,Right,,Right,,,0,315.6805,176.7232,36.4718
Subject #106,4.951,Audio,Right,,Right,,,0,329.0967,177.1327,23.07201
Subject #106,5.053,Audio,None,Timeout,None,Timeout,,0,341.2835,177.3185,10.908
Subject #106,5.157,Audio,None,,None,,,0,353.9234,177.364,358.2765
Subject #106,5.264,Audio,None,,None,,,0,6.584462,177.2653,345.6109
Subject #106,5.375,Audio,None,,None,,,0,18.47234,177.0392,333.7398
Subject #106,5.488,Audio,None,,None,,,0,27.20607,176.74,325.0121
Subject #106,5.610,Audio,None,,None,,,0,32.94791,176.4581,319.2774
Subject #106,5.721,Audio,None,,None,,,0,34.87724,176.339,317.3642
