SubjectName,Timestamp,FeedbackType,ActionType,EventInfo,HorizontalPlayerRot,VerticalPlayerRot,HorizontalHmdRot,VerticalHmdRot
Subject #1,0.007,Heat,No Action,no event,0,0,0,0
Subject #1,0.109,Heat,No Action,no event,0,0,0,0
Subject #1,0.233,Heat,No Action,no event,0,0,0,0
Subject #1,0.348,Heat,No Action,no event,0,0,0,0
Subject #1,0.455,Heat,No Action,no event,0,0,0,0
Subject #1,0.569,Heat,No Action,no event,0,0,0,0
Subject #1,0.675,Heat,No Action,no event,0,0,0,0
Subject #1,0.784,Heat,No Action,no event,0,0,0,0
Subject #1,0.970,Heat,No Action,no event,0,0,0,0
Subject #1,1.078,Heat,No Action,no event,0,0,0,0
Subject #1,1.181,Heat,No Action,no event,0,0,0,0
Subject #1,1.293,Heat,No Action,no event,0,0,0,0
Subject #1,1.405,Heat,No Action,no event,0,0,0,0
Subject #1,1.512,Heat,No Action,no event,0,0,0,0
Subject #1,1.627,Heat,No Action,no event,0,0,0,0
Subject #1,1.734,Heat,No Action,no event,0,0,0,0
Subject #1,1.864,Heat,No Action,no event,0,0,0,0
Subject #1,1.973,Heat,No Action,no event,0,0,0,0
Subject #1,2.089,Heat,No Action,no event,0,0,0,0
Subject #1,2.195,Heat,No Action,no event,0,0,0,0
Subject #1,2.316,Heat,No Action,no event,0,0,0,0
Subject #1,2.436,Heat,No Action,no event,0,0,0,0
Subject #1,2.541,Heat,No Action,no event,0,0,0,0
Subject #1,2.644,Heat,No Action,no event,0,0,0,0
Subject #1,2.756,Heat,No Action,no event,0,0,0,0
Subject #1,2.866,Heat,No Action,no event,0,0,0,0
Subject #1,2.970,Heat,No Action,no event,0,0,0,0
Subject #1,3.070,Heat,No Action,no event,0,0,0,0
Subject #1,3.183,Heat,No Action,no event,0,0,0,0
Subject #1,3.295,Heat,No Action,no event,0,0,0,0
Subject #1,3.420,Heat,No Action,no event,0,0,0,0
Subject #1,3.534,Heat,No Action,no event,0,0,0,0
Subject #1,3.663,Heat,No Action,no event,0,0,0,0
Subject #1,3.796,Heat,POV,Action Started,0,0,0,0
Subject #1,3.912,Heat,POV,no event,0,0,0,0
Subject #1,4.031,Heat,POV,no event,0,0,0,0
Subject #1,4.150,Heat,POV,no event,0,0,0,0
Subject #1,4.258,Heat,POV,no event,0,0,0,0
Subject #1,4.369,Heat,POV,no event,0,0,0,0
Subject #1,4.485,Heat,POV,no event,0,0,0,0
Subject #1,4.604,Heat,POV,no event,0,0,0,0
Subject #1,4.712,Heat,POV,no event,0,0,0,0
Subject #1,4.818,Heat,POV,no event,0,0,0,0
Subject #1,4.938,Heat,POV,no event,0,0,0,0
Subject #1,5.060,Heat,POV,no event,0,0,0,0
Subject #1,5.165,Heat,POV,no event,0,0,0,0
Subject #1,5.296,Heat,POV,no event,0,0,0,0
Subject #1,5.406,Heat,POV,no event,0,0,0,0
Subject #1,5.515,Heat,POV,no event,0,0,0,0
Subject #1,5.619,Heat,POV,no event,0,0,0,0
Subject #1,5.730,Heat,POV,no event,0,0,0,0
Subject #1,5.858,Heat,POV,no event,0,0,0,0
Subject #1,5.959,Heat,POV,no event,0,0,0,0
Subject #1,6.079,Heat,POV,no event,0,0,0,0
Subject #1,6.198,Heat,POV,no event,0,0,0,0
Subject #1,6.320,Heat,POV,no event,0,0,0,0
Subject #1,6.430,Heat,POV,no event,0,0,0,0
Subject #1,6.545,Heat,POV,no event,0,0,0,0
Subject #1,6.663,Heat,POV,no event,0,0,0,0
Subject #1,6.806,Heat,POV,no event,0,0,0,0
Subject #1,7.554,Heat,POV,no event,0,0,0,0
