SubjectId;Timestamp;EventType;EventStatus;EventInfo;EventId
16;0.024;Ring;visible;(5.6, 0.0, 111.2);-111162
16;0.048;Ring;visible;(5.9, 0.0, 111.8);-111210
16;0.085;Ring;visible;(21.5, 0.0, 110.1);-111308
16;0.149;Ring;visible;(24.0, 0.0, 111.0);-111356
16;0.183;Ring;visible;(16.5, 0.0, 112.8);-111404
16;0.218;Ring;visible;(25.3, 0.0, 112.1);-111452
16;0.286;Ring;visible;(20.3, 0.0, 114.3);-111540
16;0.317;Ring;visible;(19.6, 0.0, 115.1);-111588
16;0.350;Ring;visible;(13.1, 0.0, 116.8);-111636
16;0.417;Ring;visible;(25.6, 0.0, 116.2);-111684
16;0.451;Ring;visible;(18.5, 0.0, 118.0);-111732
16;0.486;Ring;visible;(21.2, 0.0, 118.2);-111820
16;0.551;Ring;visible;(12.2, 0.0, 121.0);-111868
16;0.585;Ring;visible;(11.8, 0.0, 121.7);-111916
16;0.618;Ring;visible;(14.8, 0.0, 121.9);-111964
16;0.687;Ring;visible;(21.4, 0.0, 122.3);-112052
16;0.719;Ring;visible;(14.1, 0.0, 124.1);-112100
16;0.753;Ring;visible;(9.6, 0.0, 125.5);-112148
16;1.691;POV;visible;Left;-112236
16;1.923;POV;visible;Right;-112376
16;1.956;POV;visible;Middle;-112474
16;2.081;POV;visible;Left;-112572
16;2.192;POV;visible;Right;-112708
16;2.225;POV;visible;Middle;-112806
16;1.837;Ring;visible;(37.9, 0.0, 173.0);-112950
16;1.871;Ring;visible;(23.0, 0.0, 176.1);-112998
16;1.904;Ring;visible;(31.4, 0.0, 175.4);-113046
16;1.971;Ring;visible;(18.2, 0.0, 178.9);-113094
16;2.004;Ring;visible;(31.6, 0.0, 177.4);-113142
16;2.038;Ring;visible;(26.7, 0.0, 178.9);-113230
16;2.083;Ring;visible;(24.0, 0.0, 180.2);-113278
16;2.150;Ring;visible;(30.3, 0.0, 180.6);-113326
16;2.183;Ring;visible;(38.6, 0.0, 179.9);-113374
16;2.219;Ring;visible;(29.1, 0.0, 182.2);-113462
16;2.250;Ring;visible;(25.9, 0.0, 183.3);-113510
