SubjectName;Timestamp;FeedbackType;MainTask;MainTaskInfo;MainTaskXPos;MainTaskZPos;SecondaryTask;SecondaryTaskInfo;EventInfo;PlayerXPos;PlayerZPos;HorizontalPlayerRot;VerticalPlayerRot;HorizontalHmdRot;VerticalHmdRot
Subject #254;0.011;Heat;None;;;;None;;;0.04921219;0.2701853;9.72998;0;9.72998;0
Subject #254;0.115;Audio;None;;;;None;;;0.1183634;0.6734657;9.72998;0;9.72998;0
Subject #254;0.219;Audio;None;;;;None;;;0.1935842;1.112143;9.72998;0;9.72998;0
Subject #254;0.321;Audio;None;;;;None;;;0.277542;1.601774;9.72998;0;9.72998;0
Subject #254;0.426;Audio;None;;;;None;;;0.3758585;2.175143;9.72998;0;9.72998;0
Subject #254;0.531;Audio;None;;;;None;;;0.4842704;2.807386;9.72998;0;9.72998;0
Subject #254;0.635;Audio;None;;;;None;;;0.6037787;3.504341;9.72998;0;9.72998;0
Subject #254;0.742;Audio;None;;;;None;;;0.7367373;4.279737;9.72998;0;9.72998;0
Subject #254;0.847;Audio;None;;;;None;;;0.8788068;5.108269;9.72998;0;9.72998;0
Subject #254;0.953;Audio;None;;;;None;;;1.035888;6.024347;9.72998;0;9.72998;0
Subject #254;1.059;Audio;None;;;;None;;;1.201997;6.99307;9.72998;0;9.72998;0
Subject #254;1.166;Audio;None;;;;None;;;1.38071;8.0353;9.72998;0;9.72998;0
Subject #254;1.274;Audio;None;;;;None;;;1.57539;9.170648;9.72998;0;9.72998;0
Subject #254;1.375;Audio;None;;;;None;;;1.765639;10.28015;9.72998;0;9.72998;0
Subject #254;1.481;Audio;None;;;;None;;;1.977931;11.51821;9.72998;0;9.72998;0
Subject #254;1.588;Audio;None;;;;None;;;2.194677;12.78224;9.72998;0;9.72998;0
Subject #254;1.690;Audio;None;;;;None;;;2.40316;13.99809;9.72998;0;9.72998;0
Subject #254;1.794;Audio;None;;;;None;;;2.612906;15.2213;9.72998;0;9.72998;0
Subject #254;1.897;Audio;None;;;;None;;;2.821936;16.44032;9.72998;0;9.72998;0
Subject #254;2.001;Audio;None;;;;None;;;3.033311;17.67304;9.72998;0;9.72998;0
Subject #254;2.109;Audio;None;;;;None;;;3.251271;18.94416;9.72998;0;9.72998;0
Subject #254;2.216;Audio;None;;;;None;;;3.469439;20.21648;9.72998;0;9.72998;0
Subject #254;2.318;Audio;None;;;;None;;;3.67574;21.4196;9.72998;0;9.72998;0
Subject #254;2.418;Audio;None;;;;None;;;3.8799;22.61024;9.72998;0;9.72998;0
Subject #254;2.524;Audio;None;;;;None;;;4.093994;23.85879;9.72998;0;9.72998;0
Subject #254;2.627;Audio;None;;;;None;;;4.302189;25.07296;9.72998;0;9.72998;0
Subject #254;2.735;Audio;None;;;;None;;;4.521032;26.34921;9.72998;0;9.72998;0
Subject #254;2.842;Audio;None;;;;None;;;4.737923;27.61409;9.72998;0;9.72998;0
Subject #254;2.943;Audio;None;;;;None;;;4.943204;28.81126;9.72998;0;9.72998;0
Subject #254;3.051;Audio;None;;;;None;;;5.161922;30.08678;9.72998;0;9.72998;0
Subject #254;3.153;Audio;None;;;;None;;;5.368368;31.29075;9.72998;0;9.72998;0
Subject #254;3.256;Audio;None;;;;None;;;5.579095;32.51968;9.72998;0;9.72998;0
Subject #254;3.361;Audio;None;;;;None;;;5.79077;33.75414;9.72998;0;9.72998;0
Subject #254;3.467;Audio;None;;;;None;;;6.00564;35.00723;9.72998;0;9.72998;0
Subject #254;3.574;Audio;Right;Task Started;;;Right;Task Started;;6.223618;36.27845;9.72998;0;9.72998;0
Subject #254;3.681;Audio;Right;;;;Right;;;6.438753;37.53309;9.72998;0;9.72998;0
Subject #254;3.783;Audio;Right;;;;Right;;;6.645913;38.74123;9.72998;0;9.72998;0
Subject #254;3.885;Audio;Right;;;;Right;;;6.853088;39.94944;9.72998;0;9.72998;0
Subject #254;3.988;Audio;Right;;;;Right;;;7.062387;41.17004;9.72998;0;9.72998;0
Subject #254;4.089;Audio;Right;;;;Right;;;7.266788;42.36208;9.72998;0;9.72998;0
Subject #254;4.197;Audio;Right;;;;Right;;;7.486052;43.6408;9.72998;0;9.72998;0
Subject #254;4.303;Audio;Right;;;;Right;;;7.701307;44.89614;9.72998;0;9.72998;0
Subject #254;4.406;Audio;Right;;;;Right;;;7.910006;46.11325;9.72998;0;9.72998;0
Subject #254;4.513;Audio;Right;;;;Right;;;8.128136;47.38535;9.72998;0;9.72998;0
Subject #254;4.621;Audio;Right;;;;Right;;;8.346646;48.65967;9.72998;0;9.72998;0
Subject #254;4.728;Audio;Right;;;;Right;;;8.561955;49.91531;9.72998;0;9.72998;0
Subject #254;4.836;Audio;Right;;;;Right;;;8.781755;51.19716;9.72998;0;9.72998;0
Subject #254;4.937;Audio;Right;;;;Right;;;8.987453;52.39679;9.72998;0;9.72998;0
Subject #254;5.039;Audio;Right;;;;Right;;;9.194289;53.60303;9.72998;0;9.72998;0
Subject #254;5.141;Audio;Right;;;;Right;;;9.399472;54.79964;9.72998;0;9.72998;0
Subject #254;5.242;Audio;Right;;;;Right;;;9.60469;55.99644;9.72998;0;9.72998;0
Subject #254;5.343;Audio;Right;;;;Right;;;9.81098;57.19949;9.72998;0;9.72998;0
Subject #254;5.445;Audio;Right;;;;Right;;;10.01656;58.39838;9.72998;0;9.72998;0
Subject #254;5.552;Audio;Right;;;;Right;;;10.23552;59.67533;9.72998;0;9.72998;0
Subject #254;5.657;Audio;Right;;;;Right;;;10.44793;60.9141;9.72998;0;9.72998;0
Subject #254;5.758;Audio;Right;;;;Right;;;10.65224;62.10561;9.72998;0;9.72998;0
Subject #254;5.861;Audio;Right;;;;Right;;;10.85962;63.315;9.72998;0;9.72998;0
Subject #254;5.963;Audio;Right;;;;Right;;;11.06693;64.52398;9.72998;0;9.72998;0
Subject #254;6.065;Audio;Right;;;;Right;;;11.27429;65.73328;9.72998;0;9.72998;0
Subject #254;6.171;Audio;Right;;;;Right;;;11.49038;66.99348;9.72998;0;9.72998;0
Subject #254;6.273;Audio;Right;;;;Right;;;11.69675;68.19703;9.72998;0;9.72998;0
Subject #254;6.379;Audio;Right;;;;Right;;;11.91138;69.44868;9.72998;0;9.72998;0
Subject #254;6.479;Audio;Right;;;;Right;;;12.11524;70.63757;9.72998;0;9.72998;0
Subject #254;6.582;Audio;Right;;;;Right;;;12.32274;71.8477;9.72998;0;9.72998;0
Subject #254;6.690;Audio;Right;;;;Right;;;12.54232;73.12822;9.72998;0;9.72998;0
Subject #254;6.795;Audio;Right;;;;Right;;;12.75479;74.36734;9.72998;0;9.72998;0
Subject #254;6.900;Audio;Right;;;;Right;;;12.96819;75.61187;9.72998;0;9.72998;0
Subject #254;7.004;Audio;Right;;;;Right;;;13.1795;76.84419;9.72998;0;9.72998;0
Subject #254;7.112;Audio;Right;;;;Right;;;13.39783;78.11745;9.72998;0;9.72998;0
