SubjectName;Timestamp;FeedbackType;MainTask;MainTaskInfo;SecondaryTask;SecondaryTaskInfo;MainTaskXPos;MainTaskZPos;PlayerXPos;PlayerZPos;HorizontalPlayerRot;VerticalPlayerRot;HorizontalHmdRot;VerticalHmdRot
Subject #284;0,011;Heat;;;;;;;0,05323836;0,03670748;8,999991;0;9,729981;0
Subject #284;0,149;Audio;;Task Spawned;;;12,59087;79,1963;0,09023776;0,2703127;8,999991;0;9,729981;0
Subject #284;0,260;Audio;;;;;12,59087;79,1963;0,1347179;0,5511497;8,999991;0;9,729981;0
Subject #284;0,371;Audio;;;;;12,59087;79,1963;0,1910466;0,9067957;8,999991;0;9,729981;0
Subject #284;0,484;Audio;;;;;12,59087;79,1963;0,2602938;1,344006;8,999991;0;9,729981;0
Subject #284;0,599;Audio;;;;;12,59087;79,1963;0,3423974;1,862388;8,999991;0;9,729981;0
Subject #284;0,699;Audio;;;;;12,59087;79,1963;0,4240002;2,377608;8,999991;0;9,729981;0
Subject #284;0,814;Audio;;;;;12,59087;79,1963;0,5295483;3,044013;8,999991;0;9,729981;0
Subject #284;0,927;Audio;;;;;12,59087;79,1963;0,6464975;3,782402;8,999991;0;9,729981;0
Subject #284;1,044;Audio;;;;;12,59087;79,1963;0,7786952;4,617066;8,999991;0;9,729981;0
Subject #284;1,163;Audio;;;;;12,59087;79,1963;0,9270528;5,553761;8,999991;0;9,729981;0
Subject #284;1,285;Audio;;;;;12,59087;79,1963;1,091818;6,594048;8,999991;0;9,729981;0
Subject #284;1,389;Audio;;;;;12,59087;79,1963;1,243824;7,553778;8,999991;356,7557;9,731153;356,756
Subject #284;1,502;Audio;;;;;12,59087;79,1963;1,418695;8,657868;8,999991;343,5782;9,761024;343,5796
Subject #284;1,607;Audio;;;;;12,59087;79,1963;1,584509;9,704779;8,999992;338,8057;9,782935;338,8075
Subject #284;1,728;Audio;;;;;12,59087;79,1963;1,783394;10,96049;8,999992;338,8057;9,782935;338,8075
Subject #284;1,846;Audio;;;;;12,59087;79,1963;1,989349;12,26084;8,999992;338,8057;9,782935;338,8075
Subject #284;1,958;Audio;;;;;12,59087;79,1963;2,184346;13,492;8,999992;338,8057;9,782935;338,8075
