SubjectId;Timestamp;Round;FeedbackType;PlayerXPos;PlayerYPos;PlayerZPos;HorizontalPlayerRot;VerticalPlayerRot;HorizontalHmdRot;VerticalHmdRot
13;0.013;0;Practice;4.848975;0.001899719;30.31582;8.999991;0;8.999991;0
13;0.134;0;Practice;5.226068;0.001899719;32.69669;8.999991;0;8.999991;0
13;0.245;0;Practice;5.576021;0.001899719;34.90622;8.999991;0;8.999991;0
13;0.357;0;Practice;5.926327;0.001899719;37.11797;8.999991;0;8.999991;0
13;0.469;0;Practice;6.275174;0.001899719;39.3205;8.999991;0;8.999991;0
13;0.580;0;Practice;6.623694;0.001899719;41.52097;8.999991;0;8.999991;0
13;0.693;0;Practice;6.975193;0.001899719;43.74026;8.999991;0;8.999991;0
13;0.806;0;Practice;7.33108;0.001899719;45.98724;8.999991;0;8.999991;0
13;0.927;0;Practice;7.709024;0.001899719;48.37348;8.999991;0;8.999991;0
13;1.039;0;Practice;8.05759;0.001899719;50.57424;8.999991;0;8.999991;0
13;1.150;0;Practice;8.407206;0.001899719;52.78163;8.999991;0;8.999991;0
13;1.263;0;Practice;8.758594;0.001899719;55.00021;8.999991;0;8.999991;0
13;1.385;0;Practice;9.141564;0.001899719;57.41819;8.999991;0;8.999991;0
13;1.497;0;Practice;9.491584;0.001899719;59.62813;8.999991;0;8.999991;0
13;1.608;0;Practice;9.839881;0.001899719;61.8272;8.999991;0;8.999991;0
13;1.721;0;Practice;10.19178;0.001899719;64.049;8.999991;0;8.999991;0
13;1.833;0;Practice;10.54346;0.001899719;66.26945;8.999991;0;8.999991;0
