SubjectName,Timestamp,FeedbackType,MainTask,MainTaskInfo,SecondaryTask,SecondaryTaskInfo,EventInfo,HorizontalPlayerRot,VerticalPlayerRot,HorizontalHmdRot,VerticalHmdRot
Subject #171,0.010,Heat,None,,None,,,0,0,0,0
Subject #171,0.113,Audio,Left,,Left,,,0,0,0,0
Subject #171,0.218,Audio,Left,,Left,,,0,0,0,0
Subject #171,0.318,Audio,Left,,Left,,,0,0,0,0
Subject #171,0.420,Audio,Left,,Left,,,0,0,0,0
Subject #171,0.522,Audio,Left,,Left,,,0,0,0,0
Subject #171,0.629,Audio,Left,,Left,,,0,0,0,0
Subject #171,0.729,Audio,Left,,Left,,,0,0,0,0
Subject #171,0.839,Audio,Left,,Left,,,0,0,0,0
Subject #171,0.939,Audio,Left,,Left,,,0,0,0,0
Subject #171,1.041,Audio,Left,,Left,,,0,0,0,0
Subject #171,1.148,Audio,Left,,Left,,,0,0,0,0
Subject #171,1.255,Audio,Left,,Left,,,0,0,0,0
Subject #171,1.358,Audio,Left,,Left,,,0,0,0,0
Subject #171,1.461,Audio,Left,,Left,,,0,0,0,0
Subject #171,1.562,Audio,Left,,Left,,,0,0,0,0
Subject #171,1.669,Audio,Left,,Left,,,0,0,0,0
Subject #171,1.772,Audio,Left,,Left,,,0,0,0,0
Subject #171,1.875,Audio,Left,,Left,,,0,0,0,0
Subject #171,1.982,Audio,None,Timeout,None,Timeout,,0,0,0,0
Subject #171,2.090,Audio,None,,None,,,0,0,0,0
Subject #171,2.193,Audio,None,,None,,,0,0,0,0
Subject #171,2.300,Audio,None,,None,,,0,0,0,0
Subject #171,2.409,Audio,None,,None,,,0,0,0,0
Subject #171,2.523,Audio,None,,None,,,0,0,0,0
Subject #171,2.629,Audio,None,,None,,,0,0,0,0
Subject #171,2.731,Audio,None,,None,,,0,0,0,0
Subject #171,2.833,Audio,None,,None,,,0,0,0,0
Subject #171,2.939,Audio,None,,None,,,0,0,0,0
Subject #171,3.043,Audio,None,,None,,,0,0,0,0
