SubjectName,Timestamp,FeedbackType,MainTask,MainTaskInfo,SecondaryTask,SecondaryTaskInfo,EventInfo,HorizontalPlayerRot,VerticalPlayerRot,HorizontalHmdRot,VerticalHmdRot
Subject #107,0.003,Heat,None,,None,,,0,0.02054572,177.1609,352.1799
Subject #107,0.105,Audio,Left,,Left,,,0,0.02578139,177.1615,352.1657
Subject #107,0.210,Audio,Left,,Left,,,0,0.02959013,177.1623,352.1618
Subject #107,0.325,Audio,Left,,Left,,,0,0.03349543,177.1623,352.1617
Subject #107,0.427,Audio,Left,,Left,,,0,0.03686428,177.1724,352.1521
Subject #107,0.540,Audio,Left,,Left,,,0,0.03967525,177.1615,352.1507
Subject #107,0.662,Audio,Left,,Left,,,0,0.04309773,177.1603,352.1506
Subject #107,0.772,Audio,Left,,Left,,,0,0.04458904,177.1419,352.1534
Subject #107,0.873,Audio,Left,,Left,,,0,0.04631639,177.1511,352.1481
Subject #107,1.106,Audio,Left,,Left,,,0,0.04324794,177.1557,352.143
Subject #107,1.212,Audio,Left,,Left,,,0,0.0407803,177.1523,352.1449
Subject #107,1.321,Audio,Left,,Left,,,0,0.03542661,177.1559,352.1558
Subject #107,1.430,Audio,Left,,Left,,,0,0.03134966,177.1505,352.1626
Subject #107,1.610,Audio,Left,,Left,,,0,0.0279808,177.1475,352.1552
Subject #107,1.722,Audio,Left,,Left,,,0,0.02652168,177.1457,352.1642
Subject #107,1.831,Audio,Left,,Left,,,0,0.02541661,177.1445,352.168
Subject #107,1.942,Audio,Left,,Left,,,0,0.02592087,177.1516,352.1733
Subject #107,2.059,Audio,Left,,Left,,,0,0.0253737,177.1446,352.1658
Subject #107,2.179,Audio,Left,,Left,,,0,0.02364635,177.1427,352.1669
Subject #107,2.290,Audio,Left,,Left,,,0,0.02356052,177.1434,352.1694
Subject #107,2.397,Audio,Left,,Left,,,0,0.02275586,177.1488,352.1683
Subject #107,2.516,Audio,Left,,Left,,,0,0.019387,177.1486,352.1656
Subject #107,2.621,Audio,Left,,Left,,,0,0.01882911,177.1463,352.1749
Subject #107,2.738,Audio,Left,,Left,,,0,0.01777768,177.1315,352.1768
Subject #107,2.849,Audio,Left,,Left,,,0,0.01480579,177.1334,352.1719
Subject #107,2.956,Audio,Left,,Left,,,0,0.01435518,177.1172,352.1766
Subject #107,3.063,Audio,Left,,Left,,,0,0.01289606,177.1093,352.1728
Subject #107,3.178,Audio,Left,,Left,,,0,0.0127995,177.1003,352.1716
Subject #107,3.290,Audio,Left,,Left,,,0,0.01054644,177.1019,352.1761
Subject #107,3.409,Audio,Left,,Left,,,0,0.009312628,177.0784,352.1704
Subject #107,3.518,Audio,Left,,Left,,,0,0.008153914,177.0863,352.1627
Subject #107,3.626,Audio,Left,,Left,,,0,0.001158714,177.08,352.1686
Subject #107,3.734,Audio,Left,,Left,,,0,359.4722,177.0734,352.7129
Subject #107,3.853,Audio,Left,,Left,,,0,358.144,177.0803,354.0408
Subject #107,3.956,Audio,Left,,Left,,,0,357.9599,177.0816,354.2238
Subject #107,4.066,Audio,Left,,Left,,,0,2.335603,177.0783,349.8495
Subject #107,4.175,Audio,Left,,Left,,,0,14.71199,176.8665,337.4873
Subject #107,4.282,Audio,Left,,Left,,,0,27.44354,176.4648,324.7797
Subject #107,4.388,Audio,Left,,Left,,,0,40.31494,175.6993,311.933
Subject #107,4.510,Audio,Left,,Left,,,0,52.61288,174.1869,299.6826
Subject #107,4.627,Audio,Left,,Left,,,0,55.57512,173.601,296.7502
Subject #107,4.739,Audio,Left,,Left,,,0,52.23029,174.2607,300.0795
Subject #107,4.843,Audio,Left,,Left,,,0,45.60579,175.1779,306.6779
Subject #107,4.950,Audio,Left,,Left,,,0,37.09729,175.9501,315.1645
Subject #107,5.062,Audio,None,Timeout,None,Timeout,,0,26.67127,176.5105,325.5659
Subject #107,5.174,Audio,None,,None,,,0,14.44586,176.8682,337.7686
Subject #107,5.279,Audio,None,,None,,,0,1.800467,177.0664,350.4076
Subject #107,5.398,Audio,None,,None,,,0,347.6466,177.0869,4.529569
Subject #107,5.508,Audio,None,,None,,,0,334.3537,176.9373,17.81367
Subject #107,5.615,Audio,None,,None,,,0,321.6418,176.608,30.49145
Subject #107,5.732,Audio,None,,None,,,0,309.1554,175.9892,42.93841
Subject #107,5.839,Audio,None,,None,,,0,301.2615,175.3673,50.81633
Subject #107,5.954,Audio,None,,None,,,0,297.2813,174.8934,54.7818
Subject #107,6.057,Audio,None,,None,,,0,297.3328,174.8891,54.72812
Subject #107,6.165,Audio,None,,None,,,0,299.81,175.1719,52.27091
Subject #107,6.272,Audio,None,,None,,,0,302.75,175.4693,49.3391
Subject #107,6.381,Audio,None,,None,,,0,304.4484,175.6218,47.65208
Subject #107,6.494,Audio,None,,None,,,0,303.7901,175.5444,48.30378
Subject #107,6.604,Audio,None,,None,,,0,301.3431,175.3039,50.73508
Subject #107,6.717,Audio,None,,None,,,0,298.3998,174.9804,53.67256
Subject #107,6.830,Audio,None,,None,,,0,296.2501,174.7166,55.81119
Subject #107,6.940,Audio,None,,None,,,0,295.7238,174.6116,56.33243
Subject #107,7.062,Audio,None,,None,,,0,296.3235,174.7148,55.72137
Subject #107,7.172,Audio,None,,None,,,0,297.1961,174.8621,54.84783
Subject #107,7.291,Audio,None,,None,,,0,297.4217,174.9017,54.61977
Subject #107,7.408,Audio,None,,None,,,0,296.6118,174.7954,55.43016
Subject #107,7.535,Audio,None,,None,,,0,295.0274,174.6118,57.00906
Subject #107,7.654,Audio,None,,None,,,0,293.4484,174.3703,58.58397
Subject #107,7.764,Audio,None,,None,,,0,292.3181,174.1885,59.70852
Subject #107,7.872,Audio,None,,None,,,0,291.4535,174.25,60.61218
Subject #107,7.978,Audio,None,,None,,,0,290.5008,186.1616,61.34608
Subject #107,8.087,Audio,None,,None,,,0,289.2517,203.6514,60.38736
Subject #107,8.205,Audio,None,,None,,,0,287.6837,236.4182,46.30743
Subject #107,8.311,Audio,None,,None,,,0,286.3141,267.0801,342.2363
Subject #107,8.422,Audio,None,,None,,,0,285.1143,278.1289,305.566
Subject #107,8.529,Audio,None,,None,,,0,284.2034,286.8867,289.0586
Subject #107,8.646,Audio,None,,None,,,0,283.2739,316.5437,277.8467
Subject #107,8.762,Audio,None,,None,,,0,282.383,0.494816,274.8665
Subject #107,8.881,Audio,None,,None,,,0,281.5014,70.38397,281.6261
Subject #107,8.983,Audio,None,,None,,,0,280.9003,79.52044,290.7093
Subject #107,9.085,Audio,None,,None,,,0,280.4429,84.35328,299.4215
Subject #107,9.205,Audio,None,,None,,,0,279.9603,86.57426,299.6094
Subject #107,9.317,Audio,None,,None,,,0,279.4412,86.34469,292.629
Subject #107,9.438,Audio,None,,None,,,0,278.7422,86.23993,284.7123
Subject #107,9.541,Audio,Right,,Right,,,0,278.0667,85.9966,276.4998
Subject #107,9.663,Audio,Right,,Right,,,0,277.2052,97.37995,273.4556
Subject #107,9.776,Audio,Right,,Right,,,0,276.2988,118.8022,272.8545
Subject #107,9.885,Audio,Right,,Right,,,0,275.3085,108.6271,277.4333
Subject #107,9.998,Audio,Right,,Right,,,0,274.168,96.12787,317.2732
Subject #107,10.103,Audio,Right,,Right,,,0,273.0594,96.81044,329.8311
Subject #107,10.216,Audio,Right,,Right,,,0,271.8433,97.10761,342.2679
Subject #107,10.323,Audio,Right,,Right,,,0,270.6861,97.50553,340.8329
Subject #107,10.434,Audio,Right,,Right,,,180,270.5189,98.00871,340.1099
Subject #107,10.548,Audio,Right,,Right,,,180,271.7186,98.80079,336.8976
Subject #107,10.671,Audio,Right,,Right,,,180,272.9707,99.55529,335.9308
Subject #107,10.781,Audio,Right,,Right,,,180,274.0172,100.8242,331.517
Subject #107,10.881,Audio,Right,,Right,,,180,274.8904,102.1093,327.9637
Subject #107,10.989,Audio,Right,,Right,,,180,275.7503,103.7859,323.9437
Subject #107,11.120,Audio,Right,,Right,,,180,276.6688,105.8069,320.2011
Subject #107,11.227,Audio,Right,,Right,,,180,277.368,106.7612,319.4427
Subject #107,11.336,Audio,Right,,Right,,,180,278.017,107.5806,318.9049
Subject #107,11.446,Audio,Right,,Right,,,180,278.6565,108.3572,318.5004
Subject #107,11.551,Audio,Right,,Right,,,180,279.2806,109.5098,317.5268
Subject #107,11.652,Audio,Right,,Right,,,180,279.9218,110.7507,316.4156
Subject #107,11.763,Audio,Right,,Right,,,180,280.6913,111.955,315.7147
Subject #107,11.864,Audio,Right,,Right,,,180,281.3835,113.7616,314.2286
Subject #107,11.977,Audio,Right,,Right,,,180,281.4289,115.0727,312.345
Subject #107,12.081,Audio,Right,,Right,,,180,280.4458,115.4376,310.0226
Subject #107,12.191,Audio,Right,,Right,,,180,277.0597,113.2336,306.33
Subject #107,12.291,Audio,Right,,Right,,,180,270.9145,105.4227,303.2392
Subject #107,12.400,Audio,Right,,Right,,,0,279.4221,89.2576,302.0085
Subject #107,12.514,Audio,Right,,Right,,,0,292.5466,69.27738,304.388
Subject #107,12.618,Audio,Right,,Right,,,0,305.0048,54.50656,310.2064
Subject #107,12.726,Audio,Right,,Right,,,0,317.8997,44.18282,318.5407
Subject #107,12.830,Audio,Right,,Right,,,0,329.2549,38.24973,327.0429
Subject #107,12.944,Audio,Right,,Right,,,0,333.4891,36.35904,330.3358
Subject #107,13.060,Audio,Right,,Right,,,0,329.6777,37.49086,327.2419
Subject #107,13.171,Audio,Right,,Right,,,0,320.6222,41.39877,320.1366
Subject #107,13.275,Audio,Right,,Right,,,0,308.9392,49.37025,311.8239
