SubjectName;Timestamp;FeedbackType;MainTask;MainTaskInfo;SecondaryTask;SecondaryTaskInfo;MainTaskXPos;MainTaskYPos;MainTaskZPos;PlayerXPos;PlayerYPos;PlayerZPos;HorizontalPlayerRot;VerticalPlayerRot;HorizontalHmdRot;VerticalHmdRot
Subject #306;0,013;Heat;;;;;;;;0,1749954;0,001899719;0,8054513;8,999991;0;9,729981;0
Subject #306;0,142;Audio;;Task Spawned;;;;;;0,2539057;0,001899719;1,303672;8,999991;0;9,729981;0
Subject #306;0,245;Audio;;;;;;;;0,3267706;0,001899719;1,763724;8,999991;0;9,729981;0
Subject #306;0,350;Audio;;;;;;;;0,4109264;0,001899719;2,295063;8,999991;0;9,729981;0
Subject #306;0,456;Audio;;;;;;;;0,5070538;0,001899719;2,901989;8,999991;0;9,729981;0
Subject #306;0,563;Audio;;;;;;;;0,6139109;0,001899719;3,576658;8,999991;0;9,729981;0
Subject #306;0,670;Audio;;;;;;;;0,7317861;0,001899719;4,320893;8,999991;0;9,729981;0
Subject #306;0,772;Audio;;;;;;;;0,8549642;0,001899719;5,098609;8,999991;0;9,729981;0
Subject #306;0,873;Audio;;;;;;;;0,9851559;0,001899719;5,920609;8,999991;0;9,729981;0
Subject #306;0,978;Audio;;;;;;;;1,132258;0,001899719;6,849374;8,999991;0;9,729981;0
Subject #306;1,079;Audio;;;;;;;;1,282425;0,001899719;7,797488;8,999991;0;9,729981;0
Subject #306;1,183;Audio;;;;;;;;1,447039;0,001899719;8,836824;8,999991;0;9,729981;0
Subject #306;1,288;Audio;;;;;;;;1,624216;0,001899719;9,955479;8,999991;0;9,729981;0
Subject #306;1,395;Audio;;;;;;;;1,814799;0,001899719;11,15877;8,999991;0;9,729981;0
Subject #306;1,498;Audio;;;;;;;;2,008294;0,001899719;12,38045;8,999991;0;9,729981;0
Subject #306;1,599;Audio;;;;;;;;2,196054;0,001899719;13,56592;8,999991;0;9,729981;0
Subject #306;1,704;Audio;;;;;;;;2,3945;0,001899719;14,81886;8,999991;0;9,729981;0
Subject #306;1,812;Audio;;;;;;;;2,596066;0,001899719;16,0915;8,999991;0;9,729981;0
Subject #306;1,913;Audio;;;;;;;;2,786718;0,001899719;17,29523;8,999991;0;9,729981;0
Subject #306;2,020;Audio;;;;;;;;2,986889;0,001899719;18,55906;8,999991;0;9,729981;0
Subject #306;2,122;Audio;;;;;;;;3,179617;0,001899719;19,77589;8,999991;0;9,729981;0
Subject #306;2,225;Audio;;;;;;;;3,372035;0,001899719;20,99077;8,999991;0;9,729981;0
Subject #306;2,329;Audio;;;;;;;;3,567279;0,001899719;22,2235;8,999991;0;9,729981;0
Subject #306;2,433;Audio;;;;;;;;3,76305;0,001899719;23,45955;8,999991;0;9,729981;0
Subject #306;2,541;Audio;;;;;;;;3,963989;0,001899719;24,72823;8,999991;0;9,729981;0
Subject #306;2,642;Audio;;;;;;;;4,155499;0,001899719;25,93737;8,999991;0;9,729981;0
Subject #306;2,748;Audio;;;;;;;;4,353882;0,001899719;27,18992;8,999991;0;9,729981;0
Subject #306;2,852;Audio;;;;;;;;4,547565;0,001899719;28,41278;8,999991;0;9,729981;0
Subject #306;2,956;Audio;;;;;;;;4,744811;0,001899719;29,65814;8,999991;0;9,729981;0
Subject #306;3,060;Audio;;;;;;;;4,93951;0,001899719;30,88742;8,999991;0;9,729981;0
Subject #306;3,166;Audio;;;;;;;;5,138447;0,001899719;32,14347;8,999991;0;9,729981;0
Subject #306;3,269;Audio;;;;;;;;5,332282;0,001899719;33,36729;8,999991;0;9,729981;0
Subject #306;3,375;Audio;;;;;;;;5,531745;0,001899719;34,62667;8,999991;0;9,729981;0
Subject #306;3,477;Audio;;;;;;;;5,723286;0,001899719;35,83601;8,999991;0;9,729981;0
Subject #306;3,591;Audio;Left;Task Started;Left;Task Started;-7,007796;0,001899719;83,30423;5,932972;0,001899719;37,15992;8,999991;0;9,729981;0
Subject #306;3,694;Audio;Left;;Left;;-7,007796;0,001899719;83,30423;6,129976;0,001899719;38,40375;8,999991;0;9,729981;0
Subject #306;3,796;Audio;Left;;Left;;-7,007796;0,001899719;83,30423;6,320864;0,001899719;39,60897;8,999991;0;9,729981;0
Subject #306;3,900;Audio;Left;;Left;;-7,007796;0,001899719;83,30423;6,516898;0,001899719;40,84668;8,999991;0;9,729981;0
Subject #306;4,003;Audio;Left;;Left;;-7,007796;0,001899719;83,30423;6,709595;0,001899719;42,06331;8,999991;0;9,729981;0
Subject #306;4,110;Audio;Left;;Left;;-7,007796;0,001899719;83,30423;6,910386;0,001899719;43,33107;8,999991;0;9,729981;0
Subject #306;4,216;Audio;Left;;Left;;-7,007796;0,001899719;83,30423;7,140471;0,001899719;44,58293;14,39089;0;15,12087;0
Subject #306;4,320;Audio;Left;;Left;;-7,007796;0,001899719;83,30423;7,568549;0,001899719;45,75103;26,83838;0;27,56837;0
Subject #306;4,423;Audio;Left;;Left;;-7,007796;0,001899719;83,30423;8,21926;0,001899719;46,79874;35,95343;0;36,68342;0
Subject #306;4,527;Audio;Left;;Left;;-7,007796;0,001899719;83,30423;8,955107;0,001899719;47,79945;36,38157;0;37,11156;0
Subject #306;4,628;Audio;Left;;Left;;-7,007796;0,001899719;83,30423;9,67927;0,001899719;48,78234;36,38157;0;37,11156;0
Subject #306;4,733;Audio;Left;;Left;;-7,007796;0,001899719;83,30423;10,42325;0,001899719;49,79213;36,38157;0;37,11156;0
Subject #306;4,835;Audio;Left;;Left;;-7,007796;0,001899719;83,30423;11,15471;0,001899719;50,78492;36,38157;0;37,11156;0
Subject #306;4,940;Audio;Left;;Left;;-7,007796;0,001899719;83,30423;11,90321;0,001899719;51,80084;36,38157;0;37,11156;0
Subject #306;5,044;Audio;Left;;Left;;-7,007796;0,001899719;83,30423;12,64162;0,001899719;52,80307;36,38157;0;37,11156;0
Subject #306;5,150;Audio;Left;;Left;;-7,007796;0,001899719;83,30423;13,39516;0,001899719;53,82584;36,38157;0;37,11156;0
Subject #306;5,250;Audio;Left;;Left;;-7,007796;0,001899719;83,30423;14,10784;0,001899719;54,79313;36,38157;0;37,11156;0
