SubjectName;Timestamp;FeedbackType;MainTask;MainTaskInfo;MainTaskXPos;MainTaskZPos;SecondaryTask;SecondaryTaskInfo;EventInfo;PlayerXPos;PlayerZPos;HorizontalPlayerRot;VerticalPlayerRot;HorizontalHmdRot;VerticalHmdRot
Subject #253;0.014;Heat;None;;;;None;;;0.05269847;0.2905168;9.72998;0;9.72998;0
Subject #253;0.115;Audio;None;;;;None;;;0.1231121;0.7011598;9.72998;0;9.72998;0
Subject #253;0.225;Audio;None;;;;None;;;0.2034538;1.169702;9.72998;0;9.72998;0
Subject #253;0.326;Audio;None;;;;None;;;0.2886265;1.666417;9.72998;0;9.72998;0
Subject #253;0.432;Audio;None;;;;None;;;0.3883441;2.247957;9.72998;0;9.72998;0
Subject #253;0.537;Audio;None;;;;None;;;0.4979898;2.887396;9.72998;0;9.72998;0
Subject #253;0.639;Audio;None;;;;None;;;0.6164308;3.578129;9.72998;0;9.72998;0
Subject #253;0.742;Audio;None;;;;None;;;0.7465137;4.336754;9.72998;0;9.72998;0
Subject #253;0.847;Audio;None;;;;None;;;0.8900242;5.173687;9.72998;0;9.72998;0
Subject #253;0.953;Audio;None;;;;None;;;1.046032;6.083505;9.72998;0;9.72998;0
Subject #253;1.057;Audio;None;;;;None;;;1.210717;7.043925;9.72998;0;9.72998;0
Subject #253;1.161;Audio;None;;;;None;;;1.386474;8.068918;9.72998;0;9.72998;0
Subject #253;1.267;Audio;None;;;;None;;;1.576458;9.176874;9.72998;0;9.72998;0
Subject #253;1.370;Audio;None;;;;None;;;1.77082;10.31037;9.72998;0;9.72998;0
Subject #253;1.474;Audio;None;;;;None;;;1.976915;11.51229;9.72998;0;9.72998;0
Subject #253;1.576;Audio;None;;;;None;;;2.18479;12.72459;9.72998;0;9.72998;0
Subject #253;1.679;Audio;None;;;;None;;;2.394279;13.9463;9.72998;0;9.72998;0
Subject #253;1.781;Audio;None;;;;None;;;2.599803;15.14489;9.72998;0;9.72998;0
Subject #253;1.883;Audio;None;;;;None;;;2.809007;16.36493;9.72998;0;9.72998;0
Subject #253;1.988;Audio;None;;;;None;;;3.021049;17.60154;9.72998;0;9.72998;0
Subject #253;2.089;Audio;None;;;;None;;;3.225562;18.79423;9.72998;0;9.72998;0
Subject #253;2.193;Audio;None;;;;None;;;3.437188;20.02841;9.72998;0;9.72998;0
Subject #253;2.300;Audio;None;;;;None;;;3.652621;21.28478;9.72998;0;9.72998;0
Subject #253;2.404;Audio;None;;;;None;;;3.865631;22.52703;9.72998;0;9.72998;0
Subject #253;2.511;Audio;None;;;;None;;;4.082716;23.79304;9.72998;0;9.72998;0
Subject #253;2.619;Audio;None;;;;None;;;4.299959;25.05997;9.72998;0;9.72998;0
Subject #253;2.722;Audio;None;;;;None;;;4.508222;26.27453;9.72998;0;9.72998;0
Subject #253;2.827;Audio;None;;;;None;;;4.722436;27.52379;9.72998;0;9.72998;0
Subject #253;2.932;Audio;None;;;;None;;;4.935275;28.76504;9.72998;0;9.72998;0
Subject #253;3.034;Audio;None;;;;None;;;5.141806;29.9695;9.72998;0;9.72998;0
Subject #253;3.134;Audio;None;;;;None;;;5.344656;31.15249;9.72998;0;9.72998;0
Subject #253;3.236;Audio;None;;;;None;;;5.552122;32.3624;9.72998;0;9.72998;0
Subject #253;3.344;Audio;None;;;;None;;;5.770324;33.63493;9.72998;0;9.72998;0
Subject #253;3.449;Audio;None;;;;None;;;5.984769;34.88554;9.72998;0;9.72998;0
Subject #253;3.551;Audio;Right;Task Started;;;Right;Task Started;;6.190409;36.08481;9.72998;0;9.72998;0
Subject #253;3.657;Audio;Right;;;;Right;;;6.406114;37.34277;9.72998;0;9.72998;0
Subject #253;3.764;Audio;Right;;;;Right;;;6.623708;38.61175;9.72998;0;9.72998;0
Subject #253;3.872;Audio;Right;;;;Right;;;6.842473;39.88756;9.72998;0;9.72998;0
Subject #253;3.975;Audio;Right;;;;Right;;;7.050101;41.09842;9.72998;0;9.72998;0
Subject #253;4.079;Audio;Right;;;;Right;;;7.260137;42.32331;9.72998;0;9.72998;0
Subject #253;4.181;Audio;Right;;;;Right;;;7.468152;43.53643;9.72998;0;9.72998;0
Subject #253;4.287;Audio;Right;;;;Right;;;7.683172;44.79039;9.72998;0;9.72998;0
Subject #253;4.388;Audio;Right;;;;Right;;;7.888094;45.98547;9.72998;0;9.72998;0
Subject #253;4.488;Audio;Right;;;;Right;;;8.091659;47.17263;9.72998;0;9.72998;0
Subject #253;4.588;Audio;Right;;;;Right;;;8.294572;48.356;9.72998;0;9.72998;0
Subject #253;4.694;Audio;Right;;;;Right;;;8.509297;49.60824;9.72998;0;9.72998;0
Subject #253;4.803;Audio;Right;;;;Right;;;8.72957;50.89285;9.72998;0;9.72998;0
Subject #253;4.909;Audio;Right;;;;Right;;;8.945806;52.15391;9.72998;0;9.72998;0
Subject #253;5.012;Audio;Right;;;;Right;;;9.153985;53.36798;9.72998;0;9.72998;0
Subject #253;5.113;Audio;Right;;;;Right;;;9.358378;54.55998;9.72998;0;9.72998;0
Subject #253;5.217;Audio;Right;;;;Right;;;9.567463;55.77935;9.72998;0;9.72998;0
Subject #253;5.318;Audio;Right;;;;Right;;;9.774002;56.98386;9.72998;0;9.72998;0
Subject #253;5.423;Audio;Right;;;;Right;;;9.988029;58.23203;9.72998;0;9.72998;0
Subject #253;5.534;Audio;Right;;;;Right;;;10.21093;59.53194;9.72998;0;9.72998;0
Subject #253;5.641;Audio;Right;;;;Right;;;10.42952;60.80675;9.72998;0;9.72998;0
Subject #253;5.745;Audio;Right;;;;Right;;;10.63969;62.03242;9.72998;0;9.72998;0
Subject #253;5.849;Audio;Right;;;;Right;;;10.85125;63.2662;9.72998;0;9.72998;0
Subject #253;5.951;Audio;Right;;;;Right;;;11.05871;64.47608;9.72998;0;9.72998;0
Subject #253;6.052;Audio;Right;;;;Right;;;11.26358;65.67085;9.72998;0;9.72998;0
Subject #253;6.159;Audio;Right;;;;Right;;;11.47963;66.93082;9.72998;0;9.72998;0
Subject #253;6.261;Audio;Right;;;;Right;;;11.68795;68.1457;9.72998;0;9.72998;0
Subject #253;6.362;Audio;Right;;;;Right;;;11.89202;69.33581;9.72998;0;9.72998;0
Subject #253;6.464;Audio;Right;;;;Right;;;12.0978;70.53593;9.72998;0;9.72998;0
Subject #253;6.566;Audio;Right;;;;Right;;;12.3052;71.74546;9.72998;0;9.72998;0
Subject #253;6.674;Audio;Right;;;;Right;;;12.52312;73.01636;9.72998;0;9.72998;0
Subject #253;6.777;Audio;Right;;;;Right;;;12.73261;74.23804;9.72998;0;9.72998;0
Subject #253;6.881;Audio;Right;;;;Right;;;12.94426;75.4724;9.72998;0;9.72998;0
Subject #253;6.983;Audio;Right;;;;Right;;;13.15183;76.68292;9.72998;0;9.72998;0
Subject #253;7.088;Audio;Right;;;;Right;;;13.36485;77.92524;9.72998;0;9.72998;0
Subject #253;7.197;Audio;Right;;;;Right;;;13.5842;79.20448;9.72998;0;9.72998;0
Subject #253;7.302;Audio;Right;;;;Right;;;13.79657;80.44298;9.72998;0;9.72998;0
Subject #253;7.408;Audio;Right;;;;Right;;;14.01363;81.70879;9.72998;0;9.72998;0
Subject #253;7.513;Audio;Right;;;;Right;;;14.22584;82.94638;9.72998;0;9.72998;0
Subject #253;7.621;Audio;Right;;;;Right;;;14.44496;84.22427;9.72998;0;9.72998;0
Subject #253;7.722;Audio;Right;;;;Right;;;14.64799;85.40832;9.72998;0;9.72998;0
Subject #253;7.824;Audio;Right;;;;Right;;;14.8567;86.62547;9.72998;0;9.72998;0
Subject #253;7.930;Audio;Right;;;;Right;;;15.07237;87.88318;9.72998;0;9.72998;0
Subject #253;8.039;Audio;Right;;;;Right;;;15.29137;89.16037;9.72998;0;9.72998;0
Subject #253;8.141;Audio;Right;;;;Right;;;15.50074;90.38139;9.72998;0;9.72998;0
Subject #253;8.242;Audio;Right;;;;Right;;;15.70474;91.57114;9.72998;0;9.72998;0
Subject #253;8.348;Audio;Right;;;;Right;;;15.91952;92.82372;9.72998;0;9.72998;0
Subject #253;8.451;Audio;Right;;;;Right;;;16.12906;94.04569;9.72998;0;9.72998;0
Subject #253;8.558;Audio;None;Timeout;;;None;Timeout;;16.34394;95.29885;9.72998;0;9.72998;0
Subject #253;8.666;Audio;None;;;;None;;;16.56509;96.58857;9.72998;0;9.72998;0
Subject #253;8.770;Audio;None;;;;None;;;16.77512;97.81345;9.72998;0;9.72998;0
Subject #253;8.880;Audio;None;;;;None;;;16.99677;99.10606;9.72998;0;9.72998;0
Subject #253;8.985;Audio;None;;;;None;;;17.21157;100.3588;9.72998;0;9.72998;0
Subject #253;9.095;Audio;None;;;;None;;;17.43291;101.6496;9.72998;0;9.72998;0
Subject #253;9.201;Audio;None;;;;None;;;17.64813;102.9047;9.72998;0;9.72998;0
Subject #253;9.305;Audio;None;;;;None;;;17.85994;104.1399;9.72998;0;9.72998;0
Subject #253;9.409;Audio;None;;;;None;;;18.07013;105.3658;9.72998;0;9.72998;0
Subject #253;9.515;Audio;None;;;;None;;;18.28638;106.6269;9.72998;0;9.72998;0
Subject #253;9.635;Audio;None;;;;None;;;18.52921;108.043;9.72998;0;9.72998;0
Subject #253;9.741;Audio;None;;;;None;;;18.74329;109.2915;9.72998;0;9.72998;0
Subject #253;9.843;Audio;None;;;;None;;;18.95033;110.499;9.72998;0;9.72998;0
Subject #253;9.952;Audio;None;;;;None;;;19.17231;111.7935;9.72998;0;9.72998;0
Subject #253;10.055;Audio;None;;;;None;;;19.38054;113.0079;9.72998;0;9.72998;0
Subject #253;10.160;Audio;None;;;;None;;;19.59374;114.2513;9.72998;0;9.72998;0
Subject #253;10.261;Audio;None;;;;None;;;19.79749;115.4395;9.72998;0;9.72998;0
Subject #253;10.362;Audio;None;;;;None;;;20.00281;116.6369;9.72998;0;9.72998;0
Subject #253;10.467;Audio;None;;;;None;;;20.21683;117.885;9.72998;0;9.72998;0
Subject #253;10.575;Audio;None;;;;None;;;20.4362;119.1644;9.72998;0;9.72998;0
Subject #253;10.682;Audio;None;;;;None;;;20.65212;120.4236;9.72998;0;9.72998;0
Subject #253;10.782;Audio;None;;;;None;;;20.85573;121.611;9.72998;0;9.72998;0
Subject #253;10.890;Audio;None;;;;None;;;21.0751;122.8903;9.72998;0;9.72998;0
Subject #253;10.998;Audio;None;;;;None;;;21.29397;124.1668;9.72998;0;9.72998;0
Subject #253;11.105;Audio;None;;;;None;;;21.51041;125.429;9.72998;0;9.72998;0
Subject #253;11.213;Audio;None;;;;None;;;21.72879;126.7025;9.72998;0;9.72998;0
Subject #253;11.316;Audio;None;;;;None;;;21.93919;127.9296;9.72998;0;9.72998;0
Subject #253;11.420;Audio;None;;;;None;;;22.14955;129.1564;9.72998;0;9.72998;0
Subject #253;11.522;Audio;None;;;;None;;;22.35646;130.3631;9.72998;0;9.72998;0
Subject #253;11.629;Audio;None;;;;None;;;22.5729;131.6254;9.72998;0;9.72998;0
Subject #253;11.737;Audio;None;;;;None;;;22.7924;132.9054;9.72998;0;9.72998;0
Subject #253;11.844;Audio;None;;;;None;;;23.01008;134.1749;9.72998;0;9.72998;0
Subject #253;11.951;Audio;None;;;;None;;;23.22719;135.441;9.72998;0;9.72998;0
Subject #253;12.062;Audio;None;;;;None;;;23.4515;136.7492;9.72998;0;9.72998;0
Subject #253;12.167;Audio;None;;;;None;;;23.66537;137.9965;9.72998;0;9.72998;0
Subject #253;12.274;Audio;None;;;;None;;;23.88124;139.2554;9.72998;0;9.72998;0
Subject #253;12.381;Audio;None;;;;None;;;24.09879;140.5241;9.72998;0;9.72998;0
Subject #253;12.489;Audio;None;;;;None;;;24.31807;141.8029;9.72998;0;9.72998;0
Subject #253;12.599;Audio;None;;;;None;;;24.5391;143.0919;9.72998;0;9.72998;0
Subject #253;12.709;Audio;None;;;;None;;;24.7635;144.4006;9.72998;0;9.72998;0
Subject #253;12.813;Audio;None;;;;None;;;24.97426;145.6297;9.72998;0;9.72998;0
Subject #253;12.916;Audio;None;;;;None;;;25.18222;146.8425;9.72998;0;9.72998;0
Subject #253;13.019;Audio;None;;;;None;;;25.39302;148.0719;9.72998;0;9.72998;0
Subject #253;13.127;Audio;None;;;;None;;;25.61163;149.3468;9.72998;0;9.72998;0
Subject #253;13.229;Audio;None;;;;None;;;25.81771;150.5486;9.72998;0;9.72998;0
Subject #253;13.330;Audio;None;;;;None;;;26.02283;151.7448;9.72998;0;9.72998;0
Subject #253;13.435;Audio;None;;;;None;;;26.23495;152.9819;9.72998;0;9.72998;0
Subject #253;13.536;Audio;None;;;;None;;;26.43995;154.1774;9.72998;0;9.72998;0
Subject #253;13.639;Audio;None;;;;None;;;26.64854;155.3939;9.72998;0;9.72998;0
Subject #253;13.743;Audio;None;;;;None;;;26.86145;156.6355;9.72998;0;9.72998;0
Subject #253;13.846;Audio;None;;;;None;;;27.07079;157.8563;9.72998;0;9.72998;0
Subject #253;13.948;Audio;None;;;;None;;;27.27604;159.0533;9.72998;0;9.72998;0
Subject #253;14.054;Audio;None;;;;None;;;27.49101;160.307;9.72998;0;9.72998;0
Subject #253;14.164;Audio;None;;;;None;;;27.71489;161.6126;9.72998;0;9.72998;0
Subject #253;14.271;Audio;None;;;;None;;;27.93093;162.8725;9.72998;0;9.72998;0
Subject #253;14.372;Audio;None;;;;None;;;28.13626;164.07;9.72998;0;9.72998;0
Subject #253;14.475;Audio;None;;;;None;;;28.34324;165.2771;9.72998;0;9.72998;0
Subject #253;14.579;Audio;None;;;;None;;;28.55569;166.516;9.72998;0;9.72998;0
Subject #253;14.681;Audio;None;;;;None;;;28.7634;167.7274;9.72998;0;9.72998;0
Subject #253;14.788;Audio;None;;;;None;;;28.98003;168.9907;9.72998;0;9.72998;0
Subject #253;14.891;Audio;None;;;;None;;;29.18828;170.2053;9.72998;0;9.72998;0
Subject #253;14.996;Audio;None;;;;None;;;29.40231;171.4534;9.72998;0;9.72998;0
Subject #253;15.105;Audio;None;;;;None;;;29.62145;172.7314;9.72998;0;9.72998;0
Subject #253;15.212;Audio;None;;;;None;;;29.83982;174.0049;9.72998;0;9.72998;0
Subject #253;15.314;Audio;None;;;;None;;;30.04602;175.2075;9.72998;0;9.72998;0
Subject #253;15.420;Audio;None;;;;None;;;30.26173;176.4655;9.72998;0;9.72998;0
Subject #253;15.524;Audio;None;;;;None;;;30.47223;177.6931;9.72998;0;9.72998;0
Subject #253;15.631;Audio;None;;;;None;;;30.68919;178.9584;9.72998;0;9.72998;0
Subject #253;15.738;Audio;None;;;;None;;;30.90714;180.2294;9.72998;0;9.72998;0
Subject #253;15.848;Audio;None;;;;None;;;31.12942;181.5257;9.72998;0;9.72998;0
Subject #253;15.956;Audio;None;;;;None;;;31.34744;182.7971;9.72998;0;9.72998;0
Subject #253;16.059;Audio;None;;;;None;;;31.55781;184.024;9.72998;0;9.72998;0
Subject #253;16.168;Audio;None;;;;None;;;31.7795;185.3168;9.72998;0;9.72998;0
