SubjectName;Timestamp;FeedbackType;MainTask;MainTaskInfo;MainTaskXPos;MainTaskZPos;SecondaryTask;SecondaryTaskInfo;PlayerXPos;PlayerZPos;HorizontalPlayerRot;VerticalPlayerRot;HorizontalHmdRot;VerticalHmdRot
Subject #258;0,012;Heat;None;;;;None;;0,07293364;0,4085255;9,72998;0;9,72998;0
Subject #258;0,120;Audio;None;;;;None;;0,1512453;0,8652286;9,72998;0;9,72998;0
Subject #258;0,230;Audio;None;;;;None;;0,2361147;1,360176;9,72998;0;9,72998;0
Subject #258;0,330;Audio;None;;;;None;;0,3246379;1,876431;9,72998;0;9,72998;0
Subject #258;0,438;Audio;None;;;;None;;0,4301227;2,491603;9,72998;0;9,72998;0
Subject #258;0,539;Audio;None;;;;None;;0,5399048;3,131838;9,72998;0;9,72998;0
Subject #258;0,639;Audio;None;;;;None;;0,6601133;3,832879;9,72998;0;9,72998;0
Subject #258;0,746;Audio;None;;;;None;;0,7978835;4,636336;9,72998;0;9,72998;0
Subject #258;0,858;Audio;None;;;;None;;0,9551622;5,553564;9,72998;0;9,72998;0
Subject #258;0,961;Audio;None;;;;None;;1,110762;6,460999;9,72998;0;9,72998;0
Subject #258;1,070;Audio;None;;;;None;;1,287622;7,492426;9,72998;0;9,72998;0
Subject #258;1,173;Audio;None;;;;None;;1,465656;8,530696;9,72998;0;9,72998;0
Subject #258;1,281;Audio;None;;;;None;;1,662559;9,679007;9,72998;0;9,72998;0
Subject #258;1,381;Audio;None;;;;None;;1,858032;10,81898;9,72998;0;9,72998;0
Subject #258;1,489;Audio;None;;;;None;;2,076535;12,09326;9,72998;0;9,72998;0
Subject #258;1,593;Audio;None;;;;None;;2,287473;13,32342;9,72998;0;9,72998;0
Subject #258;1,706;Audio;None;;;;None;;2,51682;14,66094;9,72998;0;9,72998;0
Subject #258;1,810;Audio;None;;;;None;;2,728055;15,89283;9,72998;0;9,72998;0
Subject #258;1,911;Audio;None;;;;None;;2,934005;17,0939;9,72998;0;9,72998;0
Subject #258;2,021;Audio;None;;;;None;;3,155194;18,38386;9,72998;0;9,72998;0
Subject #258;2,125;Audio;None;;;;None;;3,365464;19,61013;9,72998;0;9,72998;0
Subject #258;2,232;Audio;None;;;;None;;3,585157;20,89135;9,72998;0;9,72998;0
Subject #258;2,342;Audio;None;;;;None;;3,806176;22,18031;9,72998;0;9,72998;0
Subject #258;2,451;Audio;None;;;;None;;4,027839;23,47301;9,72998;0;9,72998;0
Subject #258;2,562;Audio;None;;;;None;;4,25229;24,78198;9,72998;0;9,72998;0
Subject #258;2,666;Audio;None;;;;None;;4,462969;26,01063;9,72998;0;9,72998;0
Subject #258;2,774;Audio;None;;;;None;;4,682681;27,29196;9,72998;0;9,72998;0
Subject #258;2,876;Audio;None;;;;None;;4,890161;28,50196;9,72998;0;9,72998;0
Subject #258;2,984;Audio;None;;;;None;;5,108389;29,77464;9,72998;0;9,72998;0
Subject #258;3,084;Audio;None;;;;None;;5,311997;30,96205;9,72998;0;9,72998;0
Subject #258;3,192;Audio;None;;;;None;;5,530435;32,23595;9,72998;0;9,72998;0
Subject #258;3,299;Audio;None;;;;None;;5,746863;33,49813;9,72998;0;9,72998;0
Subject #258;3,401;Audio;None;;;;None;;5,953087;34,7008;9,72998;0;9,72998;0
Subject #258;3,502;Audio;Right;Task Started;;;Right;Task Started;6,15902;35,90177;9,72998;0;9,72998;0
Subject #258;3,606;Audio;Right;;;;Right;;6,370122;37,13289;9,72998;0;9,72998;0
Subject #258;3,708;Audio;Right;;;;Right;;6,576989;38,33932;9,72998;0;9,72998;0
Subject #258;3,811;Audio;Right;;;;Right;;6,785629;39,55608;9,72998;0;9,72998;0
Subject #258;3,912;Audio;Right;;;;Right;;6,992347;40,76164;9,72998;0;9,72998;0
Subject #258;4,019;Audio;Right;;;;Right;;7,207242;42,01488;9,72998;0;9,72998;0
Subject #258;4,124;Audio;Right;;;;Right;;7,42023;43,257;9,72998;0;9,72998;0
Subject #258;4,231;Audio;Right;;;;Right;;7,63709;44,52169;9,72998;0;9,72998;0
Subject #258;4,339;Audio;Right;;;;Right;;7,856242;45,79977;9,72998;0;9,72998;0
Subject #258;4,444;Audio;Right;;;;Right;;8,068945;47,04022;9,72998;0;9,72998;0
Subject #258;4,548;Audio;Right;;;;Right;;8,280478;48,27385;9,72998;0;9,72998;0
Subject #258;4,652;Audio;Right;;;;Right;;8,491639;49,50533;9,72998;0;9,72998;0
Subject #258;4,756;Audio;Right;;;;Right;;8,703058;50,7383;9,72998;0;9,72998;0
Subject #258;4,862;Audio;Right;;;;Right;;8,916471;51,9829;9,72998;0;9,72998;0
Subject #258;4,967;Audio;Right;;;;Right;;9,129839;53,22724;9,72998;0;9,72998;0
Subject #258;5,069;Audio;Right;;;;Right;;9,337855;54,44035;9,72998;0;9,72998;0
Subject #258;5,171;Audio;Right;;;;Right;;9,544447;55,64517;9,72998;0;9,72998;0
Subject #258;5,274;Audio;Right;;;;Right;;9,754046;56,86753;9,72998;0;9,72998;0
Subject #258;5,382;Audio;Right;;;;Right;;9,971435;58,13531;9,72998;0;9,72998;0
Subject #258;5,491;Audio;Right;;;;Right;;10,19291;59,42691;9,72998;0;9,72998;0
Subject #258;5,599;Audio;Right;;;;Right;;10,4114;60,70111;9,72998;0;9,72998;0
