SubjectName;Timestamp;FeedbackType;MainTask;MainTaskInfo;SecondaryTask;SecondaryTaskInfo;MainTaskXPos;MainTaskZPos;PlayerXPos;PlayerZPos;HorizontalPlayerRot;VerticalPlayerRot;HorizontalHmdRot;VerticalHmdRot
Subject #261;0,020;Heat;;;;;;;-0,09878545;-0,5929168;9,72998;0;9,72998;0
Subject #261;0,123;Audio;;;;;;;-0,08743545;-0,5267251;9,72998;0;9,72998;0
Subject #261;0,237;Audio;;;;;;;-0,06089738;-0,3719587;9,72998;0;9,72998;0
Subject #261;0,345;Audio;;;;;;;-0,02252026;-0,1481485;9,72998;0;9,72998;0
Subject #261;0,454;Audio;;;;;;;0,02780407;0,1453362;9,72998;0;9,72998;0
Subject #261;0,560;Audio;;;;;;;0,08815139;0,4972736;9,72998;0;9,72998;0
Subject #261;0,665;Audio;;;;;;;0,1594692;0,9131896;9,72998;0;9,72998;0
Subject #261;0,767;Audio;;;;;;;0,2392721;1,378589;9,72998;0;9,72998;0
Subject #261;0,875;Audio;;;;;;;0,3354627;1,93956;9,72998;0;9,72998;0
Subject #261;0,981;Audio;;;;;;;0,4410473;2,555315;9,72998;0;9,72998;0
Subject #261;1,089;Audio;;;;;;;0,5608003;3,253697;9,72998;0;9,72998;0
Subject #261;1,199;Audio;;;;;;;0,6937793;4,029213;9,72998;0;9,72998;0
Subject #261;1,300;Audio;;;;;;;0,8283005;4,813722;9,72998;0;9,72998;0
Subject #261;1,407;Audio;;;;;;;0,9810197;5,70436;9,72998;0;9,72998;0
Subject #261;1,517;Audio;;;;;;;1,149989;6,689764;9,72998;0;9,72998;0
Subject #261;1,627;Audio;;;;;;;1,332863;7,756259;9,72998;0;9,72998;0
Subject #261;1,730;Audio;;;;;;;1,513339;8,808771;9,72998;0;9,72998;0
Subject #261;1,837;Audio;;;;;;;1,711927;9,966908;9,72998;0;9,72998;0
Subject #261;1,938;Audio;;;;;;;1,91057;11,12537;9,72998;0;9,72998;0
Subject #261;2,038;Audio;;;;;;;2,114334;12,31369;9,72998;0;9,72998;0
Subject #261;2,154;Audio;;;;;;;2,349794;13,68686;9,72998;0;9,72998;0
Subject #261;2,261;Audio;;;;;;;2,565305;14,9437;9,72998;0;9,72998;0
Subject #261;2,370;Audio;;;;;;;2,78878;16,24698;9,72998;0;9,72998;0
Subject #261;2,476;Audio;;;;;;;3,002271;17,49202;9,72998;0;9,72998;0
Subject #261;2,583;Audio;;;;;;;3,218554;18,75336;9,72998;0;9,72998;0
Subject #261;2,689;Audio;;;;;;;3,434634;20,01351;9,72998;0;9,72998;0
Subject #261;2,789;Audio;;;;;;;3,638273;21,20111;9,72998;0;9,72998;0
Subject #261;2,894;Audio;;;;;;;3,849904;22,43531;9,72998;0;9,72998;0
Subject #261;2,995;Audio;;;;;;;4,054543;23,62874;9,72998;0;9,72998;0
Subject #261;3,100;Audio;;;;;;;4,267397;24,87008;9,72998;0;9,72998;0
Subject #261;3,205;Audio;;;;;;;4,482933;26,12705;9,72998;0;9,72998;0
Subject #261;3,309;Audio;;;;;;;4,693805;27,35683;9,72998;0;9,72998;0
