SubjectName;Timestamp;FeedbackType;MainTask;MainTaskInfo;SecondaryTask;SecondaryTaskInfo;MainTaskXPos;MainTaskYPos;MainTaskZPos;PlayerXPos;PlayerYPos;PlayerZPos;HorizontalPlayerRot;VerticalPlayerRot;HorizontalHmdRot;VerticalHmdRot
Subject #316;0,019;Heat;;;;;;;;0,03;0,001899719;-0,1100139;8,999991;0;9,729981;0
Subject #316;0,290;Audio;;;;;;;;0,03;0,001899719;-0,1100139;8,999991;0;9,729981;0
Subject #316;0,421;Audio;;Task Spawned;;;;;;0,03;0,001899719;-0,1100139;8,999991;0;9,729981;0
Subject #316;0,567;Audio;;;;;;;;0,03;0,001899719;-0,1100139;8,999991;0;9,729981;0
Subject #316;0,687;Audio;;;;;;;;0,03403874;0,001899719;-0,08451433;8,999991;0;9,729981;0
Subject #316;0,789;Audio;;;;;;;;0,04817196;0,001899719;0,004719395;8,999991;0;9,729981;0
Subject #316;0,905;Audio;;;;;;;;0,07600174;0,004233147;0,1804299;8,999991;353,2998;9,735002;353,3003
Subject #316;1,054;Audio;;;;;;;;0,1284082;0,08601143;0,5113117;8,999991;338,6053;9,784002;338,6071
Subject #316;1,184;Audio;;;;;;;;0,188997;0,2412076;0,8938546;8,999991;338,0235;9,787173;338,0254
Subject #316;1,304;Audio;;;;;;;;0,256826;0,4161843;1,322111;8,999991;338,0235;9,787173;338,0254
Subject #316;1,440;Audio;;;;;;;;0,3496225;0,6555691;1,908005;8,999991;338,0235;9,787173;338,0254
Subject #316;1,568;Audio;;;;;;;;0,4515886;0,9186082;2,551794;8,999991;338,0235;9,787173;338,0254
Subject #316;1,685;Audio;;;;;;;;0,5563773;1,188929;3,213404;8,999991;338,0235;9,787173;338,0254
Subject #316;1,801;Audio;;;;;;;;0,6732811;1,490503;3,951507;8,999991;338,0235;9,787173;338,0254
Subject #316;1,936;Audio;;;;;;;;0,8230148;1,876767;4,896889;8,999991;338,0235;9,787173;338,0254
Subject #316;2,068;Audio;;;;;;;;0,9852434;2,295264;5,921162;8,999991;338,0235;9,787173;338,0254
Subject #316;2,172;Audio;;;;;;;;1,124501;2,654502;6,800399;8,999991;339,6953;9,778344;339,697
