SubjectName;Timestamp;FeedbackType;MainTask;MainTaskInfo;SecondaryTask;SecondaryTaskInfo;MainTaskXPos;MainTaskZPos;PlayerXPos;PlayerZPos;HorizontalPlayerRot;VerticalPlayerRot;HorizontalHmdRot;VerticalHmdRot
Subject #279;0,010;Heat;;;;;;;0,03249964;-0,09423181;8,99999;277,8802;14,30941;277,9138
Subject #279;0,121;Audio;;;;;;;0,03568114;-0,07414462;8,99999;277,8802;14,30941;277,9138
Subject #279;0,225;Audio;;Task Spawned;;;-18,00227;13,88778;0,04062613;-0,04292316;8,99999;277,8802;14,30941;277,9138
Subject #279;0,341;Audio;;;;;-18,00227;13,88778;0,04779969;0,002368983;8,99999;277,8802;14,30941;277,9138
Subject #279;0,441;Audio;;;;;-18,00227;13,88778;0,05543124;0,05055276;8,99999;277,8802;14,30941;277,9138
Subject #279;0,558;Audio;;;;;-18,00227;13,88778;0,06588668;0,1165658;8,99999;277,8802;14,30941;277,9138
Subject #279;0,674;Audio;;;;;-18,00227;13,88778;0,07800211;0,1930597;8,99999;277,8802;14,30941;277,9138
Subject #279;0,789;Audio;;;;;-18,00227;13,88778;0,09174637;0,2798376;8,99999;277,8802;14,30941;277,9138
Subject #279;0,910;Audio;;;;;-18,00227;13,88778;0,1080295;0,3826455;8,99999;277,8802;14,30941;277,9138
Subject #279;1,026;Audio;;;;;-18,00227;13,88778;0,1255462;0,4932418;8,99999;277,8802;14,30941;277,9138
Subject #279;1,136;Audio;;;;;-18,00227;13,88778;0,1438252;0,6086507;8,999992;279,7209;13,31536;279,748
Subject #279;1,257;Audio;;;;;-18,00227;13,88778;0,1844904;0,8654004;8,999992;293,0614;10,863;293,0723
Subject #279;1,371;Audio;;;;;-18,00227;13,88778;0,2602971;1,344025;8,999994;306,5342;10,22612;306,5405
Subject #279;1,479;Audio;;;;;-18,00227;13,88778;0,3710651;2,043387;8,999996;319,6579;9,957708;319,6619
Subject #279;1,596;Audio;;;;;-18,00227;13,88778;0,5264179;3,024246;8,999996;332,0687;9,826224;332,0711
Subject #279;1,713;Audio;;;;;-18,00227;13,88778;0,7094635;4,179952;8,999998;333,4812;9,815811;333,4836
Subject #279;1,815;Audio;;;;;-18,00227;13,88778;0,8800469;5,256973;8,999999;338,6902;9,783554;338,692
Subject #279;1,935;Audio;;;;;-18,00227;13,88778;1,095262;6,615788;9;352,9923;9,735484;352,9929
Subject #279;2,036;Audio;;;;;-18,00227;13,88778;1,285064;7,814151;9;2,2642;9,730561;2,264016
Subject #279;2,146;Audio;;;;;-18,00227;13,88778;1,492256;9,122307;9;2,784033;9,730852;2,783807
Subject #279;2,253;Audio;;;;;-18,00227;13,88778;1,692903;10,38914;9;2,784033;9,730852;2,783807
Subject #279;2,367;Audio;;;;;-18,00227;13,88778;1,905401;11,7308;9;2,784033;9,730852;2,783807
Subject #279;2,483;Audio;;;;;-18,00227;13,88778;2,12282;13,10353;8,999999;2,190461;9,730524;2,190282
Subject #279;2,600;Audio;;;;;-18,00227;13,88778;2,34257;14,49098;8,999998;350,8333;9,73943;350,834
Subject #279;2,716;Audio;;;;;-18,00227;13,88778;2,55315;15,82053;9,000002;336,8637;9,79383;336,8657
Subject #279;2,818;Audio;;;;;-18,00227;13,88778;2,72145;16,88314;9,000002;327,5707;9,864848;327,5736
Subject #279;2,931;Audio;;;;;-18,00227;13,88778;2,900465;18,01339;9,000003;327,0367;9,870035;327,0397
Subject #279;3,038;Audio;;;;;-18,00227;13,88778;3,063655;19,04373;9,000005;319,0272;9,966812;319,0313
Subject #279;3,155;Audio;;;;;-18,00227;13,88778;3,213596;19,99042;9,000006;305,4648;10,25803;305,4713
Subject #279;3,277;Audio;;;;;-18,00227;13,88778;3,339405;20,78475;9,684622;302,5635;11,04071;302,5708
Subject #279;3,378;Audio;;;;;-18,00227;13,88778;3,483843;21,41969;19,2182;302,5635;20,57429;302,5708
Subject #279;3,509;Audio;;;;;-18,00227;13,88778;3,849383;22,17971;34,92923;302,5635;36,28532;302,5708
Subject #279;3,615;Audio;Left;Task Started;Left;Task Started;;;4,276458;22,69802;47,42528;302,5635;48,78138;302,5708
Subject #279;3,716;Audio;Left;;Left;;;;4,802978;23,10396;59,80047;302,5635;61,15656;302,5708
Subject #279;3,824;Audio;Left;;Left;;;;5,431921;23,41789;63,84942;302,5635;65,20551;302,5708
Subject #279;3,926;Audio;Left;;Left;;;;5,998885;23,74474;53,08581;302,5635;54,4419;302,5708
Subject #279;4,046;Audio;Left;;Left;;;;6,562191;24,26756;38,77256;302,5635;40,12865;302,5708
Subject #279;4,162;Audio;Left;;Left;;;;6,972548;24,90146;24,7076;302,5635;26,06369;302,5708
Subject #279;4,278;Audio;Left;;Left;;;;7,214036;25,60546;10,84709;302,5635;12,20318;302,5708
Subject #279;4,389;Audio;Left;;Left;;;;7,283071;26,31537;357,5656;302,5635;358,9216;302,5708
Subject #279;4,498;Audio;Left;;Left;;;;7,189549;27,01129;344,4921;302,5635;345,8482;302,5708
Subject #279;4,598;Audio;Left;;Left;;;;6,968072;27,62203;335,3966;302,5635;336,7527;302,5708
Subject #279;4,712;Audio;Left;;Left;;;;6,657781;28,28791;334,9329;302,5635;336,289;302,5708
Subject #279;4,830;Audio;Left;;Left;;;;6,335434;28,97708;334,9329;302,5635;336,289;302,5708
Subject #279;4,937;Audio;Left;;Left;;;;6,032347;29,62507;334,9329;308,8498;336,0966;308,8556
Subject #279;5,049;Audio;Left;;Left;;;;5,673843;30,39153;334,9329;308,8498;336,0966;308,8556
Subject #279;5,156;Audio;Left;;Left;;;;5,333072;31,12009;334,9329;308,8498;336,0966;308,8556
