SubjectName,Timestamp,FeedbackType,ActionType,EventInfo,HorizontalPlayerRot,VerticalPlayerRot,HorizontalHmdRot,VerticalHmdRot
Subject #47,0.012,Heat,No Action,no event,0,0,0,0
Subject #47,0.118,Audio,No Action,no event,0,0,0,0
Subject #47,0.244,Audio,No Action,no event,0,0,0,0
Subject #47,0.352,Audio,No Action,no event,0,0,0,0
Subject #47,0.453,Audio,No Action,no event,0,0,0,0
Subject #47,0.555,Audio,No Action,no event,0,0,0,0
Subject #47,0.656,Audio,No Action,no event,0,0,0,0
Subject #47,0.761,Audio,No Action,no event,0,0,0,0
Subject #47,0.863,Audio,No Action,no event,0,0,0,0
Subject #47,1.048,Audio,No Action,no event,0,0,0,0
Subject #47,1.156,Audio,No Action,no event,0,0,0,0
Subject #47,1.256,Audio,No Action,no event,0,0,0,0
Subject #47,1.372,Audio,No Action,no event,0,0,0,0
Subject #47,1.487,Audio,No Action,no event,0,0,0,0
Subject #47,1.610,Audio,No Action,no event,0,0,0,0
Subject #47,1.734,Audio,No Action,no event,0,0,0,0
Subject #47,1.844,Audio,No Action,no event,0,0,0,0
Subject #47,1.963,Audio,No Action,no event,0,0,0,0
Subject #47,2.073,Audio,No Action,no event,0,0,0,0
Subject #47,2.191,Audio,No Action,no event,0,0,0,0
Subject #47,2.313,Audio,No Action,no event,0,0,0,0
Subject #47,2.421,Audio,No Action,no event,0,0,0,0
Subject #47,2.521,Audio,No Action,no event,0,0,0,0
Subject #47,2.628,Audio,No Action,no event,0,0,0,0
Subject #47,2.735,Audio,No Action,no event,0,0,0,0
Subject #47,2.863,Audio,No Action,no event,0,0,0,0
Subject #47,2.980,Audio,No Action,no event,0,0,0,0
Subject #47,3.092,Audio,No Action,no event,0,0,0,0
Subject #47,3.201,Audio,No Action,no event,0,0,0,0
Subject #47,3.320,Audio,No Action,no event,0,0,0,0
Subject #47,3.443,Audio,No Action,no event,0,0,0,0
Subject #47,3.553,Audio,No Action,no event,0,0,0,0
Subject #47,3.660,Audio,No Action,no event,0,0,0,0
Subject #47,3.783,Audio,No Action,no event,0,0,0,0
Subject #47,3.895,Audio,No Action,no event,0,0,0,0
Subject #47,4.018,Audio,No Action,no event,0,0,0,0
Subject #47,4.122,Audio,No Action,no event,0,0,0,0
Subject #47,4.228,Audio,No Action,no event,0,0,0,0
Subject #47,4.339,Audio,No Action,no event,0,0,0,0
Subject #47,4.456,Audio,No Action,no event,0,0,0,0
Subject #47,4.559,Audio,No Action,no event,0,0,0,0
Subject #47,4.671,Audio,No Action,no event,0,0,0,0
Subject #47,4.773,Audio,No Action,no event,0,0,0,0
Subject #47,4.877,Audio,No Action,no event,0,0,0,0
Subject #47,4.988,Audio,No Action,no event,0,0,0,0
Subject #47,5.090,Audio,No Action,no event,0,0,0,0
Subject #47,5.219,Audio,No Action,no event,0,0,0,0
Subject #47,5.340,Audio,No Action,no event,0,0,0,0
Subject #47,5.451,Audio,No Action,no event,0,0,0,0
Subject #47,5.570,Audio,No Action,no event,0,0,0,0
Subject #47,5.671,Audio,No Action,no event,0,0,0,0
Subject #47,5.778,Audio,No Action,no event,0,0,0,0
Subject #47,5.894,Audio,No Action,no event,0,0,0,0
Subject #47,6.009,Audio,No Action,no event,0,0,0,0
Subject #47,6.110,Audio,No Action,no event,0,0,0,0
Subject #47,6.226,Audio,No Action,no event,0,0,0,0
Subject #47,6.350,Audio,No Action,no event,0,0,0,0
Subject #47,6.471,Audio,No Action,no event,0,0,0,0
Subject #47,6.579,Audio,No Action,no event,0,0,0,0
Subject #47,6.690,Audio,No Action,no event,0,0,0,0
Subject #47,6.807,Audio,No Action,no event,0,0,0,0
Subject #47,6.914,Audio,No Action,no event,0,0,0,0
Subject #47,7.023,Audio,No Action,no event,0,0,0,0
Subject #47,7.130,Audio,No Action,no event,0,0,0,0
Subject #47,7.234,Audio,No Action,no event,0,0,0,0
Subject #47,7.340,Audio,No Action,no event,0,0,0,0
Subject #47,7.459,Audio,No Action,no event,0,0,0,0
Subject #47,7.573,Audio,No Action,no event,0,0,0,0
Subject #47,7.675,Audio,No Action,no event,0,0,0,0
Subject #47,7.792,Audio,No Action,no event,0,0,0,0
Subject #47,7.913,Audio,No Action,no event,0,0,0,0
Subject #47,8.030,Audio,No Action,no event,0,0,0,0
Subject #47,8.135,Audio,No Action,no event,0,0,0,0
Subject #47,8.279,Audio,No Action,no event,0,0,0,0
Subject #47,8.391,Audio,No Action,no event,0,0,0,0
Subject #47,8.511,Audio,No Action,no event,0,0,0,0
Subject #47,8.619,Audio,No Action,no event,0,0,0,0
Subject #47,8.731,Audio,No Action,no event,0,0,0,0
Subject #47,8.849,Audio,No Action,no event,0,0,0,0
Subject #47,8.979,Audio,No Action,no event,0,0,0,0
Subject #47,9.099,Audio,No Action,no event,0,0,0,0
