SubjectName;Timestamp;FeedbackType;MainTask;MainTaskInfo;SecondaryTask;SecondaryTaskInfo;MainTaskXPos;MainTaskYPos;MainTaskZPos;PlayerXPos;PlayerYPos;PlayerZPos;HorizontalPlayerRot;VerticalPlayerRot;HorizontalHmdRot;VerticalHmdRot
Subject #408;0,003;Heat;;;;;;;;0,7955074;0,001899719;4,713014;9,021492;0;119,192;352,7942
Subject #408;0,111;Vibration;;;;;;;;0,9557343;0,001899719;5,722086;9,024668;0;119,2035;352,7777
Subject #408;0,212;Vibration;;;;;;;;1,083103;0,001899719;6,523945;9,027618;0;119,2093;352,793
Subject #408;0,312;Vibration;;;;;;;;1,194847;0,001899719;7,227101;9,032692;0;119,202;352,7904
Subject #408;0,413;Vibration;;;;;;;;1,291708;0,001899719;7,836224;9,039108;0;119,1968;352,7895
Subject #408;0,515;Vibration;;;;;;;;1,372915;0,001899719;8,346506;9,045932;0;119,2209;352,7921
Subject #408;0,615;Vibration;;;;;;;;1,437657;0,001899719;8,753031;9,053303;0;119,2301;352,7868
Subject #408;0,716;Vibration;;;;;;;;1,487096;0,001899719;9,063205;9,060716;0;119,2421;352,7893
Subject #408;0,816;Vibration;;;;;;;;1,520892;0,001899719;9,275103;9,06343;0;119,2318;352,7996
Subject #408;0,928;Vibration;;;;;;;;1,540076;0,001899719;9,39535;9,065854;0;119,2362;352,7935
Subject #408;1,029;Vibration;;;;;;;;1,542294;0,001899719;9,409249;9,065125;0;119,2339;352,7749
Subject #408;1,140;Vibration;;;;;;;;1,542294;0,001899719;9,409249;9,065845;0;119,2357;352,7933
Subject #408;1,241;Vibration;;;;;;;;1,542294;0,001899719;9,409249;9,065974;0;119,246;352,8012
Subject #408;1,341;Vibration;;;;;;;;1,542294;0,001899719;9,409249;9,065877;0;119,2317;352,8093
Subject #408;1,442;Vibration;;;;;;;;1,542294;0,001899719;9,409249;9,068989;0;119,246;352,8038
Subject #408;1,542;Vibration;;;;;;;;1,542294;0,001899719;9,409249;9,075929;0;119,2499;352,7964
Subject #408;1,643;Vibration;;;;;;;;1,542294;0,001899719;9,409249;9,075929;0;119,2522;352,7876
Subject #408;1,754;Vibration;;;;;;;;1,542294;0,001899719;9,409249;9,075929;0;119,2545;352,7946
Subject #408;1,855;Vibration;;;;;;;;1,542294;0,001899719;9,409249;9,075929;0;119,2437;352,7841
Subject #408;1,955;Vibration;;;;;;;;1,542294;0,001899719;9,409249;9,075929;0;119,2424;352,7825
Subject #408;2,056;Vibration;;;;;;;;1,542294;0,001899719;9,409249;9,075929;0;119,2425;352,787
Subject #408;2,156;Vibration;;;;;;;;1,542294;0,001899719;9,409249;9,075929;0;119,248;352,7902
Subject #408;2,257;Vibration;;;;;;;;1,542294;0,001899719;9,409249;9,075929;0;119,2501;352,7947
Subject #408;2,357;Vibration;;;;;;;;1,542294;0,001899719;9,409249;9,075929;0;119,2374;352,7971
Subject #408;2,458;Vibration;;;;;;;;1,542294;0,001899719;9,409249;9,075929;0;119,2475;352,7997
