SubjectName;Timestamp;FeedbackType;MainTask;MainTaskInfo;SecondaryTask;SecondaryTaskInfo;MainTaskXPos;MainTaskZPos;PlayerXPos;PlayerZPos;HorizontalPlayerRot;VerticalPlayerRot;HorizontalHmdRot;VerticalHmdRot
Subject #301;0,011;Heat;;;;;;;0,04729838;-0,0007961486;8,999991;0;9,729981;0
Subject #301;0,111;Audio;;;;;;;0,06828474;0,1317067;8,999991;0;9,729981;0
Subject #301;0,229;Audio;;Task Spawned;;;32,3368;76,01809;0,108189;0,3836523;8,999991;0;9,729981;0
Subject #301;0,329;Audio;;;;;32,3368;76,01809;0,1528274;0,6654885;8,999991;0;9,729981;0
Subject #301;0,447;Audio;;;;;32,3368;76,01809;0,2168975;1,070012;8,999991;0;9,729981;0
Subject #301;0,560;Audio;;;;;32,3368;76,01809;0,2907849;1,536519;8,999991;0;9,729981;0
Subject #301;0,678;Audio;;;;;32,3368;76,01809;0,3812162;2,10748;8,999991;0;9,729981;0
Subject #301;0,793;Audio;;;;;32,3368;76,01809;0,4806924;2,735549;8,999991;0;9,729981;0
Subject #301;0,909;Audio;;;;;32,3368;76,01809;0,5947945;3,455961;8,999991;0;9,729981;0
Subject #301;1,025;Audio;;;;;32,3368;76,01809;0,7215847;4,256485;8,999991;0;9,729981;0
Subject #301;1,133;Audio;;;;;32,3368;76,01809;0,8506006;5,07106;8,999991;0;9,729981;0
Subject #301;1,254;Audio;;;;;32,3368;76,01809;1,006831;6,05746;8,999991;0;9,729981;0
Subject #301;1,364;Audio;;;;;32,3368;76,01809;1,161715;7,035359;8,999991;0;9,729981;0
Subject #301;1,476;Audio;;;;;32,3368;76,01809;1,33199;8,110433;8,999991;0;9,729981;0
Subject #301;1,590;Audio;;;;;32,3368;76,01809;1,517659;9,282705;8,999991;0;9,729981;0
Subject #301;1,704;Audio;;;;;32,3368;76,01809;1,7136;10,51983;8,999991;0;9,729981;0
Subject #301;1,820;Audio;;;;;32,3368;76,01809;1,92701;11,86725;8,999991;0;9,729981;0
Subject #301;1,934;Audio;;;;;32,3368;76,01809;2,140521;13,21531;8,999991;0;9,729981;0
Subject #301;2,034;Audio;;;;;32,3368;76,01809;2,328828;14,40423;8,999991;0;9,729981;0
Subject #301;2,149;Audio;;;;;32,3368;76,01809;2,544259;15,76441;8,999991;0;9,729981;0
Subject #301;2,250;Audio;;;;;32,3368;76,01809;2,734078;16,96288;8,999991;0;9,729981;0
Subject #301;2,368;Audio;;;;;32,3368;76,01809;2,955534;18,3611;8,999991;0;9,729981;0
Subject #301;2,487;Audio;;;;;32,3368;76,01809;3,179063;19,7724;8,999991;0;9,729981;0
Subject #301;2,605;Audio;;;;;32,3368;76,01809;3,40052;21,17063;8,999991;0;9,729981;0
Subject #301;2,720;Audio;;;;;32,3368;76,01809;3,616033;22,53133;8,999991;0;9,729981;0
Subject #301;2,833;Audio;;;;;32,3368;76,01809;3,828733;23,87427;8,999991;0;9,729981;0
Subject #301;2,948;Audio;;;;;32,3368;76,01809;4,044793;25,23841;8,999991;0;9,729981;0
Subject #301;3,063;Audio;;;;;32,3368;76,01809;4,259339;26,59301;8,999991;0;9,729981;0
Subject #301;3,175;Audio;;;;;32,3368;76,01809;4,470823;27,92827;8,999991;0;9,729981;0
Subject #301;3,277;Audio;;;;;32,3368;76,01809;4,66221;29,13664;8,999991;0;9,729981;0
Subject #301;3,393;Audio;;;;;32,3368;76,01809;4,879877;30,51094;8,999991;0;9,729981;0
Subject #301;3,505;Audio;;;;;32,3368;76,01809;5,091506;31,84711;8,999991;0;9,729981;0
Subject #301;3,625;Audio;Right;Task Started;Right;Task Started;;;5,313183;33,24672;8,999991;0;9,729981;0
Subject #301;3,744;Audio;Right;;Right;;;;5,538598;34,66993;8,999991;0;9,729981;0
Subject #301;3,863;Audio;Right;;Right;;;;5,761158;36,07513;8,999991;0;9,729981;0
Subject #301;3,983;Audio;Right;;Right;;;;5,987026;37,50121;8,999991;0;9,729981;0
Subject #301;4,099;Audio;Right;;Right;;;;6,204484;38,87418;8,999991;0;9,729981;0
Subject #301;4,214;Audio;Right;;Right;;;;6,420227;40,23633;8,999991;0;9,729981;0
Subject #301;4,314;Audio;Right;;Right;;;;6,608191;41,42309;8,999991;0;9,729981;0
Subject #301;4,429;Audio;Right;;Right;;;;6,807584;42,68201;10,21841;0;10,9484;0
Subject #301;4,529;Audio;Right;;Right;;;;7,129184;43,95262;21,55315;0;22,28314;0
Subject #301;4,645;Audio;Right;;Right;;;;7,763922;45,18104;35,41272;0;36,14271;0
Subject #301;4,748;Audio;Right;;Right;;;;8,561285;46,12345;46,10735;0;46,83734;0
Subject #301;4,862;Audio;Right;;Right;;;;9,561424;47,05249;47,40418;0;48,13416;0
Subject #301;4,963;Audio;Right;;Right;;;;10,45463;47,8737;47,40418;0;48,13416;0
Subject #301;5,080;Audio;Right;;Right;;;;11,48825;48,82403;47,40418;0;48,13416;0
Subject #301;5,196;Audio;Right;;Right;;;;12,51597;49,76893;45,89383;0;46,62382;0
Subject #301;5,306;Audio;Right;;Right;;;;13,39344;50,7494;34,37179;358,2176;35,10213;358,2177
Subject #301;5,414;Audio;Right;;Right;;;;14,03917;51,85348;26,83885;346,4592;27,5897;346,4603
Subject #301;5,520;Audio;Right;;Right;;;;14,54263;52,95142;22,58736;333,6801;23,40177;333,6824
Subject #301;5,638;Audio;Right;;Right;;;;15,01286;54,08179;22,58736;328,8935;23,43993;328,8963
Subject #301;5,741;Audio;Right;;Right;;;;15,41922;55,0586;22,58736;328,8935;23,43993;328,8963
Subject #301;5,843;Audio;Right;;Right;;;;15,8241;56,03188;22,58736;328,8935;23,43993;328,8963
Subject #301;5,963;Audio;Right;;Right;;;;16,29557;57,16523;22,58736;328,8935;23,43993;328,8963
Subject #301;6,068;Audio;Right;;Right;;;;16,70909;58,15925;22,58736;328,8935;23,43993;328,8963
Subject #301;6,169;Audio;Right;;Right;;;;17,10846;59,11929;22,58736;328,8935;23,43993;328,8963
Subject #301;6,285;Audio;Right;;Right;;;;17,56677;60,22099;22,58736;328,8935;23,43993;328,8963
Subject #301;6,388;Audio;Right;;Right;;;;17,97285;61,19713;22,58736;328,8935;23,43993;328,8963
Subject #301;6,500;Audio;Right;;Right;;;;18,41614;62,26273;22,58736;328,8935;23,43993;328,8963
Subject #301;6,618;Audio;Right;;Right;;;;18,87969;63,37703;22,58736;328,8935;23,43993;328,8963
Subject #301;6,719;Audio;Right;;Right;;;;19,28017;64,33974;22,58736;328,8935;23,43993;328,8963
Subject #301;6,833;Audio;Right;;Right;;;;19,7309;65,42323;22,58736;328,8935;23,43993;328,8963
Subject #301;6,949;Audio;Right;;Right;;;;20,1867;66,51887;22,58736;328,8935;23,43993;328,8963
Subject #301;7,049;Audio;Right;;Right;;;;20,58247;67,47024;22,58736;328,8935;23,43993;328,8963
Subject #301;7,150;Audio;Right;;Right;;;;20,97939;68,42439;22,58736;328,8935;23,43993;328,8963
Subject #301;7,252;Audio;Right;;Right;;;;21,38236;69,39304;22,58736;328,8935;23,43993;328,8963
Subject #301;7,368;Audio;Right;;Right;;;;21,84021;70,49364;22,58736;328,8935;23,43993;328,8963
Subject #301;7,471;Audio;Right;;Right;;;;22,24953;71,47758;22,58736;328,8935;23,43993;328,8963
