SubjectId;Timestamp;EventType;EventStatus;EventInfo;EventId
4;7.110;Ring;visible;(-3.6, 12.3, 167.7);-95064
4;10.325;Ring;visible;(-22.4, 16.5, 228.3);-96828
4;11.247;Ring;success;;-95064
4;13.810;Ring;visible;(-48.2, 20.9, 292.3);-98726
4;14.380;Ring;success;;-96828
4;17.293;POV;visible;Left;-100702
4;17.861;Ring;success;;-98726
4;17.921;Ring;visible;(-72.3, 26.4, 370.5);-101174
4;21.233;POV;success;;-100702
4;21.387;Ring;visible;(-94.8, 31.0, 436.0);-103058
4;21.971;Ring;success;;-101174
4;23.617;Ring;visible;(-127.3, 32.8, 468.1);-104326
4;25.501;Ring;success;;-103058
4;26.366;Ring;visible;(-177.5, 33.4, 487.2);-105886
4;27.825;Ring;success;;-104326
4;29.848;POV;visible;Left;-107808
4;30.475;Ring;visible;(-254.1, 33.6, 509.0);-108242
4;30.506;Ring;success;;-105886
4;33.208;POV;success;;-107808
4;34.340;Ring;visible;(-331.7, 33.0, 518.7);-110260
4;37.290;Ring;visible;(-380.8, 34.6, 551.7);-111874
4;38.414;Ring;success;;-110260
4;38.459;Ring;timeout;;-108242
4;40.641;Ring;visible;(-431.9, 36.8, 591.8);-113800
4;41.408;Ring;success;;-111874
4;44.548;POV;visible;Middle;-115972
4;44.649;Ring;success;;-113800
4;44.755;Ring;visible;(-506.4, 38.1, 627.5);-116212
4;47.440;POV;success;;-115972
4;48.683;Ring;visible;(-570.6, 40.4, 672.4);-118408
4;48.803;Ring;success;;-116212
4;51.319;Ring;visible;(-619.6, 41.0, 692.4);-119928
4;52.734;Ring;success;;-118408
4;54.801;POV;visible;Right;-121834
4;55.393;Ring;success;;-119928
4;55.429;Ring;visible;(-691.2, 42.7, 731.7);-122252
4;58.139;POV;success;;-121834
4;58.201;Ring;visible;(-723.0, 45.8, 779.3);-123772
4;60.501;Ring;visible;(-755.1, 47.5, 809.6);-125080
4;62.363;Ring;success;;-123772
4;63.413;Ring;timeout;;-122252
4;64.408;POV;visible;Middle;-127278
4;64.597;Ring;success;;-125080
4;64.614;Ring;visible;(-791.9, 52.3, 882.5);-127512
4;67.577;POV;success;;-127278
4;67.613;Ring;visible;(-793.7, 56.8, 941.5);-129190
4;68.797;Ring;success;;-127512
4;71.425;Ring;visible;(-780.2, 62.1, 1009.4);-131268
4;71.947;Ring;success;;-129190
4;74.908;POV;visible;Right;-132994
4;75.432;Ring;success;;-131268
4;77.731;POV;success;;-132994
4;87.868;Ring;visible;(-756.3, 75.6, 1181.5);-137486
4;91.754;Ring;visible;(-748.5, 62.4, 1005.1);-139622
4;94.413;Ring;visible;(-849.0, 62.6, 1031.1);-141110
4;95.852;Ring;timeout;;-137486
4;97.324;Ring;visible;(-904.9, 60.5, 1017.3);-142774
4;98.465;Ring;success;;-141110
4;99.377;POV;visible;Middle;-143938
