SubjectName;Timestamp;FeedbackType;MainTask;MainTaskInfo;SecondaryTask;SecondaryTaskInfo;MainTaskXPos;MainTaskZPos;PlayerXPos;PlayerZPos;HorizontalPlayerRot;VerticalPlayerRot;HorizontalHmdRot;VerticalHmdRot
Subject #298;0,012;Heat;;;;;;;0,04967458;0,01420657;8,999991;0;9,729981;0
Subject #298;0,115;Audio;;;;;;;0,07285064;0,1605346;8,999991;0;9,729981;0
Subject #298;0,237;Audio;;Task Spawned;;;12,58759;79,17561;0,1162586;0,4346018;8,999991;0;9,729981;0
Subject #298;0,339;Audio;;;;;12,58759;79,17561;0,1635979;0,733491;8,999991;0;9,729981;0
Subject #298;0,456;Audio;;;;;12,58759;79,17561;0,229509;1,149638;8,999991;0;9,729981;0
Subject #298;0,572;Audio;;;;;12,58759;79,17561;0,3084833;1,648262;8,999991;0;9,729981;0
Subject #298;0,679;Audio;;;;;12,58759;79,17561;0,3906374;2,166963;8,999991;0;9,729981;0
Subject #298;0,791;Audio;;;;;12,58759;79,17561;0,4901553;2,795295;8,999991;0;9,729981;0
Subject #298;0,905;Audio;;;;;12,58759;79,17561;0,6027391;3,506122;8,999991;0;9,729981;0
Subject #298;1,020;Audio;;;;;12,58759;79,17561;0,7294184;4,305945;8,999991;0;9,729981;0
Subject #298;1,138;Audio;;;;;12,58759;79,17561;0,8710266;5,200025;8,999991;0;9,729981;0
Subject #298;1,261;Audio;;;;;12,58759;79,17561;1,033478;6,225704;8,999991;0;9,729981;0
Subject #298;1,372;Audio;;;;;12,58759;79,17561;1,19185;7,225625;8,999991;0;9,729981;0
Subject #298;1,485;Audio;;;;;12,58759;79,17561;1,36574;8,323524;8,999991;0;9,729981;0
Subject #298;1,590;Audio;;;;;12,58759;79,17561;1,536292;9,400346;8,999991;0;9,729981;0
Subject #298;1,699;Audio;;;;;12,58759;79,17561;1,725929;10,59767;8,999991;0;9,729981;0
Subject #298;1,809;Audio;;;;;12,58759;79,17561;1,929302;11,88172;8,999991;0;9,729981;0
Subject #298;1,916;Audio;;;;;12,58759;79,17561;2,129864;13,14802;8,999991;0;9,729981;0
Subject #298;2,017;Audio;;;;;12,58759;79,17561;2,320228;14,34993;8,999991;0;9,729981;0
Subject #298;2,123;Audio;;;;;12,58759;79,17561;2,516897;15,59165;8,999991;0;9,729981;0
