SubjectName,Timestamp,FeedbackType,MainTask,MainTaskInfo,SecondaryTask,SecondaryTaskInfo,EventInfo,HorizontalPlayerRot,VerticalPlayerRot,HorizontalHmdRot,VerticalHmdRot
Subject #113,0.002,Heat,None,,None,,,9.72998,0,9.72998,0
Subject #113,0.111,Audio,None,,None,,,9.72998,0,9.72998,0
Subject #113,0.212,Audio,None,,None,,,9.72998,0,9.72998,0
Subject #113,0.312,Audio,None,,None,,,9.72998,0,9.72998,0
Subject #113,0.413,Audio,None,,None,,,9.72998,0,9.72998,0
Subject #113,0.513,Audio,None,,None,,,9.72998,0,9.72998,0
Subject #113,0.614,Audio,None,,None,,,9.72998,0,9.72998,0
Subject #113,0.714,Audio,None,,None,,,9.72998,0,9.72998,0
Subject #113,0.815,Audio,None,,None,,,9.72998,0,9.72998,0
Subject #113,0.915,Audio,None,,None,,,9.72998,0,9.72998,0
Subject #113,1.016,Audio,None,,None,,,9.72998,0,9.72998,0
Subject #113,1.116,Audio,None,,None,,,9.72998,0,9.72998,0
Subject #113,1.217,Audio,None,,None,,,9.72998,0,9.72998,0
Subject #113,1.317,Audio,None,,None,,,9.72998,0,9.72998,0
Subject #113,1.418,Audio,None,,None,,,9.72998,0,9.72998,0
Subject #113,1.519,Audio,None,,None,,,9.72998,0,9.72998,0
Subject #113,1.619,Audio,None,,None,,,9.72998,0,9.72998,0
Subject #113,1.720,Audio,None,,None,,,9.72998,0,9.72998,0
Subject #113,1.820,Audio,None,,None,,,9.72998,0,9.72998,0
Subject #113,1.921,Audio,None,,None,,,9.72998,0,9.72998,0
Subject #113,2.022,Audio,None,,None,,,9.72998,0,9.72998,0
Subject #113,2.122,Audio,None,,None,,,9.72998,0,9.72998,0
Subject #113,2.222,Audio,None,,None,,,9.72998,0,9.72998,0
Subject #113,2.323,Audio,None,,None,,,9.72998,0,9.72998,0
Subject #113,2.423,Audio,None,,None,,,9.72998,0,9.72998,0
Subject #113,2.524,Audio,None,,None,,,9.72998,0,153.3074,16.78025
Subject #113,2.625,Audio,None,,None,,,9.72998,0,185.6184,15.47619
Subject #113,2.725,Audio,None,,None,,,9.72998,0,179.8983,15.0874
Subject #113,2.825,Audio,None,,None,,,9.72998,0,175.412,15.52029
Subject #113,2.926,Audio,None,,None,,,9.72998,0,169.5427,14.43112
Subject #113,3.027,Audio,None,,None,,,9.72998,0,164.612,13.23561
Subject #113,3.127,Audio,None,,None,,,9.72998,0,159.1161,12.51178
Subject #113,3.228,Audio,None,,None,,,9.72998,0,154.0788,10.16398
Subject #113,3.328,Audio,None,,None,,,9.72998,0,149.2557,9.649697
Subject #113,3.428,Audio,None,,None,,,9.72998,0,147.8022,11.00091
Subject #113,3.529,Audio,Right,,Right,,,9.72998,0,147.4802,11.37155
Subject #113,3.630,Audio,Right,,Right,,,9.72998,0,146.7193,11.33443
Subject #113,3.730,Audio,Right,,Right,,,9.72998,0,145.6346,11.31054
Subject #113,3.831,Audio,Right,,Right,,,9.72998,0,144.8327,11.84141
Subject #113,3.931,Audio,Right,,Right,,,9.72998,0,148.1107,10.0107
Subject #113,4.132,Audio,Right,,Right,,,9.72998,0,92.07787,359.1842
Subject #113,4.233,Audio,Right,,Right,,,9.72998,0,95.37206,353.7135
Subject #113,4.333,Audio,Right,,Right,,,9.72998,0,96.12856,355.5701
Subject #113,4.434,Audio,Right,,Right,,,9.72998,0,94.98427,0.344444
Subject #113,4.535,Audio,Right,,Right,,,9.72998,0,96.28098,8.740935
Subject #113,4.635,Audio,Right,,Right,,,9.72998,0,97.30955,20.86574
Subject #113,4.735,Audio,Right,,Right,,,9.72998,0,97.59476,22.9554
Subject #113,4.836,Audio,Right,,Right,,,9.72998,0,99.23318,22.70239
Subject #113,4.937,Audio,Right,,Right,,,9.72998,0,99.07839,20.52741
Subject #113,5.037,Audio,Right,,Right,,,9.72998,0,98.00183,19.53752
Subject #113,5.138,Audio,Right,,Right,,,9.72998,0,100.4384,21.15279
Subject #113,5.238,Audio,Right,,Right,,,9.72998,0,107.5857,23.91015
Subject #113,5.339,Audio,Right,,Right,,,9.72998,0,116.1397,24.35756
Subject #113,5.443,Audio,Right,,Right,,,9.72998,0,120.1987,23.4703
Subject #113,5.551,Audio,Right,,Right,,,9.72998,0,121.5553,20.25219
Subject #113,5.651,Audio,Right,,Right,,,9.72998,0,126.6737,20.42935
Subject #113,5.753,Audio,Right,,Right,,,9.72998,0,133.4084,21.31563
Subject #113,5.864,Audio,Right,,Right,,,9.72998,0,141.0656,20.20391
Subject #113,5.964,Audio,Right,,Right,,,9.72998,0,148.8142,18.21136
Subject #113,6.065,Audio,Right,,Right,,,9.72998,0,158.618,19.20641
Subject #113,6.165,Audio,Right,,Right,,,9.72998,0,166.6397,19.59445
Subject #113,6.266,Audio,Right,,Right,,,9.72998,0,173.1247,19.12933
Subject #113,6.366,Audio,Right,,Right,,,9.72998,0,180.1328,18.63404
Subject #113,6.467,Audio,Right,,Right,,,9.72998,0,186.7759,19.27332
Subject #113,6.568,Audio,Right,,Right,,,9.72998,0,192.8986,20.04352
Subject #113,6.679,Audio,Right,,Right,,,9.72998,0,202.6144,16.90413
Subject #113,6.780,Audio,Right,,Right,,,9.72998,0,207.2972,9.622237
Subject #113,6.880,Audio,Right,,Right,,,9.72998,0,211.6731,0.1546003
Subject #113,6.981,Audio,Right,,Right,,,9.72998,0,215.9875,352.6857
Subject #113,7.081,Audio,Right,,Right,,,9.72998,0,221.0292,349.3179
Subject #113,7.182,Audio,Right,,Right,,,9.72998,0,225.9706,345.8552
Subject #113,7.282,Audio,Right,,Right,,,9.72998,0,230.4018,348.0376
Subject #113,7.383,Audio,Right,,Right,,,9.72998,0,233.9005,345.7712
Subject #113,7.483,Audio,Right,,Right,,,9.72998,0,235.0892,343.9726
Subject #113,7.584,Audio,Right,,Right,,,9.72998,0,238.3501,344.3441
Subject #113,7.684,Audio,Right,,Right,,,9.72998,0,239.9075,345.4178
Subject #113,7.785,Audio,Right,,Right,,,9.72998,0,241.6911,353.365
