SubjectName,Timestamp,FeedbackType,MainTask,MainTaskInfo,SecondaryTask,SecondaryTaskInfo,EventInfo,HorizontalPlayerRot,VerticalPlayerRot,HorizontalHmdRot,VerticalHmdRot
Subject #136,0.002,Heat,None,,None,,,9.72998,0,352.1197,353.1402
Subject #136,0.111,Audio,None,,None,,,9.72998,0,347.3049,354.7138
Subject #136,0.212,Audio,None,,None,,,9.72998,0,355.2583,353.212
Subject #136,0.314,Audio,None,,None,,,9.72998,0,357.9346,351.5824
Subject #136,0.424,Audio,None,,None,,,9.72998,0,359.7059,353.8176
Subject #136,0.525,Audio,None,,None,,,9.72998,0,1.209053,352.5024
Subject #136,0.625,Audio,None,,None,,,9.72998,0,2.932377,351.8286
Subject #136,0.726,Audio,None,,None,,,9.72998,0,2.838532,351.6124
Subject #136,0.826,Audio,None,,None,,,9.72998,0,3.539258,350.9314
Subject #136,0.927,Audio,None,,None,,,9.72998,0,3.86973,351.0255
Subject #136,1.032,Audio,None,,None,,,9.72998,0,5.170065,350.635
Subject #136,1.139,Audio,None,,None,,,9.72998,0,5.304848,350.1798
Subject #136,1.240,Audio,None,,None,,,9.72998,0,5.093008,350.3288
Subject #136,1.345,Audio,None,,None,,,9.72998,0,5.084069,350.2957
Subject #136,1.452,Audio,None,,None,,,9.72998,0,5.143152,350.247
Subject #136,1.553,Audio,None,,None,,,9.72998,0,5.126564,350.1695
Subject #136,1.657,Audio,None,,None,,,9.72998,0,5.280753,350.1454
Subject #136,1.765,Audio,None,,None,,,9.72998,0,5.247873,350.1959
Subject #136,1.865,Audio,None,,None,,,9.72998,0,5.330853,350.2125
Subject #136,1.972,Audio,None,,None,,,9.72998,0,5.588914,350.146
Subject #136,2.078,Audio,None,,None,,,9.72998,0,5.517962,350.27
Subject #136,2.178,Audio,None,,None,,,9.72998,0,5.542828,350.2618
Subject #136,2.283,Audio,None,,None,,,9.72998,0,5.556156,350.2515
Subject #136,2.390,Audio,None,,None,,,9.72998,0,5.650722,350.2333
Subject #136,2.491,Audio,None,,None,,,9.72998,0,5.510362,350.2768
Subject #136,2.596,Audio,None,,None,,,9.72998,0,5.515073,350.3014
Subject #136,2.703,Audio,None,,None,,,9.72998,0,5.413125,350.3246
Subject #136,2.803,Audio,None,,None,,,9.72998,0,5.486582,350.3059
Subject #136,2.909,Audio,None,,None,,,9.72998,0,5.410292,350.3012
Subject #136,3.016,Audio,None,,None,,,9.72998,0,5.381646,350.4012
Subject #136,3.116,Audio,None,,None,,,9.72998,0,5.251795,350.3866
Subject #136,3.222,Audio,None,,None,,,9.72998,0,5.222149,350.4532
Subject #136,3.329,Audio,None,,None,,,9.72998,0,5.19423,350.4147
Subject #136,3.429,Audio,None,,None,,,9.72998,0,5.150652,350.4532
Subject #136,3.538,Audio,Right,,Right,,,9.72998,0,5.151809,350.4425
Subject #136,3.641,Audio,Right,,Right,,,9.72998,0,5.101321,350.3892
Subject #136,3.742,Audio,Right,,Right,,,9.72998,0,5.085651,350.4093
Subject #136,3.847,Audio,Right,,Right,,,9.72998,0,5.02194,350.4155
Subject #136,3.954,Audio,Right,,Right,,,9.72998,0,5.037147,350.3575
Subject #136,4.054,Audio,Right,,Right,,,9.72998,0,4.976779,350.3643
Subject #136,4.159,Audio,Right,,Right,,,9.72998,0,5.110819,350.374
Subject #136,4.267,Audio,Right,,Right,,,9.72998,0,5.626356,349.9637
Subject #136,4.367,Audio,Right,,Right,,,9.72998,0,11.99668,347.9124
Subject #136,4.473,Audio,Right,,Right,,,9.72998,0,27.50678,348.1919
