SubjectName,Timestamp,FeedbackType,ActionType,EventInfo,HorizontalPlayerRot,VerticalPlayerRot,HorizontalHmdRot,VerticalHmdRot
Subject #53,0.012,Heat,No Action,no event,0,0,0,0
Subject #53,0.118,Audio,No Action,no event,0,0,0,0
Subject #53,0.237,Audio,No Action,no event,0,0,0,0
Subject #53,0.355,Audio,No Action,no event,0,0,0,0
Subject #53,0.456,Audio,No Action,no event,0,0,0,0
Subject #53,0.557,Audio,No Action,no event,0,0,0,0
Subject #53,0.673,Audio,No Action,no event,0,0,0,0
Subject #53,0.803,Audio,No Action,no event,0,0,0,0
Subject #53,0.918,Audio,No Action,no event,0,0,0,0
Subject #53,1.026,Audio,No Action,no event,0,0,0,0
Subject #53,1.146,Audio,No Action,no event,0,0,0,0
Subject #53,1.256,Audio,No Action,no event,0,0,0,0
Subject #53,1.369,Audio,No Action,no event,0,0,0,0
Subject #53,1.486,Audio,No Action,no event,0,0,0,0
Subject #53,1.598,Audio,No Action,no event,0,0,0,0
Subject #53,1.702,Audio,No Action,no event,0,0,0,0
Subject #53,1.818,Audio,No Action,no event,0,0,0,0
Subject #53,1.920,Audio,No Action,no event,0,0,0,0
Subject #53,2.027,Audio,No Action,no event,0,0,0,0
Subject #53,2.135,Audio,No Action,no event,0,0,0,0
Subject #53,2.242,Audio,No Action,no event,0,0,0,0
Subject #53,2.361,Audio,No Action,no event,0,0,0,0
Subject #53,2.478,Audio,No Action,no event,0,0,0,0
Subject #53,2.591,Audio,No Action,no event,0,0,0,0
Subject #53,2.711,Audio,No Action,no event,0,0,0,0
Subject #53,2.822,Audio,No Action,no event,0,0,0,0
Subject #53,2.931,Audio,No Action,no event,0,0,0,0
Subject #53,3.037,Audio,No Action,no event,0,0,0,0
Subject #53,3.154,Audio,No Action,no event,0,0,0,0
Subject #53,3.269,Audio,No Action,no event,0,0,0,0
Subject #53,3.383,Audio,No Action,no event,0,0,0,0
Subject #53,3.500,Audio,No Action,no event,0,0,0,0
Subject #53,3.616,Audio,No Action,no event,0,0,0,0
Subject #53,3.733,Audio,No Action,no event,0,0,0,0
Subject #53,3.834,Audio,No Action,no event,0,0,0,0
Subject #53,3.952,Audio,No Action,no event,0,0,0,0
Subject #53,4.068,Audio,No Action,no event,0,0,0,0
