SubjectName;Timestamp;FeedbackType;MainTask;MainTaskInfo;SecondaryTask;SecondaryTaskInfo;MainTaskXPos;MainTaskZPos;PlayerXPos;PlayerZPos;HorizontalPlayerRot;VerticalPlayerRot;HorizontalHmdRot;VerticalHmdRot
Subject #267;0,013;Heat;;;;;;;-0,07012909;-0,4257969;9,72998;0;9,72998;0
Subject #267;0,124;Audio;;;;;;;-0,03855509;-0,2416616;9,72998;0;9,72998;0
Subject #267;0,231;Audio;;Task Spawned;;;-6,230446;81,98766;0,006149936;0,01905208;9,72998;0;9,72998;0
Subject #267;0,333;Audio;;;;;-6,230446;81,98766;0,06080021;0,3377651;9,72998;0;9,72998;0
Subject #267;0,456;Audio;;;;;-6,230446;81,98766;0,140648;0,8034263;9,72998;0;9,72998;0
Subject #267;0,567;Audio;;;;;-6,230446;81,98766;0,2257816;1,299914;9,72998;0;9,72998;0
Subject #267;0,674;Audio;;;;;-6,230446;81,98766;0,3195092;1,846521;9,72998;0;9,72998;0
Subject #267;0,778;Audio;;;;;-6,230446;81,98766;0,4230257;2,450215;9,72998;0;9,72998;0
Subject #267;0,885;Audio;;;;;-6,230446;81,98766;0,5395254;3,129626;9,72998;0;9,72998;0
Subject #267;0,985;Audio;;;;;-6,230446;81,98766;0,6593912;3,828666;9,72998;0;9,72998;0
Subject #267;1,089;Audio;;;;;-6,230446;81,98766;0,7946805;4,617654;9,72998;0;9,72998;0
Subject #267;1,193;Audio;;;;;-6,230446;81,98766;0,936747;5,446168;9,72998;0;9,72998;0
Subject #267;1,299;Audio;;;;;-6,230446;81,98766;1,100758;6,402658;9,72998;0;9,72998;0
Subject #267;1,430;Audio;;;;;-6,230446;81,98766;1,313638;7,644144;9,72998;0;9,72998;0
Subject #267;1,540;Audio;;;;;-6,230446;81,98766;1,507197;8,772953;9,72998;0;9,72998;0
Subject #267;1,669;Audio;;;;;-6,230446;81,98766;1,746025;10,16577;9,72998;0;9,72998;0
Subject #267;1,774;Audio;;;;;-6,230446;81,98766;1,956295;11,39203;9,72998;0;9,72998;0
Subject #267;1,921;Audio;;;;;-6,230446;81,98766;2,225439;12,96164;9,72998;0;9,72998;0
Subject #267;2,026;Audio;;;;;-6,230446;81,98766;2,469832;14,36954;11,39208;0;11,39208;0
Subject #267;2,128;Audio;;;;;-6,230446;81,98766;2,801978;15,5491;22,23268;0;22,23268;0
Subject #267;2,240;Audio;;;;;-6,230446;81,98766;3,432257;16,73214;35,6678;0;35,6678;0
Subject #267;2,350;Audio;;;;;-6,230446;81,98766;4,304074;17,71807;48,85591;0;48,85591;0
Subject #267;2,451;Audio;;;;;-6,230446;81,98766;5,286919;18,43569;58,48821;0;58,48821;0
Subject #267;2,554;Audio;;;;;-6,230446;81,98766;6,329802;19,0914;54,48547;0;54,48547;0
Subject #267;2,655;Audio;;;;;-6,230446;81,98766;7,246669;19,87787;42,5284;0;42,5284;0
Subject #267;2,757;Audio;;;;;-6,230446;81,98766;7,99068;20,85365;30,23749;0;30,23749;0
Subject #267;2,860;Audio;;;;;-6,230446;81,98766;8,508182;21,9679;17,92817;0;17,92817;0
Subject #267;2,967;Audio;;;;;-6,230446;81,98766;8,790864;23,22186;7,895742;0;7,895742;0
Subject #267;3,076;Audio;;;;;-6,230446;81,98766;8,959277;24,5273;7,243054;0;7,243054;0
Subject #267;3,181;Audio;;;;;-6,230446;81,98766;9,117968;25,77592;7,243054;0;7,243054;0
Subject #267;3,292;Audio;;;;;-6,230446;81,98766;9,284717;27,08794;7,243054;0;7,243054;0
Subject #267;3,398;Audio;;;;;-6,230446;81,98766;9,446333;28,35957;7,243054;0;7,243054;0
Subject #267;3,509;Audio;;;;;-6,230446;81,98766;9,612679;29,66844;7,243054;0;7,243054;0
Subject #267;3,617;Audio;Left;Task Started;Right;Task Started;;;9,776883;30,96044;7,243054;0;7,243054;0
Subject #267;3,727;Audio;Left;;Right;;;;9,942697;32,2651;7,243054;0;7,243054;0
Subject #267;3,833;Audio;Left;;Right;;;;10,10308;33,52704;7,243054;0;7,243054;0
Subject #267;3,939;Audio;Left;;Right;;;;10,26495;34,80064;7,243054;0;7,243054;0
Subject #267;4,050;Audio;Left;;Right;;;;10,4321;36,11588;7,243054;0;7,243054;0
Subject #267;4,159;Audio;Left;;Right;;;;10,59769;37,41877;7,243054;0;7,243054;0
Subject #267;4,270;Audio;Left;;Right;;;;10,76487;38,7342;7,243054;0;7,243054;0
Subject #267;4,377;Audio;Left;;Right;;;;10,92556;39,9985;7,243054;0;7,243054;0
Subject #267;4,482;Audio;Left;;Right;;;;11,08558;41,25761;7,243054;0;7,243054;0
Subject #267;4,595;Audio;Left;;Right;;;;11,25644;42,60197;7,243054;0;7,243054;0
Subject #267;4,716;Audio;Left;;Right;;;;11,43883;44,03706;7,243054;0;7,243054;0
Subject #267;4,822;Audio;Left;;Right;;;;11,59892;45,29666;7,243054;0;7,243054;0
Subject #267;4,926;Audio;Left;;Right;;;;11,75636;46,53976;6,640501;0;6,640501;0
Subject #267;5,027;Audio;Left;;Right;;;;11,82934;47,74102;357,4201;0;357,4201;0
Subject #267;5,135;Audio;Left;;Right;;;;11,63696;49,03313;344,3288;0;344,3288;0
Subject #267;5,240;Audio;Left;;Right;;;;11,18341;50,20684;331,7196;0;331,7196;0
Subject #267;5,340;Audio;Left;;Right;;;;10,52942;51,20708;321,7548;0;321,7548;0
Subject #267;5,448;Audio;Left;;Right;;;;9,710215;52,21198;320,5791;0;320,5791;0
Subject #267;5,552;Audio;Left;;Right;;;;8,949594;53,19164;326,5769;0;326,5769;0
Subject #267;5,662;Audio;Left;;Right;;;;8,329046;54,35761;337,3208;0;337,3208;0
Subject #267;5,766;Audio;Left;;Right;;;;7,861144;55,52032;338,2523;0;338,2523;0
Subject #267;5,873;Audio;Left;;Right;;;;7,385759;56,71202;338,2523;0;338,2523;0
Subject #267;5,975;Audio;Left;;Right;;;;6,93457;57,84307;338,2523;0;338,2523;0
Subject #267;6,083;Audio;Left;;Right;;;;6,452145;59,05008;337,4808;0;337,4808;0
Subject #267;6,185;Audio;Left;;Right;;;;5,912249;60,15004;327,572;0;327,572;0
Subject #267;6,295;Audio;Left;;Right;;;;5,095438;61,18642;314,3488;0;314,3488;0
Subject #267;6,399;Audio;Left;;Right;;;;4,135499;61,97763;305,264;0;305,264;0
Subject #267;6,502;Audio;Left;;Right;;;;3,124411;62,68576;304,9646;0;304,9646;0
Subject #267;6,609;Audio;Left;;Right;;;;2,078033;63,41748;304,9646;0;304,9646;0
Subject #267;6,719;Audio;Left;;Right;;;;0,9925687;64,17654;304,9646;0;304,9646;0
Subject #267;6,829;Audio;Left;;Right;;;;-0,08662923;64,93121;304,9646;0;304,9646;0
Subject #267;6,936;Audio;Left;;Right;;;;-1,111363;65,70855;312,6854;0;312,6854;0
Subject #267;7,038;Audio;Left;;Right;;;;-1,929906;66,62226;324,9756;0;324,9756;0
Subject #267;7,138;Audio;Left;;Right;;;;-2,56632;67,64304;330,9899;0;330,9899;0
Subject #267;7,239;Audio;Left;;Right;;;;-3,152132;68,69964;330,9949;0;330,9949;0
Subject #267;7,342;Audio;Left;;Right;;;;-3,741224;69,79066;334,609;0;334,609;0
Subject #267;7,448;Audio;Left;;Right;;;;-4,181818;70,97581;345,8897;0;345,8897;0
Subject #267;7,549;Audio;Left;;Right;;;;-4,451467;72,15499;347,5242;0;347,5242;0
Subject #267;7,649;Audio;Left;;Right;;;;-4,711318;73,32944;347,5242;0;347,5242;0
Subject #267;7,758;Audio;Left;;Right;;;;-4,993706;74,60577;347,5242;0;347,5242;0
Subject #267;7,864;Audio;Left;;Right;;;;-5,221553;75,85025;354,9529;0;354,9529;0
Subject #267;7,968;Audio;Left;;Right;;;;-5,257519;77,09629;0,2740934;0;0,2740934;0
Subject #267;8,075;Audio;Left;;Right;;;;-5,251356;78,38457;0,2740934;356,0773;0,2740934;356,0773
Subject #267;8,186;Audio;Left;;Right;;;;-5,245111;79,69001;0,2740935;343,0886;0,2740935;343,0886
Subject #267;8,288;Audio;Left;;Right;;;;-5,239686;80,82404;0,2740935;330,8028;0,2740935;330,8028
Subject #267;8,391;Audio;;Success;Right;;;;-5,234715;81,86317;0,2740935;325,726;0,2740935;325,726
Subject #267;8,504;Audio;;;Right;;;;-5,22934;82,98679;0,2740935;328,7572;0,2740935;328,7572
Subject #267;8,610;Audio;;;;Timeout;;;-5,223842;84,13594;0,2740936;340,9571;0,2740936;340,9571
Subject #267;8,715;Audio;;;;;;;-5,218022;85,35242;0,2740937;353,5152;0,2740937;353,5152
