SubjectName;Timestamp;FeedbackType;MainTask;MainTaskInfo;SecondaryTask;SecondaryTaskInfo;MainTaskXPos;MainTaskYPos;MainTaskZPos;PlayerXPos;PlayerYPos;PlayerZPos;HorizontalPlayerRot;VerticalPlayerRot;HorizontalHmdRot;VerticalHmdRot
Subject #370;0,003;Heat;;;;;;;;1,81484;0,001899719;4,64148;10,20457;0;69,88783;352,7975
Subject #370;0,113;Smell;;;;Task Started;;;;2,003436;0,001899719;5,820824;7,242149;0;59,23238;3,793095
Subject #370;0,224;Smell;;;;;;;;2,136288;0,001899719;7,128368;3,903474;0;59,34245;0,2766558
Subject #370;0,336;Smell;;;;;;;;2,192827;0,001899719;8,574521;0,2578264;0;56,62452;2,819092
Subject #370;0,436;Smell;;;;;;;;2,164099;0,001899719;9,97876;357,1402;0;55,37959;5,650575
Subject #370;0,547;Smell;;;;;;;;2,039336;0,001899719;11,6397;354,0365;0;55,07841;9,850424
Subject #370;0,648;Smell;;;;;;;;1,837866;0,001899719;13,24893;351,4809;0;56,40052;9,535678
Subject #370;0,748;Smell;;;;;;;;1,552517;0,001899719;14,94226;349,1833;0;59,41437;4,461135
Subject #370;0,849;Smell;;;;;;;;1,177209;0,001899719;16,73343;346,9097;0;60,06488;359,778
Subject #370;0,961;Smell;;;;;;;;0,6516611;0,001899719;18,80079;344,3268;0;58,6008;358,8778
Subject #370;1,061;Smell;;;;;;;;0,07524975;0,001899719;20,71981;342,0141;0;56,44145;0,1389411
Subject #370;1,161;Smell;;;;;;;;-0,5770974;0,001899719;22,62122;339,8873;0;54,91127;1,328483
Subject #370;1,262;Smell;;;;;;;;-1,303158;0,001899719;24,50638;337,7914;0;53,14033;1,602474
Subject #370;1,365;Smell;;;;;;;;-2,106326;0,001899719;26,39349;335,9298;0;51,04794;1,836463
Subject #370;1,468;Smell;;;;Success;;;;-2,968583;0,001899719;28,26408;334,4946;0;49,05712;1,654659
Subject #370;1,575;Smell;;;;;;;;-3,910749;0,001899719;30,19194;333,3176;0;48,14071;0,9593176
Subject #370;1,686;Smell;;;;;;;;-4,92581;0,001899719;32,16455;332,087;0;48,86937;0,2350716
Subject #370;1,787;Smell;;;;;;;;-5,88312;0,001899719;33,93274;330,9264;0;51,12886;359,3987
Subject #370;1,888;Smell;;;;;;;;-6,880963;0,001899719;35,69034;329,7694;0;54,14024;359,516
Subject #370;1,989;Smell;;;;;;;;-7,91102;0,001899719;37,42203;328,6036;0;57,41975;359,5566
Subject #370;2,100;Smell;;;;;;;;-9,089143;0,001899719;39,30703;327,2351;0;57,152;0,1121153
Subject #370;2,200;Smell;;;;;;;;-10,19024;0,001899719;40,98235;326,0237;0;53,1945;0,6137919
Subject #370;2,301;Smell;;;;;;;;-11,33097;0,001899719;42,64614;325,0486;0;49,05354;1,078081
Subject #370;2,401;Smell;;;;;;;;-12,4911;0,001899719;44,28399;324,2374;0;43,58247;1,09292
Subject #370;2,502;Smell;;;;;;;;-13,67738;0,001899719;45,90797;323,362;0;35,17163;1,392779
Subject #370;2,603;Smell;;;;;;;;-14,89305;0,001899719;47,51818;322,4351;0;21,98863;357,2888
Subject #370;2,703;Smell;;;;;;;;-16,1264;0,001899719;49,1011;321,6547;0;13,37959;354,1024
Subject #370;2,804;Smell;;;;;;;;-17,38385;0,001899719;50,67306;320,9581;0;11,56951;352,8192
Subject #370;2,904;Smell;;;;;;;;-18,65796;0,001899719;52,22585;320,21;0;12,88895;351,5812
Subject #370;3,004;Smell;;;;;;;;-19,95362;0,001899719;53,7627;319,4346;0;15,9466;354,6821
Subject #370;3,106;Smell;;;;;;;;-21,2795;0,001899719;55,29221;318,6233;0;18,1818;355,6526
Subject #370;3,206;Smell;;;;;;;;-22,61819;0,001899719;56,79255;317,8075;0;19,68755;357,4845
Subject #370;3,317;Smell;;;;;;;;-24,11894;0,001899719;58,42531;316,9335;0;20,42587;0,6208006
Subject #370;3,419;Smell;;;;;;;;-25,51318;0,001899719;59,89898;316,1547;0;20,56856;6,610558
Subject #370;3,519;Smell;;;;;;;;-26,90733;0,001899719;61,33335;315,3989;0;19,59004;12,84156
Subject #370;3,619;Smell;;;;;;;;-28,32218;0,001899719;62,7532;314,7707;0;17,81603;21,01988
Subject #370;3,720;Smell;;;;;;;;-29,75447;0,001899719;64,1669;314,5327;0;12,51189;29,00261
Subject #370;3,820;Smell;;;;;;;;-31,19148;0,001899719;65,58083;314,5286;0;8,973665;35,11737
Subject #370;3,921;Smell;;;;;;;;-32,62506;0,001899719;66,98772;314,3502;0;3,696243;38,62238
Subject #370;4,021;Smell;;;;;;;;-34,05864;0,001899719;68,389;314,4713;0;358,5021;41,63734
Subject #370;4,122;Smell;Left;Task Started;None;;-84,44631;0,001899719;132,7944;-35,49123;0,001899719;69,80583;314,9482;0;354,4134;40,05115
Subject #370;4,222;Smell;Left;;None;;-84,44631;0,001899719;132,7944;-36,91301;0,001899719;71,23315;315,2679;0;352,4999;37,04721
Subject #370;4,323;Smell;Left;;None;;-84,44631;0,001899719;132,7944;-38,32251;0,001899719;72,65816;315,4513;0;351,3915;33,9052
Subject #370;4,424;Smell;Left;;None;;-84,44631;0,001899719;132,7944;-39,73759;0,001899719;74,1114;316,2642;0;351,5046;31,40833
Subject #370;4,535;Smell;Left;;None;;-84,44631;0,001899719;132,7944;-41,2534;0,001899719;75,734;317,9865;0;352,9572;29,78933
Subject #370;4,635;Smell;Left;;None;;-84,44631;0,001899719;132,7944;-42,57038;0,001899719;77,24754;320,2911;0;358,0612;28,83544
Subject #370;4,736;Smell;Left;;None;;-84,44631;0,001899719;132,7944;-43,82935;0,001899719;78,82258;322,6379;0;8,228184;26,75593
Subject #370;4,836;Smell;Left;;None;;-84,44631;0,001899719;132,7944;-45,02041;0,001899719;80,43417;324,5737;0;19,83691;23,92801
