SubjectName,Timestamp,FeedbackType,MainTask,MainTaskInfo,SecondaryTask,SecondaryTaskInfo,EventInfo,HorizontalPlayerRot,VerticalPlayerRot,HorizontalHmdRot,VerticalHmdRot
Subject #143,0.002,Heat,None,,None,,,9.72998,0,23.76184,30.46172
Subject #143,0.111,Audio,None,,None,,,9.72998,0,22.88367,30.80109
Subject #143,0.212,Audio,None,,None,,,9.72998,0,21.1682,28.33894
Subject #143,0.312,Audio,None,,None,,,9.72998,0,25.22952,29.23534
Subject #143,0.413,Audio,None,,None,,,9.72998,0,34.47452,31.39859
Subject #143,0.513,Audio,None,,None,,,9.72998,0,38.55435,32.64063
Subject #143,0.614,Audio,None,,None,,,9.72998,0,34.34755,32.71195
Subject #143,0.714,Audio,None,,None,,,9.72998,0,29.34017,33.89584
Subject #143,0.815,Audio,None,,None,,,9.72998,0,20.6499,33.67299
Subject #143,0.915,Audio,None,,None,,,9.72998,0,15.59953,36.00053
Subject #143,1.016,Audio,None,,None,,,9.72998,0,17.93308,36.02746
Subject #143,1.116,Audio,None,,None,,,9.72998,0,18.96849,32.52022
Subject #143,1.217,Audio,None,,None,,,9.72998,0,14.04089,26.72876
Subject #143,1.319,Audio,None,,None,,,9.72998,0,8.672427,19.13627
Subject #143,1.430,Audio,None,,None,,,9.72998,0,2.424813,15.42501
Subject #143,1.530,Audio,None,,None,,,9.72998,0,359.195,10.95563
Subject #143,1.631,Audio,None,,None,,,9.72998,0,1.162897,11.2979
Subject #143,1.731,Audio,None,,None,,,9.72998,0,5.706608,13.21319
Subject #143,1.831,Audio,None,,None,,,9.72998,0,9.582339,13.38154
Subject #143,1.932,Audio,None,,None,,,9.72998,0,10.8481,17.30351
Subject #143,2.033,Audio,None,,None,,,9.72998,0,11.28553,21.97071
Subject #143,2.133,Audio,None,,None,,,9.72998,0,11.0614,24.34183
Subject #143,2.233,Audio,None,,None,,,9.72998,0,12.16473,25.72064
Subject #143,2.334,Audio,None,,None,,,9.72998,0,14.20416,27.20725
Subject #143,2.435,Audio,None,,None,,,9.72998,0,14.00747,27.32358
Subject #143,2.535,Audio,None,,None,,,9.72998,0,11.53995,25.96045
Subject #143,2.636,Audio,None,,None,,,9.72998,0,10.05809,23.94012
Subject #143,2.736,Audio,None,,None,,,9.72998,0,9.862605,19.81654
Subject #143,2.837,Audio,None,,None,,,9.72998,0,11.11877,11.73574
Subject #143,2.937,Audio,None,,None,,,9.72998,0,12.68526,6.333405
Subject #143,3.038,Audio,None,,None,,,9.72998,0,14.03102,0.5188195
Subject #143,3.138,Audio,None,,None,,,9.72998,0,14.96115,357.6044
Subject #143,3.239,Audio,None,,None,,,9.72998,0,14.76186,357.5738
Subject #143,3.339,Audio,None,,None,,,9.72998,0,14.22972,359.0939
Subject #143,3.441,Audio,Right,,Right,,,9.72998,0,13.61077,359.7254
Subject #143,3.552,Audio,Right,,Right,,,9.72998,0,13.26525,359.6983
Subject #143,3.652,Audio,Right,,Right,,,9.72998,0,13.02572,359.6097
Subject #143,3.753,Audio,Right,,Right,,,9.72998,0,12.73788,359.6837
Subject #143,3.853,Audio,Right,,Right,,,9.72998,0,12.27453,359.5587
Subject #143,3.954,Audio,Right,,Right,,,9.72998,0,12.50214,359.682
Subject #143,4.054,Audio,Right,,Right,,,9.72998,0,13.38531,359.9295
Subject #143,4.155,Audio,Right,,Right,,,9.72998,0,15.95593,359.5557
Subject #143,4.255,Audio,Right,,Right,,,9.72998,0,26.8257,358.121
Subject #143,4.356,Audio,Right,,Right,,,9.72998,0,46.65601,355.0809
Subject #143,4.457,Audio,Right,,Right,,,9.72998,0,67.38287,354.9528
Subject #143,4.557,Audio,Right,,Right,,,9.72998,0,83.98717,355.5508
Subject #143,4.657,Audio,Right,,Right,,,9.72998,0,93.15334,356.4943
Subject #143,4.758,Audio,Right,,Right,,,9.72998,0,95.28097,355.9808
Subject #143,4.858,Audio,Right,,Right,,,9.72998,0,93.77551,354.8816
Subject #143,4.959,Audio,Right,,Right,,,9.72998,0,88.7058,352.2163
Subject #143,5.060,Audio,Right,,Right,,,9.72998,0,82.87489,348.566
Subject #143,5.160,Audio,Right,,Right,,,9.72998,0,79.70052,346.6196
Subject #143,5.260,Audio,Right,,Right,,,9.72998,0,79.66878,346.4658
Subject #143,5.361,Audio,Right,,Right,,,9.72998,0,80.30854,347.5576
Subject #143,5.462,Audio,Right,,Right,,,9.72998,0,81.22781,348.0748
Subject #143,5.562,Audio,Right,,Right,,,9.72998,0,81.49159,348.2025
