SubjectName,Timestamp,FeedbackType,MainTask,MainTaskInfo,SecondaryTask,SecondaryTaskInfo,EventInfo,HorizontalPlayerRot,VerticalPlayerRot,HorizontalHmdRot,VerticalHmdRot
Subject #245,0.010,Heat,None,,None,,,9.72998,0,9.72998,0
Subject #245,0.110,Audio,None,,None,,,9.72998,0,9.72998,0
Subject #245,0.216,Audio,None,,None,,,9.72998,0,9.72998,0
Subject #245,0.343,Audio,None,,None,,,9.72998,0,9.72998,0
Subject #245,0.465,Audio,None,,None,,,9.72998,0,9.72998,0
Subject #245,0.581,Audio,None,,None,,,9.72998,0,9.72998,0
Subject #245,0.699,Audio,None,,None,,,9.72998,0,9.72998,0
Subject #245,0.823,Audio,None,,None,,,9.72998,0,9.72998,0
Subject #245,0.945,Audio,None,,None,,,9.72998,0,9.72998,0
Subject #245,1.055,Audio,None,,None,,,9.72998,0,9.72998,0
Subject #245,1.175,Audio,None,,None,,,9.72998,0,9.72998,0
Subject #245,1.296,Audio,None,,None,,,9.72998,0,9.72998,0
Subject #245,1.397,Audio,None,,None,,,9.72998,0,9.72998,0
Subject #245,1.516,Audio,None,,None,,,9.72998,0,9.72998,0
Subject #245,1.634,Audio,None,,None,,,9.72998,0,9.72998,0
Subject #245,1.758,Audio,None,,None,,,9.72998,0,9.72998,0
Subject #245,1.861,Audio,None,,None,,,9.72998,0,9.72998,0
Subject #245,1.984,Audio,None,,None,,,9.72998,0,9.72998,0
Subject #245,2.103,Audio,None,,None,,,9.72998,0,9.72998,0
Subject #245,2.223,Audio,None,,None,,,9.72998,0,9.72998,0
Subject #245,2.331,Audio,None,,None,,,9.72998,0,9.72998,0
Subject #245,2.450,Audio,None,,None,,,9.72998,0,9.72998,0
Subject #245,2.570,Audio,None,,None,,,9.72998,0,9.72998,0
Subject #245,2.689,Audio,None,,None,,,9.72998,0,9.72998,0
Subject #245,2.810,Audio,None,,None,,,9.72998,0,9.72998,0
Subject #245,2.931,Audio,None,,None,,,9.72998,0,9.72998,0
Subject #245,3.051,Audio,None,,None,,,9.72998,0,9.72998,0
Subject #245,3.171,Audio,None,,None,,,9.72998,0,9.72998,0
