SubjectName,Timestamp,FeedbackType,ActionType,EventInfo,HorizontalPlayerRot,VerticalPlayerRot,HorizontalHmdRot,VerticalHmdRot
Subject #32,0.012,Heat,No Action,no event,0,0,0,0
Subject #32,0.111,Smell,No Action,no event,0,0,0,0
Subject #32,0.227,Smell,No Action,no event,0,0,0,0
Subject #32,0.344,Smell,No Action,no event,0,0,0,0
Subject #32,0.459,Smell,No Action,no event,0,0,0,0
Subject #32,0.565,Smell,No Action,no event,0,0,0,0
Subject #32,0.674,Smell,No Action,no event,0,0,0,0
Subject #32,0.783,Smell,No Action,no event,0,0,0,0
Subject #32,0.900,Smell,No Action,no event,0,0,0,0
Subject #32,1.047,Smell,No Action,no event,0,0,0,0
Subject #32,1.164,Smell,No Action,no event,0,0,0,0
Subject #32,1.275,Smell,No Action,no event,0,0,0,0
Subject #32,1.391,Smell,No Action,no event,0,0,0,0
Subject #32,1.492,Smell,No Action,no event,0,0,0,0
Subject #32,1.601,Smell,No Action,no event,0,0,0,0
Subject #32,1.723,Smell,No Action,no event,0,0,0,0
Subject #32,1.823,Smell,No Action,no event,0,0,0,0
Subject #32,1.925,Smell,No Action,no event,0,0,0,0
Subject #32,2.039,Smell,No Action,no event,0,0,0,0
Subject #32,2.161,Smell,No Action,no event,0,0,0,0
Subject #32,2.270,Smell,No Action,no event,0,0,0,0
Subject #32,2.372,Smell,No Action,no event,0,0,0,0
Subject #32,2.475,Smell,No Action,no event,0,0,0,0
Subject #32,2.576,Smell,No Action,no event,0,0,0,0
Subject #32,2.690,Smell,No Action,no event,0,0,0,0
Subject #32,2.804,Smell,No Action,no event,0,0,0,0
Subject #32,2.926,Smell,No Action,no event,0,0,0,0
Subject #32,3.048,Smell,No Action,no event,0,0,0,0
Subject #32,3.171,Smell,No Action,no event,0,0,0,0
Subject #32,3.276,Smell,No Action,no event,0,0,0,0
Subject #32,3.386,Smell,No Action,no event,0,0,0,0
Subject #32,3.511,Smell,No Action,no event,0,0,0,0
Subject #32,3.621,Smell,No Action,no event,0,0,0,0
Subject #32,3.726,Smell,No Action,no event,0,0,0,0
Subject #32,3.828,Smell,No Action,no event,0,0,0,0
Subject #32,3.940,Smell,No Action,no event,0,0,0,0
Subject #32,4.059,Smell,No Action,no event,0,0,0,0
Subject #32,4.168,Smell,No Action,no event,0,0,0,0
Subject #32,4.269,Smell,No Action,no event,0,0,0,0
Subject #32,4.383,Smell,No Action,no event,0,0,0,0
Subject #32,4.493,Smell,No Action,no event,0,0,0,0
Subject #32,4.597,Smell,No Action,no event,0,0,0,0
Subject #32,4.751,Smell,POV,Action Started,350.3304,0,350.3304,0
Subject #32,4.888,Smell,POV,no event,336.1212,0,336.1212,0
Subject #32,4.994,Smell,POV,no event,335.2711,0,335.2711,0
Subject #32,5.102,Smell,POV,no event,335.2711,0,335.2711,0
Subject #32,5.202,Smell,POV,no event,336.0026,0,336.0026,0
Subject #32,5.313,Smell,POV,no event,345.9814,0,345.9814,0
Subject #32,5.439,Smell,POV,no event,346.7392,0,346.7392,0
Subject #32,5.547,Smell,POV,no event,335.4441,0,335.4441,0
Subject #32,5.655,Smell,POV,no event,332.0457,5.572396,332.0457,5.572396
Subject #32,5.767,Smell,POV,no event,331.5194,2.159518,331.5194,2.159518
Subject #32,5.867,Smell,POV,no event,327.7483,358.6427,327.7483,358.6427
Subject #32,5.974,Smell,POV,no event,316.0033,358.1166,316.0033,358.1166
Subject #32,6.089,Smell,POV,no event,302.0728,357.3402,302.0728,357.3402
Subject #32,6.208,Smell,POV,no event,287.7793,356.7071,287.7793,356.7071
Subject #32,6.323,Smell,POV,no event,275.5435,356.3261,275.5435,356.3261
Subject #32,6.443,Smell,POV,no event,274.2441,356.2952,274.2441,356.2952
Subject #32,6.560,Smell,POV,no event,264.5291,356.1253,264.5291,356.1253
Subject #32,6.676,Smell,POV,no event,250.8991,356.0743,250.8991,356.0743
Subject #32,6.784,Smell,POV,no event,237.7448,356.2342,237.7448,356.2342
Subject #32,6.895,Smell,POV,no event,224.7086,356.5872,224.7086,356.5872
Subject #32,7.025,Smell,POV,no event,208.6741,357.2601,208.6741,357.2601
Subject #32,7.154,Smell,POV,no event,193.5256,358.0933,193.5256,358.0933
Subject #32,7.273,Smell,POV,no event,179.186,359.006,179.186,359.006
Subject #32,7.403,Smell,POV,no event,163.4031,358.9431,163.4031,358.9431
Subject #32,7.508,Smell,POV,no event,149.6519,349.0015,149.6519,349.0015
Subject #32,7.622,Smell,POV,no event,133.5522,337.377,133.5522,337.377
Subject #32,7.734,Smell,POV,no event,116.7565,331.053,116.7565,331.053
Subject #32,7.858,Smell,POV,no event,100.8107,336.4359,100.8107,336.4359
Subject #32,7.965,Smell,POV,no event,88.74374,342.4415,88.74374,342.4415
Subject #32,8.072,Smell,POV,no event,77.55524,349.0876,77.55524,349.0876
Subject #32,8.174,Smell,POV,no event,67.32001,355.8157,67.32001,355.8157
Subject #32,8.289,Smell,POV,no event,55.76097,3.69313,55.76097,3.69313
Subject #32,8.412,Smell,POV,no event,43.47565,11.74496,43.47565,11.74496
Subject #32,8.516,Smell,POV,no event,32.5467,18.14055,32.5467,18.14055
Subject #32,8.640,Smell,POV,no event,18.1057,25.03018,18.1057,25.03018
