SubjectId;Timestamp;EventType;EventStatus;EventInfo;EventId
9;9.065;POV;visible;Left;-316064
9;11.099;Ring;visible;(16.5, 0.0, 150.6);-317312
9;14.051;POV;timeout;;-316064
9;14.091;Ring;visible;(31.4, 0.0, 208.9);-319458
9;16.302;Ring;visible;(29.0, 0.0, 254.1);-321130
9;18.085;Ring;success;;-319458
9;18.716;Ring;visible;(52.4, 0.0, 299.2);-322996
9;19.088;Ring;timeout;;-317312
9;20.765;POV;visible;Middle;-324536
9;22.780;Ring;visible;(62.1, 0.0, 380.0);-325976
9;24.305;Ring;timeout;;-321130
9;24.909;Ring;visible;(76.3, 0.0, 420.8);-327628
9;25.723;POV;timeout;;-324536
9;26.729;Ring;timeout;;-322996
9;26.797;Ring;success;;-325976
