SubjectId;Timestamp;EventType;EventStatus;EventInfo;EventId
12;9.095;POV;visible;Right;-352672
12;11.149;Ring;visible;(0.2, 56.0, 203.2);-354056
12;14.070;POV;timeout;;-352672
12;20.620;Ring;visible;(3.1, 72.1, 264.2);-355808
12;23.028;Ring;visible;(15.2, 84.4, 310.8);-357140
12;25.075;POV;visible;Left;-358212
12;25.451;Ring;timeout;;-354056
12;27.133;Ring;visible;(12.9, 105.3, 390.2);-359396
12;28.623;Ring;timeout;;-355808
12;30.075;POV;timeout;;-358212
12;30.572;Ring;visible;(-3.1, 122.9, 456.7);-361254
12;30.991;Ring;timeout;;-357140
12;32.942;Ring;visible;(12.7, 135.0, 502.5);-362528
12;35.103;Ring;timeout;;-359396
12;36.739;Ring;visible;(17.7, 154.3, 576.0);-364472
12;38.543;Ring;timeout;;-361254
12;38.792;POV;visible;Left;-365598
12;40.852;Ring;visible;(1.5, 175.3, 655.5);-366776
12;40.913;Ring;timeout;;-362528
