SubjectName,Timestamp,FeedbackType,MainTask,MainTaskInfo,SecondaryTask,SecondaryTaskInfo,EventInfo,HorizontalPlayerRot,VerticalPlayerRot,HorizontalHmdRot,VerticalHmdRot
Subject #102,0.003,Heat,None,,None,,,0.06952286,359.9525,94.49223,48.53361
Subject #102,0.111,Audio,Right,,Right,,,0.07497309,359.9504,60.18951,24.16341
Subject #102,0.212,Audio,Right,,Right,,,0.07811663,359.9477,51.53209,25.76987
Subject #102,0.312,Audio,Right,,Right,,,0.08337377,359.9434,47.73872,24.10218
Subject #102,0.416,Audio,Right,,Right,,,0.09103415,359.9428,35.46638,33.29353
Subject #102,0.516,Audio,Right,,Right,,,0.09804007,359.9431,26.85548,37.65394
Subject #102,0.617,Audio,Right,,Right,,,0.1092517,359.9401,28.02944,35.81002
Subject #102,0.717,Audio,Right,,Right,,,0.1243686,359.9375,25.66194,32.35337
Subject #102,0.818,Audio,Right,,Right,,,0.1360094,359.935,22.28287,31.36465
Subject #102,0.919,Audio,Right,,Right,,,0.1436912,359.9341,20.43573,28.98071
Subject #102,1.019,Audio,Right,,Right,,,0.1510619,359.9336,15.04742,24.65113
Subject #102,1.120,Audio,Right,,Right,,,0.1576601,359.9312,9.458982,18.17727
Subject #102,1.220,Audio,Right,,Right,,,0.1651166,359.9282,1.296543,14.29266
Subject #102,1.321,Audio,Right,,Right,,,0.173131,359.9271,353.9039,12.47502
Subject #102,1.421,Audio,Right,,Right,,,0.1832805,359.9241,347.0481,11.08495
Subject #102,1.522,Audio,Right,,Right,,,0.1947066,359.9224,340.8016,10.62049
Subject #102,1.622,Audio,Right,,Right,,,0.2036437,359.9176,335.8755,9.287497
Subject #102,1.723,Audio,Right,,Right,,,0.2123019,359.9115,334.719,8.580965
Subject #102,1.823,Audio,Right,,Right,,,0.2193507,359.905,338.5472,9.188487
Subject #102,1.924,Audio,Right,,Right,,,0.2272257,359.8972,347.5584,9.667219
Subject #102,2.024,Audio,Right,,Right,,,0.2367743,359.8888,358.3154,9.057475
Subject #102,2.125,Audio,Right,,Right,,,0.2468808,359.8806,9.643761,8.482727
Subject #102,2.225,Audio,Right,,Right,,,0.2545196,359.8747,17.58395,8.179746
