SubjectName,Timestamp,FeedbackType,MainTask,MainTaskInfo,SecondaryTask,SecondaryTaskInfo,EventInfo,HorizontalPlayerRot,VerticalPlayerRot,HorizontalHmdRot,VerticalHmdRot
Subject #109,0.002,Heat,None,,None,,,9.111197,0,23.53389,1.798651
Subject #109,0.108,Audio,Right,,Right,,,11.59661,0,25.59638,1.474422
Subject #109,0.225,Audio,Right,,Right,,,14.09459,0,27.14846,1.093615
Subject #109,0.349,Audio,Right,,Right,,,16.146,0,26.98842,0.8660263
Subject #109,0.457,Audio,Right,,Right,,,17.67123,0,26.39993,0.9686445
Subject #109,0.564,Audio,Right,,Right,,,18.60419,0,25.87984,0.6918356
Subject #109,0.666,Audio,Right,,Right,,,17.66707,0,23.74983,0.5143738
Subject #109,0.782,Audio,Right,,Right,,,14.10633,0,17.78915,359.8497
Subject #109,0.886,Audio,Right,,Right,,,7.615474,0,9.965551,358.9794
Subject #109,0.989,Audio,Right,,Right,,,357.5271,0,359.7592,357.0979
Subject #109,1.096,Audio,Right,,Right,,,344.9972,0,347.7079,354.0862
Subject #109,1.203,Audio,Right,,Right,,,332.1207,0,334.0128,354.1681
Subject #109,1.319,Audio,Right,,Right,,,318.2446,0,318.9141,354.4369
Subject #109,1.419,Audio,Right,,Right,,,306.0811,0,306.4049,354.3292
Subject #109,1.519,Audio,Right,,Right,,,294.1402,0,293.7737,353.1515
Subject #109,1.630,Audio,Right,,Right,,,280.7795,0,278.5545,353.4655
Subject #109,1.744,Audio,Right,,Right,,,267.1364,0,265.2969,352.8363
Subject #109,1.867,Audio,Right,,Right,,,252.5061,0,251.8134,352.6164
Subject #109,1.978,Audio,Right,,Right,,,239.0854,0,238.4411,352.7287
Subject #109,2.089,Audio,Right,,Right,,,225.8012,0,224.9005,352.2023
Subject #109,2.194,Audio,Right,,Right,,,213.1208,0,212.2043,352.2418
Subject #109,2.312,Audio,Right,,Right,,,199.0291,0,197.6528,352.3987
Subject #109,2.417,Audio,Right,,Right,,,186.6856,0,184.8396,352.2669
Subject #109,2.517,Audio,Right,,Right,,,177.108,0,175.3476,352.2901
Subject #109,2.635,Audio,Right,,Right,,,170.9089,0,168.7896,352.3293
Subject #109,2.747,Audio,Right,,Right,,,169.7399,0,167.2837,352.2816
Subject #109,2.857,Audio,Right,,Right,,,171.6378,0,169.0768,352.3344
