SubjectName;Timestamp;FeedbackType;MainTask;MainTaskInfo;SecondaryTask;SecondaryTaskInfo;MainTaskXPos;MainTaskYPos;MainTaskZPos;PlayerXPos;PlayerYPos;PlayerZPos;HorizontalPlayerRot;VerticalPlayerRot;HorizontalHmdRot;VerticalHmdRot
Subject #302;0,011;Heat;;;;;;;;0,04621209;0,001899719;-0,007654689;8,999991;0;9,729981;0
Subject #302;0,113;Audio;;;;;;;;0,06714404;0,001899719;0,1245045;8,999991;0;9,729981;0
Subject #302;0,215;Audio;;Task Spawned;;;12,58189;13,33523;79,13957;0,1001233;0,001899719;0,3327278;8,999991;0;9,729981;0
Subject #302;0,322;Audio;;;;;12,58189;13,33523;79,13957;0,146114;0,001899719;0,6231021;8,999991;0;9,729981;0
Subject #302;0,436;Audio;;;;;12,58189;13,33523;79,13957;0,2067747;0,001899719;1,006099;8,999991;0;9,729981;0
Subject #302;0,550;Audio;;;;;12,58189;13,33523;79,13957;0,2796673;0,001899719;1,466325;8,999991;0;9,729981;0
Subject #302;0,667;Audio;;;;;12,58189;13,33523;79,13957;0,3667644;0,001899719;2,016235;8,999991;0;9,729981;0
Subject #302;0,784;Audio;;;;;12,58189;13,33523;79,13957;0,4669171;0,001899719;2,648575;8,999991;0;9,729981;0
Subject #302;0,898;Audio;;;;;12,58189;13,33523;79,13957;0,5770392;0,001899719;3,34386;8,999991;0;9,729981;0
Subject #302;1,021;Audio;;;;;12,58189;13,33523;79,13957;0,7099636;0,001899719;4,183112;8,999991;0;9,729981;0
Subject #302;1,124;Audio;;;;;12,58189;13,33523;79,13957;0,8302858;0,001899719;4,942798;8,999991;0;9,729981;0
Subject #302;1,227;Audio;;;;;12,58189;13,33523;79,13957;0,9629276;0,001899719;5,780265;8,999991;0;9,729981;0
Subject #302;1,343;Audio;;;;;12,58189;13,33523;79,13957;1,122609;0,001899719;6,788451;8,999991;0;9,729981;0
Subject #302;1,460;Audio;;;;;12,58189;13,33523;79,13957;1,297326;0,001899719;7,891575;8,999991;0;9,729981;0
Subject #302;1,575;Audio;;;;;12,58189;13,33523;79,13957;1,481955;0,001899719;9,057276;8,999991;0;9,729981;0
Subject #302;1,686;Audio;;;;;12,58189;13,33523;79,13957;1,671059;0,001899719;10,25123;8,999991;0;9,729981;0
Subject #302;1,786;Audio;;;;;12,58189;13,33523;79,13957;1,852196;0,001899719;11,39489;8,999991;0;9,729981;0
Subject #302;1,903;Audio;;;;;12,58189;13,33523;79,13957;2,070452;0,001899719;12,77291;8,999991;0;9,729981;0
Subject #302;2,021;Audio;;;;;12,58189;13,33523;79,13957;2,292567;0,001899719;14,17529;8,999991;0;9,729981;0
Subject #302;2,134;Audio;;;;;12,58189;13,33523;79,13957;2,505539;0,001899719;15,51994;8,999991;0;9,729981;0
Subject #302;2,235;Audio;;;;;12,58189;13,33523;79,13957;2,694482;0,001899719;16,71288;8,999991;0;9,729981;0
Subject #302;2,353;Audio;;;;;12,58189;13,33523;79,13957;2,914715;0,001899719;18,10337;8,999991;0;9,729981;0
Subject #302;2,457;Audio;;;;;12,58189;13,33523;79,13957;3,109923;0,001899719;19,33587;8,999991;0;9,729981;0
Subject #302;2,572;Audio;;;;;12,58189;13,33523;79,13957;3,326785;0,001899719;20,70509;8,999991;0;9,729981;0
Subject #302;2,686;Audio;;;;;12,58189;13,33523;79,13957;3,540222;0,001899719;22,05268;8,999991;0;9,729981;0
Subject #302;2,804;Audio;;;;;12,58189;13,33523;79,13957;3,761977;0,001899719;23,45278;8,999991;0;9,729981;0
Subject #302;2,920;Audio;;;;;12,58189;13,33523;79,13957;3,980789;0,001899719;24,83431;8,999991;0;9,729981;0
Subject #302;3,034;Audio;;;;;12,58189;13,33523;79,13957;4,194249;0,001899719;26,18205;8,999991;0;9,729981;0
Subject #302;3,146;Audio;;;;;12,58189;13,33523;79,13957;4,403801;0,001899719;27,50511;8,999991;0;9,729981;0
Subject #302;3,258;Audio;;;;;12,58189;13,33523;79,13957;4,614467;0,001899719;28,8352;8,999991;0;9,729981;0
Subject #302;3,376;Audio;;;;;12,58189;13,33523;79,13957;4,835244;0,001899719;30,22914;8,999991;0;9,729981;0
Subject #302;3,476;Audio;;;;;12,58189;13,33523;79,13957;5,024019;0,001899719;31,42101;8,999991;0;9,729981;0
