SubjectName,Timestamp,FeedbackType,ActionType,EventInfo,HorizontalPlayerRot,VerticalPlayerRot,HorizontalHmdRot,VerticalHmdRot
Subject #87,0.003,Heat,No Action,no event,0,0,148.1793,26.22422
Subject #87,0.109,Audio,No Action,no event,0,0,148.4765,25.42874
Subject #87,0.214,Audio,No Action,no event,0,0,147.7376,24.92496
Subject #87,0.322,Audio,No Action,no event,0,0,147.1645,24.50245
Subject #87,0.426,Audio,No Action,no event,0,0,146.4005,24.41896
Subject #87,0.527,Audio,No Action,no event,0,0,145.3234,24.18954
Subject #87,0.632,Audio,No Action,no event,0,0,143.5288,23.97013
Subject #87,0.739,Audio,No Action,no event,0,0,140.7452,23.14243
Subject #87,0.839,Audio,No Action,no event,0,0,137.6823,22.15137
Subject #87,0.940,Audio,No Action,no event,0,0,135.1847,21.43282
Subject #87,1.041,Audio,No Action,no event,0,0,133.4931,20.79851
Subject #87,1.141,Audio,No Action,no event,0,0,132.2496,20.61587
Subject #87,1.242,Audio,No Action,no event,0,0,130.2763,20.42131
Subject #87,1.343,Audio,No Action,no event,0,0,127.4247,20.22601
Subject #87,1.454,Audio,No Action,no event,0,0,123.1273,20.06227
Subject #87,1.564,Audio,No Action,no event,0,0,117.9786,19.93314
Subject #87,1.665,Audio,No Action,no event,0,0,114.1561,19.683
Subject #87,1.765,Audio,No Action,no event,0,0,112.575,19.66392
Subject #87,1.866,Audio,No Action,no event,0,0,113.7059,19.69689
Subject #87,1.966,Audio,No Action,no event,0,0,117.3343,19.71192
Subject #87,2.067,Audio,No Action,no event,0,0,123.1562,19.72366
Subject #87,2.169,Audio,No Action,no event,0,0,130.1877,19.81948
Subject #87,2.269,Audio,No Action,no event,0,0,137.9496,19.9142
Subject #87,2.369,Audio,No Action,no event,0,0,145.7194,20.00225
Subject #87,2.470,Audio,No Action,no event,0,0,152.0444,20.26454
Subject #87,2.571,Audio,No Action,no event,0,0,156.7347,21.0007
Subject #87,2.671,Audio,No Action,no event,0,0,159.4836,21.33522
Subject #87,2.772,Audio,No Action,no event,0,0,159.8868,21.71255
Subject #87,2.872,Audio,No Action,no event,0,0,158.6859,21.61045
Subject #87,2.973,Audio,No Action,no event,0,0,155.0591,21.09827
Subject #87,3.073,Audio,No Action,no event,0,0,150.1668,19.74347
Subject #87,3.174,Audio,No Action,no event,0,0,145.9635,18.5038
