SubjectName;Timestamp;FeedbackType;MainTask;MainTaskInfo;SecondaryTask;SecondaryTaskInfo;MainTaskXPos;MainTaskYPos;MainTaskZPos;PlayerXPos;PlayerYPos;PlayerZPos;HorizontalPlayerRot;VerticalPlayerRot;HorizontalHmdRot;VerticalHmdRot
Subject #313;0,011;Heat;;;;;;;;0,04116064;0,001899719;-0,03954829;8,999991;0;9,729981;0
Subject #313;0,113;Audio;;;;;;;;0,05877632;0,001899719;0,07167282;8,999991;0;9,729981;0
Subject #313;0,219;Audio;;Task Spawned;;;;;;0,08993902;0,001899719;0,2684266;8,999991;0;9,729981;0
Subject #313;0,322;Audio;;;;;;;;0,1308736;0,001899719;0,5268775;8,999991;0;9,729981;0
Subject #313;0,439;Audio;;;;;;;;0,1898784;0,001899719;0,8994193;8,999991;0;9,729981;0
Subject #313;0,551;Audio;;;;;;;;0,259014;0,001899719;1,335925;8,999991;0;9,729981;0
Subject #313;0,667;Audio;;;;;;;;0,3422026;0,001899719;1,861157;8,999991;0;9,729981;0
Subject #313;0,770;Audio;;;;;;;;0,4263058;0,001899719;2,392165;8,999991;0;9,729981;0
Subject #313;0,881;Audio;;;;;;;;0,5288319;0,001899719;3,039489;8,999991;0;9,729981;0
Subject #313;0,994;Audio;;;;;;;;0,645323;0,001899719;3,774986;8,999991;0;9,729981;0
Subject #313;1,116;Audio;;;;;;;;0,7793797;0,001899719;4,621388;8,999991;357,4964;9,730679;357,4966
Subject #313;1,222;Audio;;;;;;;;0,9137595;0,1057113;5,46983;8,99999;345,2169;9,75497;345,2181
Subject #313;1,328;Audio;;;;;;;;1,046636;0,4032961;6,30878;8,999991;335,5229;9,802056;335,525
Subject #313;1,428;Audio;;;;;;;;1,177253;0,7908075;7,133466;8,99999;334,9761;9,805592;334,9783
Subject #313;1,538;Audio;;;;;;;;1,330855;1,249169;8,10327;8,99999;334,9761;9,805592;334,9783
Subject #313;1,644;Audio;;;;;;;;1,488384;1,71925;9,097866;8,99999;334,9761;9,805592;334,9783
Subject #313;1,755;Audio;;;;;;;;1,662798;2,239719;10,19908;8,99999;334,9761;9,805592;334,9783
Subject #313;1,874;Audio;;;;;;;;1,863534;2,834989;11,46648;8,99999;336,976;9,793155;336,9779
Subject #313;1,976;Audio;;;;;;;;2,043288;3,229553;12,6014;8,999991;348,07;9,746095;348,071
Subject #313;2,077;Audio;;;;;;;;2,231633;3,421997;13,79057;8,999991;352,861;9,735685;352,8615
Subject #313;2,178;Audio;;;;;;;;2,418963;3,571982;14,97332;8,999991;352,861;9,735685;352,8615
Subject #313;2,296;Audio;;;;;;;;2,64005;3,748995;16,36921;8,999991;352,861;9,735685;352,8615
Subject #313;2,401;Audio;;;;;;;;2,823725;3,907231;17,59682;5,554619;351,1622;6,293379;351,1629
Subject #313;2,517;Audio;;;;;;;;2,826132;4,235219;18,94532;351,9705;338,5081;352,755;338,5099
Subject #313;2,623;Audio;;;;;;;;2,589045;4,755299;20,07441;344,7281;334,028;345,5401;334,0302
Subject #313;2,729;Audio;;;;;;;;2,286326;5,315144;21,1831;344,7281;334,028;345,5401;334,0302
Subject #313;2,831;Audio;;;;;;;;1,999084;5,846366;22,23511;344,7281;334,028;345,5401;334,0302
Subject #313;2,934;Audio;;;;;;;;1,703593;6,392844;23,31733;344,7281;334,028;345,5401;334,0302
Subject #313;3,050;Audio;;;;;;;;1,376281;6,998173;24,51609;344,7281;334,028;345,5401;334,0302
Subject #313;3,164;Audio;;;;;;;;1,052007;7,597882;25,70373;344,7281;334,028;345,5401;334,0302
Subject #313;3,275;Audio;;;;;;;;0,7348499;8,18443;26,8653;344,7281;334,028;345,5401;334,0302
Subject #313;3,393;Audio;;;;;;;;0,4000121;8,803676;28,09163;344,7281;334,028;345,5401;334,0302
Subject #313;3,504;Audio;;;;;;;;0,08522197;9,385846;29,24453;344,7281;334,028;345,5401;334,0302
Subject #313;3,619;Audio;;;;;;;;-0,2412925;9,989698;30,44038;344,7281;334,028;345,5401;334,0302
Subject #313;3,738;Audio;;;;;;;;-0,5793106;10,61483;31,67835;344,7281;334,603;345,5362;334,6052
Subject #313;3,839;Audio;;;;;;;;-0,8687032;11,07866;32,7694;347,6909;344,0945;348,4499;344,0959
Subject #313;3,964;Audio;;;;;;;;-1,058452;11,37597;34,21513;356,6581;351,0901;357,397;351,0909
Subject #313;4,066;Audio;Middle;Task Started;Middle;Task Started;12,57352;13,33523;79,08674;-1,128927;11,5655;35,42202;356,6581;351,0901;357,397;351,0909
