SubjectName,Timestamp,FeedbackType,ActionType,EventInfo,HorizontalPlayerRot,VerticalPlayerRot,HorizontalHmdRot,VerticalHmdRot
Subject #29,0.014,Heat,No Action,no event,0,0,0,0
Subject #29,0.129,Vibration,No Action,no event,0,0,0,0
Subject #29,0.240,Vibration,No Action,no event,0,0,0,0
Subject #29,0.347,Vibration,No Action,no event,0,0,0,0
Subject #29,0.455,Vibration,No Action,no event,0,0,0,0
Subject #29,0.644,Vibration,No Action,no event,0,0,0,0
Subject #29,0.759,Vibration,No Action,no event,0,0,0,0
Subject #29,0.861,Vibration,No Action,no event,0,0,0,0
Subject #29,0.972,Vibration,No Action,no event,0,0,0,0
Subject #29,1.092,Vibration,No Action,no event,0,0,0,0
Subject #29,1.194,Vibration,No Action,no event,0,0,0,0
Subject #29,1.295,Vibration,No Action,no event,0,0,0,0
Subject #29,1.408,Vibration,No Action,no event,0,0,0,0
Subject #29,1.510,Vibration,No Action,no event,0,0,0,0
Subject #29,1.614,Vibration,No Action,no event,0,0,0,0
Subject #29,1.733,Vibration,No Action,no event,0,358.8848,0,358.8848
Subject #29,1.839,Vibration,No Action,no event,0,347.662,0,347.662
Subject #29,1.960,Vibration,No Action,no event,0,333.2304,0,333.2304
Subject #29,2.078,Vibration,No Action,no event,0,318.8806,0,318.8806
Subject #29,2.195,Vibration,No Action,no event,0,314.7633,0,314.7633
Subject #29,2.302,Vibration,No Action,no event,0,314.7633,0,314.7633
Subject #29,2.416,Vibration,No Action,no event,0,314.7633,0,314.7633
Subject #29,2.519,Vibration,No Action,no event,0,314.7633,0,314.7633
Subject #29,2.621,Vibration,No Action,no event,0,314.7633,0,314.7633
Subject #29,2.741,Vibration,No Action,no event,0,314.7633,0,314.7633
Subject #29,2.847,Vibration,No Action,no event,0,314.7633,0,314.7633
Subject #29,2.956,Vibration,No Action,no event,0,314.7633,0,314.7633
Subject #29,3.061,Vibration,No Action,no event,0,314.7633,0,314.7633
Subject #29,3.174,Vibration,No Action,no event,0,314.7633,0,314.7633
Subject #29,3.291,Vibration,No Action,no event,0,314.7633,0,314.7633
Subject #29,3.401,Vibration,No Action,no event,0,314.7633,0,314.7633
Subject #29,3.520,Vibration,No Action,no event,0,314.7633,0,314.7633
Subject #29,3.642,Vibration,No Action,no event,0,314.7633,0,314.7633
Subject #29,3.743,Vibration,No Action,no event,352.7616,314.9925,352.7616,314.9925
Subject #29,3.861,Vibration,No Action,no event,335.0311,317.5709,335.0311,317.5709
Subject #29,3.964,Vibration,No Action,no event,332.9443,318.0776,332.9443,318.0776
Subject #29,4.083,Vibration,No Action,no event,332.9443,318.0776,332.9443,318.0776
Subject #29,4.208,Vibration,No Action,no event,332.9443,318.0776,332.9443,318.0776
Subject #29,4.319,Vibration,No Action,no event,332.9443,318.0776,332.9443,318.0776
Subject #29,4.445,Vibration,No Action,no event,332.9443,318.0776,332.9443,318.0776
Subject #29,4.551,Vibration,POV,Action Started,332.9443,318.0776,332.9443,318.0776
Subject #29,4.664,Vibration,POV,no event,332.9443,318.0776,332.9443,318.0776
Subject #29,4.771,Vibration,POV,no event,332.9443,318.0776,332.9443,318.0776
Subject #29,4.886,Vibration,POV,no event,332.9443,318.0776,332.9443,318.0776
Subject #29,4.986,Vibration,POV,no event,332.9443,318.0776,332.9443,318.0776
Subject #29,5.106,Vibration,POV,no event,325.6695,320.2176,325.6695,320.2176
Subject #29,5.221,Vibration,POV,no event,310.4399,326.814,310.4399,326.814
Subject #29,5.321,Vibration,POV,no event,299.0999,333.8781,299.0999,333.8781
Subject #29,5.433,Vibration,POV,no event,288.3754,342.3668,288.3754,342.3668
Subject #29,5.554,Vibration,POV,no event,277.4455,352.556,277.4455,352.556
Subject #29,5.679,Vibration,POV,no event,269.7031,0.299319,269.7031,0.299319
Subject #29,5.784,Vibration,POV,no event,269.6725,0.3301663,269.6725,0.3301663
Subject #29,5.889,Vibration,POV,no event,269.6725,0.3301663,269.6725,0.3301663
Subject #29,6.003,Vibration,POV,no event,267.1376,2.88255,267.1376,2.88255
Subject #29,6.107,Vibration,POV,no event,258.0337,11.80799,258.0337,11.80799
Subject #29,6.231,Vibration,POV,no event,246.634,21.79613,246.634,21.79613
Subject #29,6.342,Vibration,POV,no event,238.3312,27.89515,238.3312,27.89515
Subject #29,6.444,Vibration,POV,no event,238.083,28.06106,238.083,28.06106
Subject #29,6.566,Vibration,POV,no event,234.3442,30.44493,234.3442,30.44493
Subject #29,6.672,Vibration,POV,no event,222.0286,36.83223,222.0286,36.83223
Subject #29,6.773,Vibration,POV,no event,207.6302,41.77472,207.6302,41.77472
Subject #29,6.899,Vibration,POV,no event,194.792,44.27127,194.792,44.27127
Subject #29,7.014,Vibration,POV,no event,194.792,44.27127,194.792,44.27127
Subject #29,7.127,Vibration,POV,no event,186.1819,45.06963,186.1819,45.06963
Subject #29,7.229,Vibration,POV,no event,168.6037,44.66623,168.6037,44.66623
Subject #29,7.360,Vibration,POV,no event,148.185,40.59012,148.185,40.59012
Subject #29,7.482,Vibration,POV,no event,133.5882,34.80663,133.5882,34.80663
Subject #29,7.592,Vibration,POV,no event,132.4487,34.2364,132.4487,34.2364
Subject #29,7.708,Vibration,POV,no event,132.4487,34.2364,132.4487,34.2364
Subject #29,7.839,Vibration,POV,no event,137.4528,26.85755,137.4528,26.85755
Subject #29,7.954,Vibration,POV,no event,144.5307,14.24275,144.5307,14.24275
Subject #29,8.067,Vibration,POV,no event,149.6265,3.968489,149.6265,3.968489
Subject #29,8.193,Vibration,POV,no event,140.1929,358.6146,140.1929,358.6146
Subject #29,8.299,Vibration,POV,no event,128.5651,353.0728,128.5651,353.0728
Subject #29,8.412,Vibration,POV,no event,116.0445,347.5602,116.0445,347.5602
Subject #29,8.523,Vibration,POV,no event,103.1833,342.7024,103.1833,342.7024
