SubjectId;Timestamp;EventType;EventStatus;EventInfo;EventId
11;4.784;Ring;visible;(24.3, 0.0, 108.5);-80538
11;4.820;Ring;visible;(9.7, 0.0, 111.6);-80588
11;4.876;Ring;visible;(25.9, 0.0, 110.2);-80636
11;4.910;Ring;visible;(17.9, 0.0, 112.1);-80730
11;4.977;Ring;visible;(21.6, 0.0, 112.9);-80778
11;5.010;Ring;visible;(18.7, 0.0, 114.0);-80826
11;5.044;Ring;visible;(13.3, 0.0, 115.6);-80874
11;5.111;Ring;visible;(17.8, 0.0, 116.2);-80962
11;5.145;Ring;visible;(15.8, 0.0, 117.2);-81022
11;5.178;Ring;visible;(19.3, 0.0, 117.3);-81070
11;5.211;Ring;visible;(25.3, 0.0, 117.1);-81118
