SubjectId;Timestamp;Round;FeedbackType;PlayerXPos;PlayerYPos;PlayerZPos;HorizontalPlayerRot;VerticalPlayerRot;HorizontalHmdRot;VerticalHmdRot
18;0.021;0;Practice;4.767374;0.001899719;29.80062;8.999991;0;8.999991;0
18;0.136;0;Practice;5.13144;0.001899719;32.09924;8.999991;0;8.999991;0
18;0.260;0;Practice;5.517517;0.001899719;34.53684;8.999991;0;8.999991;0
18;0.380;0;Practice;5.894463;0.001899719;36.91678;8.999991;0;8.999991;0
18;0.492;0;Practice;6.244484;0.001899719;39.12674;8.999991;0;8.999991;0
18;0.604;0;Practice;6.593962;0.001899719;41.33325;8.999991;0;8.999991;0
18;0.718;0;Practice;6.95039;0.001899719;43.58365;8.999991;0;8.999991;0
18;0.839;0;Practice;7.330618;0.001899719;45.98431;8.999991;0;8.999991;0
18;0.962;0;Practice;7.713294;0.001899719;48.40042;8.999991;0;8.999991;0
18;1.073;0;Practice;8.062473;0.001899719;50.60506;8.999991;0;8.999991;0
18;1.185;0;Practice;8.412187;0.001899719;52.81307;8.999991;0;8.999991;0
18;1.297;0;Practice;8.762811;0.001899719;55.02683;8.999991;0;8.999991;0
18;1.420;0;Practice;9.146398;0.001899719;57.44871;8.999991;0;8.999991;0
18;1.536;0;Practice;9.508753;0.001899719;59.73653;8.999991;0;8.999991;0
18;1.656;0;Practice;9.886563;0.001899719;62.12193;8.999991;0;8.999991;0
18;1.777;0;Practice;10.26511;0.001899719;64.51196;8.999991;0;8.999991;0
18;1.889;0;Practice;10.6156;0.001899719;66.72488;8.999991;0;8.999991;0
18;1.908;1;Audio;15.32238;0.001899719;96.44242;8.999991;0;8.999991;0
18;2.023;1;Audio;15.68283;0.001899719;98.71819;8.999991;0;8.999991;0
18;2.135;1;Audio;16.03178;0.001899719;100.9214;8.999991;0;8.999991;0
18;2.247;1;Audio;16.38404;0.001899719;103.1455;8.999991;0;8.999991;0
18;2.372;1;Audio;16.77348;0.001899719;105.6044;8.999991;0;8.999991;0
18;2.492;1;Audio;17.15115;0.001899719;107.9888;8.999991;0;8.999991;0
18;2.627;1;Audio;17.57306;0.001899719;110.6527;8.999991;0;8.999991;0
18;2.750;1;Audio;17.95686;0.001899719;113.0759;8.999991;0;8.999991;0
18;2.873;1;Audio;18.34169;0.001899719;115.5057;8.999991;0;8.999991;0
18;2.997;1;Audio;18.72733;0.001899719;117.9405;8.999991;0;8.999991;0
18;3.130;1;Audio;19.14538;0.001899719;120.5799;8.999991;0;8.999991;0
18;3.263;1;Audio;19.5636;0.001899719;123.2205;8.999991;0;8.999991;0
18;3.375;1;Audio;19.91405;0.001899719;125.4331;8.999991;0;8.999991;0
18;3.488;1;Audio;20.26804;0.001899719;127.6682;8.999991;0;8.999991;0
18;3.610;1;Audio;20.64893;0.001899719;130.073;8.999991;0;8.999991;0
18;3.733;1;Audio;21.03191;0.001899719;132.4911;8.999991;0;8.999991;0
18;3.855;1;Audio;21.41515;0.001899719;134.9107;8.999991;0;8.999991;0
18;3.884;2;Heat;26.16728;0.001899719;164.9146;8.999991;0;8.999991;0
18;4.024;2;Heat;26.60292;0.001899719;167.6651;8.999991;0;8.999991;0
18;4.145;2;Heat;26.98368;0.001899719;170.0691;8.999991;0;8.999991;0
18;4.257;2;Heat;27.33409;0.001899719;172.2814;8.999991;0;8.999991;0
18;4.394;2;Heat;27.76278;0.001899719;174.9881;8.999991;0;8.999991;0
18;4.537;2;Heat;28.20967;0.001899719;177.8097;8.999991;0;8.999991;0
18;4.673;2;Heat;28.63293;0.001899719;180.482;8.999991;0;8.999991;0
18;4.793;2;Heat;29.0118;0.001899719;182.8741;8.999991;0;8.999991;0
18;4.921;2;Heat;29.40881;0.001899719;185.3808;8.999991;0;8.999991;0
18;5.044;2;Heat;29.79412;0.001899719;187.8136;8.999991;0;8.999991;0
18;5.164;2;Heat;30.16985;0.001899719;190.1858;8.999991;0;8.999991;0
18;5.297;2;Heat;30.58571;0.001899719;192.8115;8.999991;0;8.999991;0
18;5.430;2;Heat;31.00222;0.001899719;195.4412;8.999991;0;8.999991;0
18;5.541;2;Heat;31.35059;0.001899719;197.6408;8.999991;0;8.999991;0
18;5.678;2;Heat;31.77941;0.001899719;200.3483;8.999991;0;8.999991;0
18;5.809;2;Heat;32.18901;0.001899719;202.9343;8.999991;0;8.999991;0
