SubjectName;Timestamp;FeedbackType;MainTask;MainTaskInfo;SecondaryTask;SecondaryTaskInfo;MainTaskXPos;MainTaskYPos;MainTaskZPos;PlayerXPos;PlayerYPos;PlayerZPos;HorizontalPlayerRot;VerticalPlayerRot;HorizontalHmdRot;VerticalHmdRot
Subject #311;0,014;Heat;;;;;;;;0,1867366;0,001899719;0,8795826;8,999991;0;9,729981;0
Subject #311;0,155;Audio;;Task Spawned;;;;;;0,2767226;0,001899719;1,447733;8,999991;0;9,729981;0
Subject #311;0,258;Audio;;;;;;;;0,3533351;0,001899719;1,931445;8,999991;0;9,729981;0
Subject #311;0,364;Audio;;;;;;;;0,4395843;0,001899719;2,476002;8,999991;0;9,729981;0
Subject #311;0,470;Audio;;;;;;;;0,5406852;0,001899719;3,114329;8,999991;0;9,729981;0
Subject #311;0,577;Audio;;;;;;;;0,6518542;0,001899719;3,816222;8,999991;0;9,729981;0
Subject #311;0,687;Audio;;;;;;;;0,7772424;0,001899719;4,607893;8,999991;0;9,729981;0
Subject #311;0,792;Audio;;;;;;;;0,9081392;0,001899719;5,434343;8,999991;0;9,729981;0
Subject #311;0,899;Audio;;;;;;;;1,051441;0,001899719;6,339117;8,999991;0;9,729981;0
Subject #311;1,004;Audio;;;;;;;;1,201622;0,001899719;7,287325;8,999991;0;9,729981;0
Subject #311;1,110;Audio;;;;;;;;1,36482;0,001899719;8,317718;8,999991;0;9,729981;0
Subject #311;1,215;Audio;;;;;;;;1,536366;0,001899719;9,400813;8,999991;0;9,729981;0
Subject #311;1,323;Audio;;;;;;;;1,722904;0,001899719;10,57857;8,999991;0;9,729981;0
Subject #311;1,430;Audio;;;;;;;;1,918585;0,001899719;11,81405;8,999991;0;9,729981;0
Subject #311;1,538;Audio;;;;;;;;2,123372;0,001899719;13,10703;8,999991;0;9,729981;0
Subject #311;1,641;Audio;;;;;;;;2,317119;0,001899719;14,3303;8,999991;0;9,729981;0
Subject #311;1,745;Audio;;;;;;;;2,510444;0,001899719;15,5509;8,999991;0;9,729981;0
Subject #311;1,847;Audio;;;;;;;;2,70284;0,001899719;16,76565;8,999991;0;9,729981;0
Subject #311;1,949;Audio;;;;;;;;2,893189;0,001899719;17,96746;8,999991;0;9,729981;0
Subject #311;2,054;Audio;;;;;;;;3,092244;0,001899719;19,22424;8,999991;0;9,729981;0
Subject #311;2,155;Audio;;;;;;;;3,280632;0,001899719;20,41368;8,999991;0;9,729981;0
Subject #311;2,260;Audio;;;;;;;;3,477667;0,001899719;21,65771;8,999991;0;9,729981;0
Subject #311;2,366;Audio;;;;;;;;3,67666;0,001899719;22,9141;8,999991;0;9,729981;0
Subject #311;2,471;Audio;;;;;;;;3,873723;0,001899719;24,15831;8,999991;0;9,729981;0
