SubjectName,Timestamp,FeedbackType,MainTask,MainTaskInfo,SecondaryTask,SecondaryTaskInfo,EventInfo,HorizontalPlayerRot,VerticalPlayerRot,HorizontalHmdRot,VerticalHmdRot
Subject #96,0.002,Heat,None,,None,,,1.789414,0.9889258,95.05117,28.35542
Subject #96,0.109,Audio,Right,,Right,,,2.170567,1.151936,98.98713,26.5094
Subject #96,0.219,Audio,Right,,Right,,,2.37609,1.285485,97.17532,20.29188
Subject #96,0.320,Audio,Right,,Right,,,2.420883,1.470985,90.85115,17.06708
Subject #96,0.424,Audio,Right,,Right,,,2.314809,1.630883,93.48933,20.98091
Subject #96,0.524,Audio,Right,,Right,,,2.212542,1.811201,93.592,18.57583
Subject #96,0.626,Audio,Right,,Right,,,1.768044,2.037451,100.4435,24.26339
Subject #96,0.728,Audio,Right,,Right,,,1.058398,2.327579,120.6268,38.1512
Subject #96,0.833,Audio,Right,,Right,,,359.9142,2.871557,140.8588,48.88475
Subject #96,0.938,Audio,Right,,Right,,,358.096,3.470696,150.3594,51.37253
Subject #96,1.049,Audio,Right,,Right,,,356.4508,3.904757,155.8917,51.32499
Subject #96,1.150,Audio,Right,,Right,,,355.798,3.66166,159.5569,50.37605
Subject #96,1.253,Audio,Right,,Right,,,355.7251,2.933767,160.2695,50.04374
Subject #96,1.362,Audio,Right,,Right,,,356.604,2.696301,161.3541,48.39964
Subject #96,1.463,Audio,Right,,Right,,,359.1942,3.365737,160.1468,46.44024
Subject #96,1.578,Audio,Right,,Right,,,3.492973,4.281219,158.7372,45.45778
Subject #96,1.686,Audio,Right,,Right,,,8.590681,5.538018,156.7852,45.50391
Subject #96,1.787,Audio,Right,,Right,,,13.81013,7.103893,150.2419,44.30725
Subject #96,1.887,Audio,Right,,Right,,,18.35841,8.188909,146.6117,42.85965
Subject #96,1.992,Audio,Right,,Right,,,21.44081,8.368026,137.0742,42.73833
Subject #96,2.109,Audio,Right,,Right,,,21.60054,7.622208,114.3751,41.1366
Subject #96,2.212,Audio,Right,,Right,,,19.19378,6.567735,100.1704,41.74459
Subject #96,2.318,Audio,Right,,Right,,,16.1524,5.795844,78.69822,42.10899
Subject #96,2.423,Audio,Right,,Right,,,13.16554,5.710795,55.4823,40.42058
Subject #96,2.526,Audio,Right,,Right,,,11.19272,6.677088,46.24476,39.56476
Subject #96,2.633,Audio,Right,,Right,,,10.71031,9.286016,39.80268,38.71265
Subject #96,2.736,Audio,Right,,Right,,,11.19432,13.75756,36.52469,43.76405
Subject #96,2.839,Audio,Right,,Right,,,12.40577,18.86456,37.00728,51.89898
Subject #96,2.957,Audio,Right,,Right,,,14.97972,23.66947,36.96846,56.51675
Subject #96,3.061,Audio,Right,,Right,,,18.51699,27.6447,42.6287,59.24887
Subject #96,3.169,Audio,Right,,Right,,,24.19049,31.71145,62.80923,59.76615
Subject #96,3.274,Audio,Right,,Right,,,31.39148,34.54301,79.27258,56.09826
Subject #96,3.381,Audio,Right,,Right,,,39.53624,36.01512,94.06334,43.20517
Subject #96,3.494,Audio,Right,,Right,,,47.80127,36.68746,103.5066,32.01294
Subject #96,3.599,Audio,Right,,Right,,,54.89603,37.17412,115.3429,30.01062
Subject #96,3.706,Audio,Right,,Right,,,61.62669,37.88429,136.7429,30.25436
Subject #96,3.807,Audio,Right,,Right,,,67.66692,38.65104,137.4908,29.42798
Subject #96,3.913,Audio,Right,,Right,,,73.65112,39.19472,141.1996,33.25739
Subject #96,4.020,Audio,Right,,Right,,,79.32227,38.8213,143.2303,40.75999
Subject #96,4.122,Audio,Right,,Right,,,84.68874,38.11311,144.0958,46.00946
Subject #96,4.241,Audio,Right,,Right,,,91.77032,37.99627,144.45,47.09008
Subject #96,4.346,Audio,Right,,Right,,,98.70329,37.61676,148.6992,40.9896
Subject #96,4.449,Audio,Right,,Right,,,105.3541,36.2671,153.6119,31.33753
Subject #96,4.555,Audio,Right,,Right,,,109.8117,33.4194,156.4212,14.33292
Subject #96,4.659,Audio,Right,,Right,,,111.1091,29.93734,155.5353,1.671224
Subject #96,4.766,Audio,Right,,Right,,,109.7245,26.00987,150.781,354.8509
Subject #96,4.868,Audio,Right,,Right,,,107.6189,21.70208,149.2715,354.5913
Subject #96,4.973,Audio,Right,,Right,,,106.7296,16.96451,150.1304,355.8234
Subject #96,5.089,Audio,None,Timeout,None,Timeout,,109.575,11.34419,154.8906,355.2446
Subject #96,5.196,Audio,None,,None,,,115.5045,5.604425,164.3239,355.4075
Subject #96,5.303,Audio,None,,None,,,125.0746,359.2993,176.6077,351.3491
Subject #96,5.416,Audio,None,,None,,,138.3915,352.1821,195.8393,345.5219
Subject #96,5.520,Audio,None,,None,,,153.0268,346.4507,216.6028,343.0718
Subject #96,5.628,Audio,None,,None,,,168.638,341.4394,235.1574,343.885
Subject #96,5.729,Audio,None,,None,,,182.8466,336.7998,247.9807,346.4208
Subject #96,5.851,Audio,None,,None,,,196.2518,331.6501,255.7147,349.1206
Subject #96,5.952,Audio,None,,None,,,202.6843,327.6919,258.773,349.8775
Subject #96,6.057,Audio,None,,None,,,205.4562,323.6988,259.3892,348.0962
Subject #96,6.164,Audio,None,,None,,,205.4292,320.5019,259.6441,345.1329
Subject #96,6.269,Audio,None,,None,,,204.0455,319.1193,260.7554,342.6274
Subject #96,6.375,Audio,None,,None,,,201.4733,319.4568,261.1723,341.0131
Subject #96,6.476,Audio,None,,None,,,198.6664,320.0802,261.4828,340.6777
Subject #96,6.579,Audio,None,,None,,,196.1759,320.1609,260.2282,340.3836
Subject #96,6.693,Audio,None,,None,,,194.2182,319.8496,257.132,338.8662
Subject #96,6.801,Audio,None,,None,,,192.9454,319.9183,248.8384,339.81
Subject #96,6.903,Audio,None,,None,,,191.8143,320.3885,242.8328,341.8205
Subject #96,7.006,Audio,None,,None,,,190.4558,320.8354,235.5765,343.6718
Subject #96,7.113,Audio,None,,None,,,188.7821,321.1183,224.1074,345.8969
Subject #96,7.216,Audio,None,,None,,,187.1449,321.4377,218.7509,346.998
Subject #96,7.332,Audio,None,,None,,,184.8914,321.9733,214.2353,345.9977
Subject #96,7.437,Audio,None,,None,,,182.0339,322.6133,212.4679,343.782
Subject #96,7.541,Audio,None,,None,,,178.7841,323.4111,210.9833,342.1982
Subject #96,7.672,Audio,None,,None,,,174.3606,324.7211,211.3721,341.8272
Subject #96,7.777,Audio,None,,None,,,170.8456,325.8914,211.7833,341.2708
Subject #96,7.895,Audio,None,,None,,,166.9849,327.3142,214.6689,341.8465
Subject #96,7.997,Audio,None,,None,,,164.0845,328.5925,214.4715,342.7595
Subject #96,8.102,Audio,None,,None,,,161.9694,329.7666,217.6599,344.1154
Subject #96,8.219,Audio,None,,None,,,160.4779,330.8396,225.5583,346.678
Subject #96,8.403,Audio,Middle,,Middle,,,158.0919,332.6694,229.2537,346.1722
Subject #96,8.509,Audio,Middle,,Middle,,,156.7025,333.7563,236.4137,345.0641
Subject #96,8.615,Audio,Middle,,Middle,,,155.6127,334.7357,236.1463,344.3515
Subject #96,8.721,Audio,Middle,,Middle,,,154.9224,335.6444,236.3789,343.9519
Subject #96,8.826,Audio,Middle,,Middle,,,154.3791,336.5396,234.3177,341.8265
Subject #96,8.944,Audio,Middle,,Middle,,,154.069,337.4422,228.5637,338.8061
Subject #96,9.050,Audio,Middle,,Middle,,,154.1723,338.1261,222.897,337.7282
Subject #96,9.167,Audio,Middle,,Middle,,,154.5658,338.8162,215.4557,337.3118
Subject #96,9.275,Audio,Middle,,Middle,,,154.7191,339.5052,208.1978,337.4725
Subject #96,9.380,Audio,Middle,,Middle,,,154.2149,340.4012,199.6429,337.6974
Subject #96,9.484,Audio,Middle,,Middle,,,153.2085,341.545,192.4862,340.7069
Subject #96,9.603,Audio,Middle,,Middle,,,151.4716,343.1982,186.5567,346.2158
Subject #96,9.708,Audio,Middle,,Middle,,,149.5794,344.8849,180.8428,346.576
Subject #96,9.815,Audio,Middle,,Middle,,,147.6404,346.6587,172.7101,344.5262
Subject #96,9.919,Audio,Middle,,Middle,,,146.0209,348.2741,165.6801,341.5256
Subject #96,10.038,Audio,Middle,,Middle,,,144.6546,349.8437,163.6781,334.7008
Subject #96,10.142,Audio,Middle,,Middle,,,143.6727,351.155,163.4208,330.3513
Subject #96,10.262,Audio,Middle,,Middle,,,142.2539,353.0159,160.5774,323.6233
Subject #96,10.366,Audio,Middle,,Middle,,,140.6885,354.8816,158.8111,323.6523
Subject #96,10.476,Audio,Middle,,Middle,,,138.8694,356.8486,160.4273,326.6175
Subject #96,10.581,Audio,Middle,,Middle,,,137.3431,358.6293,160.5203,331.0076
Subject #96,10.699,Audio,Middle,,Middle,,,136.4165,0.4706907,161.6797,341.4791
Subject #96,10.803,Audio,Middle,,Middle,,,136.2667,1.827799,160.2805,346.5276
Subject #96,10.911,Audio,Middle,,Middle,,,136.3444,2.898081,159.2974,352.4207
Subject #96,11.016,Audio,Middle,,Middle,,,136.188,3.886836,158.3383,355.2198
Subject #96,11.135,Audio,Middle,,Middle,,,135.2617,5.455296,158.2489,354.7335
Subject #96,11.243,Audio,Middle,,Middle,,,133.5286,7.392301,156.7675,355.6318
Subject #96,11.349,Audio,Middle,,Middle,,,130.9964,9.72156,155.5552,355.7195
Subject #96,11.453,Audio,Middle,,Middle,,,128.23,12.09959,152.5227,355.9048
