SubjectName;Timestamp;FeedbackType;MainTask;MainTaskInfo;MainTaskXPos;MainTaskZPos;SecondaryTask;SecondaryTaskInfo;EventInfo;PlayerXPos;PlayerZPos;HorizontalPlayerRot;VerticalPlayerRot;HorizontalHmdRot;VerticalHmdRot
Subject #251;0.013;Heat;None;;;;None;;;0.0004577583;-0.014144;9.72998;0;9.72998;0
Subject #251;0.114;Audio;None;;;;None;;;0.05861929;0.3250462;9.72998;0;9.72998;0
Subject #251;0.223;Audio;None;;;;None;;;0.1262898;0.7196915;9.72998;0;9.72998;0
Subject #251;0.324;Audio;None;;;;None;;;0.2009842;1.155299;9.72998;0;9.72998;0
Subject #251;0.433;Audio;None;;;;None;;;0.2918396;1.685155;9.72998;0;9.72998;0
Subject #251;0.535;Audio;None;;;;None;;;0.3881731;2.24696;9.72998;0;9.72998;0
Subject #251;0.641;Audio;None;;;;None;;;0.5003476;2.901146;9.72998;0;9.72998;0
Subject #251;0.757;Audio;None;;;;None;;;0.6342341;3.681955;9.72998;0;9.72998;0
Subject #251;0.857;Audio;None;;;;None;;;0.7615041;4.424176;9.72998;0;9.72998;0
Subject #251;0.960;Audio;None;;;;None;;;0.9005356;5.234989;9.72998;0;9.72998;0
Subject #251;1.066;Audio;None;;;;None;;;1.059177;6.160163;9.72998;0;9.72998;0
Subject #251;1.170;Audio;None;;;;None;;;1.22393;7.120981;9.72998;0;9.72998;0
Subject #251;1.273;Audio;None;;;;None;;;1.398266;8.137682;9.72998;0;9.72998;0
Subject #251;1.375;Audio;None;;;;None;;;1.580585;9.200943;9.72998;0;9.72998;0
Subject #251;1.478;Audio;None;;;;None;;;1.776025;10.34072;9.72998;0;9.72998;0
Subject #251;1.580;Audio;None;;;;None;;;1.979847;11.52938;9.72998;0;9.72998;0
Subject #251;1.686;Audio;None;;;;None;;;2.196964;12.79558;9.72998;0;9.72998;0
Subject #251;1.791;Audio;None;;;;None;;;2.410269;14.03954;9.72998;0;9.72998;0
Subject #251;1.896;Audio;None;;;;None;;;2.620866;15.26772;9.72998;0;9.72998;0
Subject #251;2.001;Audio;None;;;;None;;;2.834835;16.51556;9.72998;0;9.72998;0
Subject #251;2.102;Audio;None;;;;None;;;3.040517;17.71507;9.72998;0;9.72998;0
Subject #251;2.210;Audio;None;;;;None;;;3.259056;18.98956;9.72998;0;9.72998;0
Subject #251;2.318;Audio;None;;;;None;;;3.47809;20.26693;9.72998;0;9.72998;0
Subject #251;2.426;Audio;None;;;;None;;;3.697932;21.54902;9.72998;0;9.72998;0
Subject #251;2.531;Audio;None;;;;None;;;3.91086;22.79079;9.72998;0;9.72998;0
Subject #251;3.565;Audio;None;;;;None;;;4.652452;27.11565;9.72998;0;9.72998;0
Subject #251;3.671;Audio;Right;Task Started;;;Right;Task Started;;4.874745;28.41203;9.72998;0;9.72998;0
Subject #251;3.774;Audio;Right;;;;Right;;;5.084066;29.63277;9.72998;0;9.72998;0
Subject #251;3.881;Audio;Right;;;;Right;;;5.300998;30.89788;9.72998;0;9.72998;0
Subject #251;3.988;Audio;Right;;;;Right;;;5.518482;32.16621;9.72998;0;9.72998;0
Subject #251;4.095;Audio;Right;;;;Right;;;5.73562;33.43254;9.72998;0;9.72998;0
