SubjectName,Timestamp,FeedbackType,ActionType,EventInfo,HorizontalPlayerRot,VerticalPlayerRot,HorizontalHmdRot,VerticalHmdRot
Subject #68,0.003,Heat,No Action,no event,0,0,197.0002,351.3121
Subject #68,0.109,Audio,No Action,no event,0,0,197.0052,351.3001
Subject #68,0.216,Audio,No Action,no event,0,0,197.0034,351.2979
Subject #68,0.331,Audio,No Action,no event,0,0,197.0031,351.3022
Subject #68,0.439,Audio,No Action,no event,0,0,197.0189,351.3066
Subject #68,0.539,Audio,No Action,no event,0,0,197.0126,351.3141
Subject #68,0.641,Audio,No Action,no event,0,0,197.0219,351.3044
Subject #68,0.751,Audio,No Action,no event,0,0,197.0171,351.317
Subject #68,0.852,Audio,No Action,no event,0,0,197.0061,351.3149
Subject #68,0.963,Audio,No Action,no event,0,0,197.0212,351.3122
Subject #68,1.065,Audio,No Action,no event,0,0,197.0181,351.3255
Subject #68,1.176,Audio,No Action,no event,0,0,197.0191,351.314
Subject #68,1.277,Audio,No Action,no event,0,0,197.0147,351.3058
Subject #68,1.377,Audio,No Action,no event,0,0,197.0073,351.3013
Subject #68,1.477,Audio,No Action,no event,0,0,197.0051,351.3057
Subject #68,1.587,Audio,No Action,no event,0,0,197.0168,351.2978
Subject #68,1.688,Audio,No Action,no event,0,0,197.0114,351.3096
Subject #68,1.788,Audio,No Action,no event,0,0,197.018,351.3145
Subject #68,1.889,Audio,No Action,no event,0,0,197.0172,351.2997
Subject #68,1.990,Audio,No Action,no event,0,0,197.0143,351.296
Subject #68,2.090,Audio,No Action,no event,0,0,197.0119,351.3
Subject #68,2.191,Audio,No Action,no event,0,0,197.01,351.2935
Subject #68,2.291,Audio,No Action,no event,0,0,193.0899,351.281
Subject #68,2.392,Audio,No Action,no event,0,0,192.8217,351.3153
Subject #68,2.492,Audio,No Action,no event,0,0,191.4084,351.3463
Subject #68,2.593,Audio,No Action,no event,0,0,191.8257,351.4305
Subject #68,2.693,Audio,No Action,no event,0,0,184.5435,351.389
Subject #68,2.794,Audio,No Action,no event,0,0,182.7422,351.4167
Subject #68,2.894,Audio,No Action,no event,0,0,183.1012,351.535
Subject #68,2.995,Audio,No Action,no event,0,0,180.1212,351.554
Subject #68,3.095,Audio,No Action,no event,0,0,181.2673,351.4315
Subject #68,3.196,Audio,No Action,no event,0,0,199.1094,350.4792
Subject #68,3.296,Audio,No Action,no event,0,0,218.6253,352.2214
Subject #68,3.397,Audio,No Action,no event,0,0,234.799,355.3488
Subject #68,3.498,Audio,No Action,no event,0,0,247.4604,357.8988
Subject #68,3.598,Audio,No Action,no event,0,0,249.2631,6.455968
Subject #68,3.710,Audio,No Action,no event,0,0,213.5613,22.63752
Subject #68,3.810,Audio,No Action,no event,0,0,195.2192,22.35703
Subject #68,3.910,Audio,No Action,no event,0,0,186.2614,15.35203
Subject #68,4.011,Audio,No Action,no event,0,0,182.0135,13.58692
Subject #68,4.111,Audio,No Action,no event,0,0,166.0991,30.65621
Subject #68,4.212,Audio,No Action,no event,0,0,133.897,35.6335
Subject #68,4.313,Audio,No Action,no event,0,0,112.4787,54.1933
Subject #68,4.413,Audio,No Action,no event,0,0,109.0775,67.6956
Subject #68,4.514,Audio,No Action,no event,0,0,105.0369,73.11725
Subject #68,4.615,Audio,No Action,no event,0,0,104.3969,73.78281
Subject #68,4.715,Audio,No Action,no event,0,0,111.1277,75.68719
Subject #68,4.816,Audio,No Action,no event,0,0,136.8282,75.31782
Subject #68,4.916,Audio,No Action,no event,0,0,157.9814,75.49954
Subject #68,5.017,Audio,No Action,no event,0,0,146.7439,75.66208
Subject #68,5.117,Audio,No Action,no event,0,0,142.1212,66.32803
Subject #68,5.218,Audio,No Action,no event,0,0,121.4115,60.27436
Subject #68,5.318,Audio,No Action,no event,0,0,120.2345,68.08859
Subject #68,5.419,Audio,No Action,no event,0,0,124.6003,72.64126
Subject #68,5.519,Audio,No Action,no event,0,0,133.0328,78.35724
Subject #68,5.620,Audio,No Action,no event,0,0,140.8448,84.02083
Subject #68,5.720,Audio,No Action,no event,0,0,163.8421,75.78864
Subject #68,5.821,Audio,No Action,no event,0,0,177.9133,71.68231
Subject #68,5.922,Audio,No Action,no event,0,0,190.8206,70.98053
Subject #68,6.033,Audio,No Action,no event,0,0,220.6063,70.79247
Subject #68,6.134,Audio,No Action,no event,0,0,222.0031,72.44909
Subject #68,6.234,Audio,No Action,no event,0,0,184.5422,79.35941
Subject #68,6.335,Audio,No Action,no event,0,0,205.3766,80.28439
Subject #68,6.436,Audio,No Action,no event,0,0,210.2552,80.10026
Subject #68,6.536,Audio,No Action,no event,0,0,231.5081,83.64964
Subject #68,6.636,Audio,No Action,no event,0,0,230.5754,84.07355
Subject #68,6.737,Audio,No Action,no event,0,0,247.6941,85.12035
Subject #68,6.837,Audio,No Action,no event,0,0,243.6138,84.22101
Subject #68,6.938,Audio,No Action,no event,0,0,242.5533,84.44307
Subject #68,7.039,Audio,No Action,no event,0,0,245.6324,84.65156
Subject #68,7.139,Audio,No Action,no event,0,0,244.0044,84.64764
Subject #68,7.240,Audio,No Action,no event,0,0,243.7307,84.57483
Subject #68,7.340,Audio,No Action,no event,0,0,243.4864,84.52468
Subject #68,7.441,Audio,No Action,no event,0,0,243.7152,84.30512
Subject #68,7.543,Audio,No Action,no event,0,0,242.2009,84.29752
Subject #68,7.643,Audio,No Action,no event,0,0,241.5052,84.05001
Subject #68,7.754,Audio,No Action,no event,0,0,240.1836,84.28152
Subject #68,7.854,Audio,No Action,no event,0,0,240.5639,84.36535
Subject #68,7.956,Audio,No Action,no event,0,0,241.8425,84.42585
Subject #68,8.066,Audio,No Action,no event,0,0,242.9195,84.44847
Subject #68,8.167,Audio,No Action,no event,0,0,241.7667,84.48164
Subject #68,8.268,Audio,No Action,no event,0,0,241.6615,84.54016
Subject #68,8.379,Audio,No Action,no event,0,0,242.9377,84.63491
Subject #68,8.480,Audio,No Action,no event,0,0,241.9671,84.56152
Subject #68,8.591,Audio,No Action,no event,0,0,242.568,84.62666
Subject #68,8.692,Audio,No Action,no event,0,0,242.5116,84.72155
Subject #68,8.792,Audio,No Action,no event,0,0,238.4777,85.20556
Subject #68,8.893,Audio,No Action,no event,0,0,237.3093,85.09072
Subject #68,8.994,Audio,No Action,no event,0,0,241.2303,84.93774
Subject #68,9.105,Audio,No Action,no event,0,0,246.1398,84.83639
Subject #68,9.205,Audio,No Action,no event,0,0,244.7412,84.90607
Subject #68,9.306,Audio,No Action,no event,0,0,244.9917,84.95869
Subject #68,9.406,Audio,No Action,no event,0,0,244.9917,84.95869
Subject #68,9.550,Audio,No Action,no event,0,0,244.9917,84.95869
Subject #68,9.653,Audio,No Action,no event,0,0,244.9917,84.95869
Subject #68,9.753,Audio,No Action,no event,0,0,244.9917,84.95869
Subject #68,9.853,Audio,No Action,no event,0,0,244.9917,84.95869
Subject #68,9.954,Audio,No Action,no event,0,0,244.9917,84.95869
Subject #68,10.055,Audio,No Action,no event,0,0,244.9917,84.95869
Subject #68,10.155,Audio,No Action,no event,0,0,244.9917,84.95869
Subject #68,10.255,Audio,No Action,no event,0,0,244.9917,84.95869
Subject #68,10.356,Audio,No Action,no event,0,0,244.9917,84.95869
Subject #68,10.457,Audio,No Action,no event,0,0,244.9917,84.95869
Subject #68,10.557,Audio,No Action,no event,0,0,244.9917,84.95869
Subject #68,10.658,Audio,No Action,no event,0,0,244.9917,84.95869
Subject #68,10.758,Audio,No Action,no event,0,0,244.9917,84.95869
Subject #68,10.859,Audio,No Action,no event,0,0,244.9917,84.95869
Subject #68,10.960,Audio,No Action,no event,0,0,244.9917,84.95869
Subject #68,11.071,Audio,No Action,no event,0,0,244.9917,84.95869
Subject #68,11.172,Audio,No Action,no event,0,0,244.9917,84.95869
Subject #68,11.272,Audio,No Action,no event,0,0,244.9917,84.95869
Subject #68,11.373,Audio,No Action,no event,0,0,244.9917,84.95869
Subject #68,11.474,Audio,No Action,no event,0,0,244.9917,84.95869
Subject #68,11.574,Audio,No Action,no event,0,0,244.9917,84.95869
Subject #68,11.674,Audio,No Action,no event,0,0,244.9917,84.95869
Subject #68,11.775,Audio,No Action,no event,0,0,244.9917,84.95869
Subject #68,11.875,Audio,No Action,no event,0,0,244.9917,84.95869
Subject #68,11.976,Audio,No Action,no event,0,0,244.9917,84.95869
