SubjectName,Timestamp,FeedbackType,MainTask,MainTaskInfo,SecondaryTask,SecondaryTaskInfo,EventInfo,HorizontalPlayerRot,VerticalPlayerRot,HorizontalHmdRot,VerticalHmdRot
Subject #247,0.011,Heat,None,,None,,,9.72998,0,9.72998,0
Subject #247,0.111,Audio,None,,None,,,9.72998,0,9.72998,0
Subject #247,0.219,Audio,None,,None,,,9.72998,0,9.72998,0
Subject #247,0.325,Audio,None,,None,,,9.72998,0,9.72998,0
Subject #247,0.432,Audio,None,,None,,,9.72998,0,9.72998,0
Subject #247,0.535,Audio,None,,None,,,9.72998,0,9.72998,0
Subject #247,0.645,Audio,None,,None,,,9.72998,0,9.72998,0
Subject #247,0.752,Audio,None,,None,,,9.72998,0,9.72998,0
Subject #247,0.859,Audio,None,,None,,,9.72998,0,9.72998,0
Subject #247,0.961,Audio,None,,None,,,9.72998,0,9.72998,0
Subject #247,1.069,Audio,None,,None,,,9.72998,0,9.72998,0
Subject #247,1.175,Audio,None,,None,,,9.72998,0,9.72998,0
Subject #247,1.277,Audio,None,,None,,,9.72998,0,9.72998,0
Subject #247,1.863,Audio,None,,None,,,9.72998,0,9.72998,0
Subject #247,1.969,Audio,None,,None,,,9.72998,0,9.72998,0
Subject #247,2.084,Audio,None,,None,,,9.72998,0,9.72998,0
Subject #247,2.189,Audio,None,,None,,,9.72998,0,9.72998,0
Subject #247,2.298,Audio,None,,None,,,9.72998,0,9.72998,0
Subject #247,2.401,Audio,None,,None,,,9.72998,0,9.72998,0
Subject #247,2.509,Audio,None,,None,,,9.72998,0,9.72998,0
Subject #247,2.609,Audio,None,,None,,,9.72998,0,9.72998,0
Subject #247,2.714,Audio,None,,None,,,9.72998,0,9.72998,0
Subject #247,2.824,Audio,None,,None,,,9.72998,0,9.72998,0
Subject #247,2.932,Audio,None,,None,,,9.72998,0,9.72998,0
Subject #247,3.048,Audio,None,,None,,,9.72998,0,9.72998,0
Subject #247,3.172,Audio,None,,None,,,9.72998,0,9.72998,0
Subject #247,3.272,Audio,None,,None,,,9.72998,0,9.72998,0
Subject #247,3.384,Audio,None,,None,,,9.72998,0,9.72998,0
Subject #247,3.496,Audio,Right,,Right,,,9.72998,0,9.72998,0
Subject #247,3.601,Audio,Right,,Right,,,9.72998,0,9.72998,0
Subject #247,3.713,Audio,Right,,Right,,,9.72998,0,9.72998,0
Subject #247,3.825,Audio,Right,,Right,,,9.72998,0,9.72998,0
Subject #247,3.937,Audio,Right,,Right,,,9.72998,0,9.72998,0
Subject #247,4.040,Audio,Right,,Right,,,9.72998,0,9.72998,0
Subject #247,4.144,Audio,Right,,Right,,,9.72998,0,9.72998,0
Subject #247,4.254,Audio,Right,,Right,,,9.72998,0,9.72998,0
Subject #247,4.361,Audio,Right,,Right,,,9.72998,0,9.72998,0
Subject #247,4.493,Audio,Right,,Right,,,9.72998,0,9.72998,0
Subject #247,4.635,Audio,Right,,Right,,,9.72998,0,9.72998,0
Subject #247,4.746,Audio,Right,,Right,,,9.72998,0,9.72998,0
Subject #247,4.856,Audio,Right,,Right,,,9.72998,0,9.72998,0
Subject #247,4.964,Audio,Right,,Right,,,9.72998,0,9.72998,0
Subject #247,5.066,Audio,Right,,Right,,,9.72998,0,9.72998,0
Subject #247,5.173,Audio,Right,,Right,,,9.72998,0,9.72998,0
Subject #247,5.280,Audio,Right,,Right,,,9.72998,0,9.72998,0
Subject #247,5.381,Audio,Right,,Right,,,9.72998,0,9.72998,0
Subject #247,5.491,Audio,Right,,Right,,,9.72998,0,9.72998,0
Subject #247,5.595,Audio,Right,,Right,,,9.72998,0,9.72998,0
Subject #247,5.700,Audio,Right,,Right,,,9.72998,0,9.72998,0
Subject #247,5.842,Audio,Right,,Right,,,9.72998,0,9.72998,0
Subject #247,5.955,Audio,Right,,Right,,,9.72998,0,9.72998,0
Subject #247,6.057,Audio,Right,,Right,,,9.72998,0,9.72998,0
Subject #247,6.162,Audio,Right,,Right,,,9.72998,0,9.72998,0
Subject #247,6.273,Audio,Right,,Right,,,9.72998,0,9.72998,0
Subject #247,6.377,Audio,Right,,Right,,,9.72998,0,9.72998,0
Subject #247,6.485,Audio,Right,,Right,,,9.72998,0,9.72998,0
Subject #247,6.597,Audio,Right,,Right,,,9.72998,0,9.72998,0
Subject #247,6.705,Audio,Right,,Right,,,9.72998,0,9.72998,0
Subject #247,6.823,Audio,Right,,Right,,,9.72998,0,9.72998,0
Subject #247,6.925,Audio,Right,,Right,,,9.72998,0,9.72998,0
Subject #247,7.033,Audio,Right,,Right,,,9.72998,0,9.72998,0
Subject #247,7.161,Audio,Right,,Right,,,9.72998,0,9.72998,0
Subject #247,7.269,Audio,Right,,Right,,,9.72998,0,9.72998,0
Subject #247,7.374,Audio,Right,,Right,,,9.72998,0,9.72998,0
Subject #247,7.485,Audio,Right,,Right,,,9.72998,0,9.72998,0
Subject #247,7.595,Audio,Right,,Right,,,9.72998,0,9.72998,0
Subject #247,7.710,Audio,Right,,Right,,,9.72998,0,9.72998,0
Subject #247,7.823,Audio,Right,,Right,,,9.72998,0,9.72998,0
Subject #247,7.930,Audio,Right,,Right,,,9.72998,0,9.72998,0
Subject #247,8.043,Audio,Right,,Right,,,9.72998,0,9.72998,0
Subject #247,8.146,Audio,Right,,Right,,,9.72998,0,9.72998,0
Subject #247,8.256,Audio,Right,,Right,,,9.72998,0,9.72998,0
Subject #247,8.367,Audio,Right,,Right,,,9.72998,0,9.72998,0
Subject #247,8.476,Audio,None,Timeout,None,Timeout,,9.72998,0,9.72998,0
Subject #247,8.589,Audio,None,,None,,,9.72998,0,9.72998,0
Subject #247,8.694,Audio,None,,None,,,9.72998,0,9.72998,0
Subject #247,8.823,Audio,None,,None,,,9.72998,0,9.72998,0
Subject #247,8.931,Audio,None,,None,,,9.72998,0,9.72998,0
Subject #247,9.036,Audio,None,,None,,,9.72998,0,9.72998,0
Subject #247,9.143,Audio,None,,None,,,9.72998,0,9.72998,0
Subject #247,9.247,Audio,None,,None,,,9.72998,0,9.72998,0
Subject #247,9.348,Audio,None,,None,,,9.72998,0,9.72998,0
Subject #247,9.452,Audio,None,,None,,,9.72998,0,9.72998,0
Subject #247,9.564,Audio,None,,None,,,9.72998,0,9.72998,0
Subject #247,9.670,Audio,None,,None,,,9.72998,0,9.72998,0
Subject #247,9.783,Audio,None,,None,,,9.72998,0,9.72998,0
Subject #247,9.895,Audio,None,,None,,,9.72998,0,9.72998,0
