SubjectName;Timestamp;FeedbackType;MainTask;MainTaskInfo;SecondaryTask;SecondaryTaskInfo;MainTaskXPos;MainTaskZPos;PlayerXPos;PlayerZPos;HorizontalPlayerRot;VerticalPlayerRot;HorizontalHmdRot;VerticalHmdRot
Subject #271;0,012;Heat;;;;;;;-0,04807504;-0,2971808;9,72998;0;9,72998;0
Subject #271;0,132;Audio;;Task Spawned;;;13,50507;78,7429;-0,0001383126;-0,01762035;9,72998;0;9,72998;0
Subject #271;0,239;Audio;;;;;13,50507;78,7429;0,05504605;0,3042074;9,72998;0;9,72998;0
Subject #271;0,348;Audio;;;;;13,50507;78,7429;0,1227397;0,6989877;9,72998;0;9,72998;0
Subject #271;0,474;Audio;;;;;13,50507;78,7429;0,2162081;1,244083;9,72998;0;9,72998;0
Subject #271;0,574;Audio;;;;;13,50507;78,7429;0,3025636;1,747696;9,72998;0;9,72998;0
Subject #271;0,681;Audio;;;;;13,50507;78,7429;0,4063318;2,352858;9,72998;0;9,72998;0
Subject #271;0,787;Audio;;;;;13,50507;78,7429;0,5192696;3,011496;9,72998;0;9,72998;0
Subject #271;0,896;Audio;;;;;13,50507;78,7429;0,648938;3,767704;9,72998;0;9,72998;0
Subject #271;0,997;Audio;;;;;13,50507;78,7429;0,7778986;4,519784;9,72998;0;9,72998;0
Subject #271;1,100;Audio;;;;;13,50507;78,7429;0,9218512;5,359297;9,72998;0;9,72998;0
Subject #271;1,206;Audio;;;;;13,50507;78,7429;1,080133;6,282372;9,72998;0;9,72998;0
Subject #271;1,317;Audio;;;;;13,50507;78,7429;1,259129;7,326251;9,72998;0;9,72998;0
Subject #271;1,419;Audio;;;;;13,50507;78,7429;1,432022;8,334544;9,72998;0;9,72998;0
Subject #271;1,521;Audio;;;;;13,50507;78,7429;1,619165;9,425937;9,72998;0;9,72998;0
Subject #271;1,625;Audio;;;;;13,50507;78,7429;1,817596;10,58316;9,72998;0;9,72998;0
Subject #271;1,728;Audio;;;;;13,50507;78,7429;2,025388;11,79498;9,72998;0;9,72998;0
Subject #271;1,833;Audio;;;;;13,50507;78,7429;2,239932;13,04616;9,72998;0;9,72998;0
Subject #271;1,936;Audio;;;;;13,50507;78,7429;2,448057;14,25992;9,72998;0;9,72998;0
Subject #271;2,038;Audio;;;;;13,50507;78,7429;2,655911;15,4721;9,72998;0;9,72998;0
Subject #271;2,146;Audio;;;;;13,50507;78,7429;2,874017;16,74406;9,72998;0;9,72998;0
Subject #271;2,253;Audio;;;;;13,50507;78,7429;3,091488;18,01233;9,72998;0;9,72998;0
Subject #271;2,359;Audio;;;;;13,50507;78,7429;3,305842;19,26241;9,72998;0;9,72998;0
Subject #271;2,467;Audio;;;;;13,50507;78,7429;3,524702;20,53877;9,72998;0;9,72998;0
Subject #271;2,572;Audio;;;;;13,50507;78,7429;3,737753;21,78126;9,72998;0;9,72998;0
Subject #271;2,684;Audio;;;;;13,50507;78,7429;3,964942;23,1062;9,72998;0;9,72998;0
Subject #271;2,793;Audio;;;;;13,50507;78,7429;4,186194;24,39651;9,72998;0;9,72998;0
Subject #271;2,900;Audio;;;;;13,50507;78,7429;4,357317;25,39448;9,72998;0;9,72998;0
Subject #271;3,001;Audio;;;;;13,50507;78,7429;4,607796;26,85524;9,72998;0;9,72998;0
Subject #271;3,107;Audio;;;;;13,50507;78,7429;4,823005;28,11031;9,72998;0;9,72998;0
Subject #271;3,217;Audio;;;;;13,50507;78,7429;5,045786;29,40953;9,72998;0;9,72998;0
