SubjectName;Timestamp;FeedbackType;MainTask;MainTaskInfo;SecondaryTask;SecondaryTaskInfo;MainTaskXPos;MainTaskZPos;PlayerXPos;PlayerZPos;HorizontalPlayerRot;VerticalPlayerRot;HorizontalHmdRot;VerticalHmdRot
Subject #286;0,012;Heat;;;;;;;0,0585914;0,07050526;8,999991;0;9,729981;0
Subject #286;0,164;Audio;;Task Spawned;;;32,35357;76,12402;0,1042149;0,3585611;8,999991;0;9,729981;0
Subject #286;0,279;Audio;;;;;32,35357;76,12402;0,1552795;0,6809703;8,999991;0;9,729981;0
Subject #286;0,398;Audio;;;;;32,35357;76,12402;0,2206073;1,093435;8,999991;0;9,729981;0
Subject #286;0,498;Audio;;;;;32,35357;76,12402;0,2864444;1,509114;8,999991;0;9,729981;0
Subject #286;0,600;Audio;;;;;32,35357;76,12402;0,3623679;1,988477;8,999991;0;9,729981;0
Subject #286;0,703;Audio;;;;;32,35357;76,12402;0,4493142;2,537435;8,99999;354,4233;9,733452;354,4237
Subject #286;0,807;Audio;;;;;32,35357;76,12402;0,5449218;3,141078;8,999991;342,0074;9,767511;342,0089
Subject #286;0,910;Audio;;;;;32,35357;76,12402;0,643966;3,766419;8,999993;330,314;9,840253;330,3167
Subject #286;1,017;Audio;;;;;32,35357;76,12402;0,7477063;4,42141;8,999992;327,8412;9,862261;327,8441
Subject #286;1,121;Audio;;;;;32,35357;76,12402;0,8562102;5,106478;8,999992;327,8412;9,862261;327,8441
Subject #286;1,222;Audio;;;;;32,35357;76,12402;0,9704757;5,827923;8,999992;327,8412;9,862261;327,8441
Subject #286;1,337;Audio;;;;;32,35357;76,12402;1,109661;6,706706;8,999992;327,8412;9,862261;327,8441
Subject #286;1,442;Audio;;;;;32,35357;76,12402;1,247849;7,579187;8,999993;333,1147;9,818438;333,117
Subject #286;1,547;Audio;;;;;32,35357;76,12402;1,40631;8,579677;8,999995;345,6606;9,753455;345,6617
Subject #286;1,654;Audio;;;;;32,35357;76,12402;1,589575;9,736767;8,999994;356,7364;9,73117;356,7367
Subject #286;1,778;Audio;;;;;32,35357;76,12402;1,818621;11,1829;8,999996;357,9608;9,730448;357,961
Subject #286;1,894;Audio;;;;;32,35357;76,12402;2,03608;12,55589;8,999996;357,9608;9,730448;357,961
Subject #286;2,012;Audio;;;;;32,35357;76,12402;2,2583;13,95893;8,999996;357,9608;9,730448;357,961
Subject #286;2,129;Audio;;;;;32,35357;76,12402;2,476525;15,33675;8,999996;357,9608;9,730448;357,961
Subject #286;2,243;Audio;;;;;32,35357;76,12402;2,690238;16,68608;8,999996;357,9608;9,730448;357,961
Subject #286;2,358;Audio;;;;;32,35357;76,12402;2,906692;18,05271;8,999996;357,9608;9,730448;357,961
Subject #286;2,475;Audio;;;;;32,35357;76,12402;3,126136;19,43823;8,999996;357,9608;9,730448;357,961
Subject #286;2,606;Audio;;;;;32,35357;76,12402;3,37204;20,9908;8,999996;357,9608;9,730448;357,961
Subject #286;2,714;Audio;;;;;32,35357;76,12402;3,574927;22,27179;8,999996;357,9608;9,730448;357,961
Subject #286;2,825;Audio;;;;;32,35357;76,12402;3,782665;23,58339;8,999995;349,3773;9,742713;349,3781
Subject #286;2,942;Audio;;;;;32,35357;76,12402;3,992519;24,90836;8,999995;335,3545;9,80314;335,3567
Subject #286;3,046;Audio;;;;;32,35357;76,12402;4,162435;25,98116;8,999995;322,834;9,916016;322,8375
Subject #286;3,166;Audio;;;;;32,35357;76,12402;4,326124;27,01465;8,999994;308,9395;10,16138;308,9453
Subject #286;3,269;Audio;;;;;32,35357;76,12402;4,441911;27,74571;8,999993;306,0863;10,23923;306,0927
Subject #286;3,385;Audio;;;;;32,35357;76,12402;4,570918;28,56022;8,999993;306,0863;10,23923;306,0927
Subject #286;3,502;Audio;;;;;32,35357;76,12402;4,699977;29,37507;8,999993;306,0863;10,23923;306,0927
Subject #286;3,620;Audio;Right;Task Started;Right;Task Started;;;4,830687;30,20034;8,999993;306,0863;10,23923;306,0927
Subject #286;3,725;Audio;Right;;Right;;;;4,945944;30,92804;8,999993;306,0863;10,23923;306,0927
Subject #286;3,837;Audio;Right;;Right;;;;5,070246;31,71286;8,999993;306,0863;10,23923;306,0927
Subject #286;3,943;Audio;Right;;Right;;;;5,187978;32,45619;8,999993;306,0863;10,23923;306,0927
Subject #286;4,047;Audio;Right;;Right;;;;5,302656;33,18023;8,999993;306,0863;10,23923;306,0927
Subject #286;4,166;Audio;Right;;Right;;;;5,434293;34,01135;8,999993;306,0863;10,23923;306,0927
Subject #286;4,281;Audio;Right;;Right;;;;5,56135;34,81356;8,999993;306,0863;10,23923;306,0927
Subject #286;4,400;Audio;Right;;Right;;;;5,692127;35,63925;8,999993;306,0863;10,23923;306,0927
Subject #286;4,502;Audio;Right;;Right;;;;5,805936;36,35781;8,999993;306,0863;10,23923;306,0927
Subject #286;4,618;Audio;Right;;Right;;;;5,93368;37,16436;8,999993;306,0863;10,23923;306,0927
Subject #286;4,731;Audio;Right;;Right;;;;6,058167;37,95034;8,999993;306,0863;10,23923;306,0927
Subject #286;4,832;Audio;Right;;Right;;;;6,17002;38,65655;8,999993;306,0863;10,23923;306,0927
Subject #286;4,940;Audio;Right;;Right;;;;6,289596;39,41152;8,999993;306,0863;10,23923;306,0927
Subject #286;5,051;Audio;Right;;Right;;;;6,404963;40,1895;5,113418;306,0863;6,352656;306,0927
Subject #286;5,157;Audio;Right;;Right;;;;6,407027;40,9408;352,5205;306,0863;353,7598;306,0927
Subject #286;5,277;Audio;Right;;Right;;;;6,213304;41,75788;339,7362;306,0863;340,9755;306,0927
Subject #286;5,388;Audio;Right;;Right;;;;5,928702;42,48548;338,2796;306,0863;339,5189;306,0927
Subject #286;5,495;Audio;Right;;Right;;;;5,64745;43,19548;339,881;306,0863;341,1202;306,0927
Subject #286;5,610;Audio;Right;;Right;;;;5,431818;43,97766;352,3315;306,0863;353,5707;306,0927
Subject #286;5,729;Audio;Right;;Right;;;;5,406425;44,81341;6,563379;306,0863;7,802616;306,0927
Subject #286;5,835;Audio;Right;;Right;;;;5,52973;45,55143;11,34002;306,0863;12,57926;306,0927
Subject #286;5,954;Audio;Right;;Right;;;;5,694488;46,37298;11,34002;306,0863;12,57926;306,0927
Subject #286;6,054;Audio;Right;;Right;;;;5,833821;47,06775;11,34002;306,0863;12,57926;306,0927
Subject #286;6,170;Audio;Right;;Right;;;;5,994711;47,87001;11,34002;306,0863;12,57926;306,0927
Subject #286;6,285;Audio;Right;;Right;;;;6,155589;48,6722;11,34002;306,0863;12,57926;306,0927
Subject #286;6,407;Audio;Right;;Right;;;;6,32542;49,51904;11,34002;306,0863;12,57926;306,0927
Subject #286;6,515;Audio;Right;;Right;;;;6,475019;50,265;11,34002;306,0863;12,57926;306,0927
Subject #286;6,621;Audio;Right;;Right;;;;6,623043;51,0031;11,34002;306,0863;12,57926;306,0927
