SubjectName;Timestamp;FeedbackType;MainTask;MainTaskInfo;MainTaskXPos;MainTaskZPos;PlayerXPos;PlayerZPos;HorizontalPlayerRot;VerticalPlayerRot;SecondaryTask;SecondaryTaskInfo;HorizontalHmdRot;VerticalHmdRot
Subject #259;101,820;Audio;;;;;346,2754;864,0198;81,55248;0;;;81,55248;0
Subject #259;101,940;Audio;;;;;347,6859;864,2292;81,55248;0;;;81,55248;0
Subject #259;102,286;Audio;;;;;351,7794;864,8372;81,55248;0;;;81,55248;0
Subject #259;102,394;Audio;;;;;353,0856;865,0313;81,55248;0;;;81,55248;0
Subject #259;102,582;Audio;;;;;355,2896;865,3586;81,55248;0;;;81,55248;0
Subject #259;102,733;Audio;;;;;357,1129;865,6293;81,55248;0;;;81,55248;0
Subject #259;102,945;Audio;;;;;359,5968;865,9982;81,55248;0;;;81,55248;0
Subject #259;103,135;Audio;;;;;361,8621;866,3347;81,55248;0;;;81,55248;0
Subject #259;103,239;Audio;;;;;363,1127;866,5204;81,55248;0;;;81,55248;0
Subject #259;103,348;Audio;;;;;364,4055;866,7124;81,55248;0;;;81,55248;0
Subject #259;103,504;Audio;;;;;366,2387;866,9847;81,55248;0;;;81,55248;0
Subject #259;103,704;Audio;;;;;368,6344;867,3405;81,55248;0;;;81,55248;0
Subject #259;103,856;Audio;;;;;370,4278;867,6068;81,55248;0;;;81,55248;0
Subject #259;103,980;Audio;;;;;371,9125;867,8273;81,55248;0;;;81,55248;0
Subject #259;104,089;Audio;;Task Spawned;451,0446;879,5796;373,2059;868,0194;81,55248;0;;Task Spawned;81,55248;0
Subject #259;104,201;Audio;;;451,0446;879,5796;374,5258;868,2155;81,55248;0;;;81,55248;0
Subject #259;104,339;Audio;;;451,0446;879,5796;376,1651;868,4589;81,55248;0;;;81,55248;0
Subject #259;104,469;Audio;;;451,0446;879,5796;377,718;868,6896;81,55248;0;;;81,55248;0
Subject #259;104,681;Audio;;;451,0446;879,5796;380,2124;869,06;81,55248;0;;;81,55248;0
Subject #259;104,866;Audio;;;451,0446;879,5796;382,4232;869,3883;81,55248;0;;;81,55248;0
Subject #259;104,971;Audio;;;451,0446;879,5796;383,6757;869,5743;81,55248;0;;;81,55248;0
Subject #259;105,108;Audio;;;451,0446;879,5796;385,2986;869,8154;81,55248;0;;;81,55248;0
Subject #259;105,211;Audio;;;451,0446;879,5796;386,5191;869,9966;81,55248;0;;;81,55248;0
Subject #259;105,337;Audio;;;451,0446;879,5796;388,0108;870,2182;81,55248;0;;;81,55248;0
Subject #259;105,465;Audio;;;451,0446;879,5796;389,5413;870,4455;81,55248;0;;;81,55248;0
Subject #259;105,602;Audio;;;451,0446;879,5796;391,1653;870,6867;81,55248;0;;;81,55248;0
Subject #259;105,739;Audio;;;451,0446;879,5796;392,7731;870,9255;81,55248;0;;;81,55248;0
Subject #259;105,847;Audio;;;451,0446;879,5796;394,0661;871,1175;81,55248;0;;;81,55248;0
Subject #259;106,040;Audio;;;451,0446;879,5796;396,3625;871,4586;81,55248;0;;;81,55248;0
Subject #259;106,146;Audio;;;451,0446;879,5796;397,6248;871,6461;81,55248;0;;;81,55248;0
Subject #259;106,255;Audio;;;451,0446;879,5796;398,8992;871,8353;81,55248;0;;;81,55248;0
Subject #259;106,455;Audio;;;451,0446;879,5796;401,2892;872,1903;81,55248;0;;;81,55248;0
Subject #259;106,650;Audio;;;451,0446;879,5796;403,6068;872,5345;81,55248;0;;;81,55248;0
Subject #259;106,884;Audio;;;451,0446;879,5796;406,3786;872,9462;81,55248;0;;;81,55248;0
Subject #259;107,076;Audio;;;451,0446;879,5796;408,6575;873,2846;81,55248;0;;;81,55248;0
Subject #259;107,184;Audio;Right;Task Started;451,0446;879,5796;409,9386;873,4749;81,55248;0;Right;Task Started;81,55248;0
Subject #259;107,312;Audio;Right;;451,0446;879,5796;411,4583;873,7006;81,55248;0;Right;;81,55248;0
Subject #259;107,421;Audio;Right;;451,0446;879,5796;412,7545;873,8931;81,55248;0;Right;;81,55248;0
Subject #259;107,523;Audio;Right;;451,0446;879,5796;413,9683;874,0733;81,55248;0;Right;;81,55248;0
Subject #259;107,708;Audio;Right;;451,0446;879,5796;416,1593;874,3987;81,55248;0;Right;;81,55248;0
Subject #259;107,818;Audio;Right;;451,0446;879,5796;417,4686;874,5932;81,55248;0;Right;;81,55248;0
Subject #259;107,971;Audio;Right;;451,0446;879,5796;419,2851;874,863;81,55248;0;Right;;81,55248;0
Subject #259;108,166;Audio;Right;;451,0446;879,5796;421,6039;875,2073;81,55248;0;Right;;81,55248;0
Subject #259;108,310;Audio;Right;;451,0446;879,5796;423,3065;875,4602;81,55248;0;Right;;81,55248;0
Subject #259;108,439;Audio;Right;;451,0446;879,5796;424,8388;875,6877;81,55248;0;Right;;81,55248;0
Subject #259;108,555;Audio;Right;;451,0446;879,5796;426,2055;875,8907;81,55248;0;Right;;81,55248;0
Subject #259;108,667;Audio;Right;;451,0446;879,5796;427,5578;876,0916;81,55248;0;Right;;81,55248;0
Subject #259;108,771;Audio;Right;;451,0446;879,5796;428,7781;876,2728;81,55248;0;Right;;81,55248;0
Subject #259;108,936;Audio;Right;;451,0446;879,5796;430,7482;876,5653;81,55248;0;Right;;81,55248;0
Subject #259;109,071;Audio;Right;;451,0446;879,5796;432,3466;876,8027;81,55248;0;Right;;81,55248;0
Subject #259;109,241;Audio;Right;;451,0446;879,5796;434,3527;877,1006;81,55248;0;Right;;81,55248;0
Subject #259;109,366;Audio;Right;;451,0446;879,5796;435,8457;877,3224;81,55248;0;Right;;81,55248;0
Subject #259;109,534;Audio;Right;;451,0446;879,5796;437,8378;877,6182;81,55248;0;Right;;81,55248;0
Subject #259;109,668;Audio;Right;;451,0446;879,5796;439,4392;877,856;81,55248;0;Right;;81,55248;0
Subject #259;109,843;Audio;Right;;451,0446;879,5796;441,4958;878,1614;81,55248;0;Right;;81,55248;0
Subject #259;109,966;Audio;Right;;451,0446;879,5796;442,9691;878,3802;81,55248;0;Right;;81,55248;0
Subject #259;110,068;Audio;Right;;451,0446;879,5796;444,1744;878,5593;81,55248;0;Right;;81,55248;0
Subject #259;110,199;Audio;Right;;451,0446;879,5796;445,742;878,7921;81,55248;0;Right;;81,55248;0
Subject #259;110,340;Audio;Right;;451,0446;879,5796;447,4063;879,0392;81,55248;0;Right;;81,55248;0
Subject #259;110,472;Audio;Right;;451,0446;879,5796;448,9688;879,2713;81,55248;0;Right;;81,55248;0
Subject #259;110,606;Audio;Right;;451,0446;879,5796;450,5683;879,5089;81,55248;0;Right;;81,55248;0
Subject #259;110,739;Audio;Right;;451,0446;879,5796;452,1481;879,7435;81,55248;0;Right;;81,55248;0
Subject #259;110,878;Audio;Right;;451,0446;879,5796;453,7878;879,987;81,55248;0;Right;;81,55248;0
Subject #259;111,060;Audio;Right;;451,0446;879,5796;455,9495;880,308;81,55248;0;Right;;81,55248;0
Subject #259;111,250;Audio;Right;;451,0446;879,5796;458,2023;880,6426;81,55248;0;Right;;81,55248;0
Subject #259;111,380;Audio;Right;;451,0446;879,5796;459,7505;880,8725;81,55248;0;Right;;81,55248;0
Subject #259;111,487;Audio;Right;;451,0446;879,5796;461,0135;881,0601;81,55248;0;Right;;81,55248;0
Subject #259;111,637;Audio;Right;;451,0446;879,5796;462,7864;881,3234;81,55248;0;Right;;81,55248;0
Subject #259;111,785;Audio;Right;;451,0446;879,5796;464,5587;881,5865;81,55248;0;Right;;81,55248;0
Subject #259;111,947;Audio;Right;;451,0446;879,5796;466,4902;881,8734;81,55248;0;Right;;81,55248;0
Subject #259;112,061;Audio;;Timeout;;;467,3055;881,9945;81,55248;0;;Timeout;81,55248;0
Subject #259;112,203;Audio;;;;;469,5111;882,3221;81,55248;0;;;81,55248;0
Subject #259;112,349;Audio;;;;;471,252;882,5806;81,55248;0;;;81,55248;0
Subject #259;112,449;Audio;;;;;472,438;882,7567;81,55248;0;;;81,55248;0
Subject #259;112,584;Audio;;;;;474,028;882,9929;81,55248;0;;;81,55248;0
Subject #259;112,710;Audio;;;;;475,5432;883,2179;81,55248;0;;;81,55248;0
Subject #259;112,845;Audio;;;;;477,1475;883,4562;81,55248;0;;;81,55248;0
Subject #259;112,979;Audio;;;;;478,7322;883,6915;81,55248;0;;;81,55248;0
Subject #259;113,112;Audio;;;;;480,3123;883,9261;81,55248;0;;;81,55248;0
Subject #259;113,245;Audio;;;;;481,8895;884,1604;81,55248;0;;;81,55248;0
Subject #259;113,381;Audio;;;;;483,5032;884,4001;81,55248;0;;;81,55248;0
Subject #259;113,516;Audio;;;;;485,0988;884,637;81,55248;0;;;81,55248;0
Subject #259;113,644;Audio;;;;;486,6281;884,8642;81,55248;0;;;81,55248;0
Subject #259;113,750;Audio;;;;;487,8751;885,0494;81,55248;0;;;81,55248;0
Subject #259;113,914;Audio;;;;;489,826;885,3391;81,55248;0;;;81,55248;0
Subject #259;114,082;Audio;;;;;491,813;885,6342;81,55248;0;;;81,55248;0
Subject #259;114,194;Audio;;;;;493,1444;885,8319;81,55248;0;;;81,55248;0
Subject #259;114,324;Audio;;;;;494,6969;886,0624;81,55248;0;;;81,55248;0
Subject #259;114,462;Audio;;;;;496,3388;886,3063;81,55248;0;;;81,55248;0
Subject #259;114,596;Audio;;;;;497,9245;886,5417;81,55248;0;;;81,55248;0
Subject #259;114,714;Audio;;;;;499,3369;886,7515;81,55248;0;;;81,55248;0
Subject #259;114,863;Audio;;;;;501,0922;887,0122;81,55248;0;;;81,55248;0
Subject #259;114,996;Audio;;;;;502,6794;887,2479;81,55248;0;;;81,55248;0
Subject #259;115,130;Audio;;;;;504,2558;887,4821;81,55248;0;;;81,55248;0
Subject #259;115,260;Audio;;;;;505,8083;887,7126;81,55248;0;;;81,55248;0
Subject #259;115,397;Audio;;;;;507,4388;887,9548;81,55248;0;;;81,55248;0
Subject #259;115,498;Audio;;;;;508,6336;888,1323;81,55248;0;;;81,55248;0
Subject #259;115,650;Audio;;;;;510,4367;888,4001;81,55248;0;;;81,55248;0
Subject #259;115,820;Audio;;;;;512,4476;888,6987;81,55248;0;;;81,55248;0
Subject #259;116,000;Audio;;;;;514,5585;889,1282;62,8089;0;;;62,8089;0
Subject #259;116,145;Audio;;;;;516,0356;890,0717;45,23799;0;;;45,23799;0
Subject #259;116,251;Audio;;;;;516,9206;890,9493;32,77458;0;;;32,77458;0
Subject #259;116,379;Audio;;;;;517,6692;892,3056;17,24903;0;;;17,24903;0
Subject #259;116,573;Audio;;Task Spawned;541,3912;968,7076;518,3035;894,5336;15,02373;0;;Task Spawned;15,02373;0
Subject #259;116,711;Audio;;;541,3912;968,7076;518,7346;896,1395;15,02373;0;;;15,02373;0
Subject #259;116,888;Audio;;;541,3912;968,7076;519,279;898,168;15,02373;0;;;15,02373;0
Subject #259;117,047;Audio;;;541,3912;968,7076;519,782;900,0422;15,02373;0;;;15,02373;0
Subject #259;117,180;Audio;;;541,3912;968,7076;520,1954;901,5823;9,099958;0;;;9,099958;0
Subject #259;117,298;Audio;;;541,3912;968,7076;520,4174;902,9684;355,0629;0;;;355,0629;0
Subject #259;117,451;Audio;;;541,3912;968,7076;520,084;904,7734;336,6616;0;;;336,6616;0
Subject #259;117,665;Audio;;;541,3912;968,7076;519,066;907,1221;336,4875;0;;;336,4875;0
Subject #259;117,815;Audio;;;541,3912;968,7076;518,3433;908,7834;336,4875;0;;;336,4875;0
Subject #259;117,915;Audio;;;541,3912;968,7076;517,8648;909,8832;336,4875;0;;;336,4875;0
Subject #259;118,045;Audio;;;541,3912;968,7076;517,2406;911,3179;336,4875;0;;;336,4875;0
Subject #259;118,179;Audio;;;541,3912;968,7076;516,5989;912,7928;336,4875;0;;;336,4875;0
Subject #259;118,364;Audio;;;541,3912;968,7076;515,8494;914,8679;356,0636;0;;;356,0636;0
Subject #259;118,514;Audio;;;541,3912;968,7076;515,8961;916,6658;14,09217;0;;;14,09217;0
Subject #259;118,682;Audio;;;541,3912;968,7076;516,5498;918,5641;34,27229;0;;;34,27229;0
Subject #259;118,864;Audio;;;541,3912;968,7076;517,8298;920,3279;36,94886;0;;;36,94886;0
Subject #259;119,017;Audio;;;541,3912;968,7076;518,934;921,7959;36,94886;0;;;36,94886;0
Subject #259;119,179;Audio;;;541,3912;968,7076;520,1067;923,3551;36,94886;0;;;36,94886;0
Subject #259;119,311;Audio;;;541,3912;968,7076;521,0558;924,617;36,94886;0;;;36,94886;0
Subject #259;119,445;Audio;;;541,3912;968,7076;522,024;925,9042;36,94886;0;;;36,94886;0
Subject #259;119,629;Audio;;;541,3912;968,7076;523,4711;927,5759;56,78051;0;;;56,78051;0
Subject #259;119,778;Audio;;;541,3912;968,7076;525,044;928,4049;74,60546;0;;;74,60546;0
Subject #259;119,878;Audio;;;541,3912;968,7076;526,2035;928,7242;86,63199;0;;;86,63199;0
Subject #259;120,014;Audio;Right;Task Started;541,3912;968,7076;527,8247;928,8196;86,63199;0;Right;Task Started;86,63199;0
Subject #259;120,203;Audio;Right;;541,3912;968,7076;530,0837;928,9526;86,63199;0;Right;;86,63199;0
Subject #259;120,343;Audio;Right;;541,3912;968,7076;531,7701;929,0519;86,63199;0;Right;;86,63199;0
Subject #259;120,448;Audio;Right;;541,3912;968,7076;533,026;929,1258;86,63199;0;Right;;86,63199;0
Subject #259;120,579;Audio;Right;;541,3912;968,7076;534,5952;929,2181;86,63199;0;Right;;86,63199;0
Subject #259;120,714;Audio;Right;;541,3912;968,7076;536,2194;929,3137;86,63199;0;Right;;86,63199;0
Subject #259;120,830;Audio;Right;;541,3912;968,7076;537,6011;929,395;86,63199;0;Right;;86,63199;0
Subject #259;120,977;Audio;Right;;541,3912;968,7076;539,3723;929,4993;86,63199;0;Right;;86,63199;0
Subject #259;121,078;Audio;Right;;541,3912;968,7076;540,5711;929,5699;86,63199;0;Right;;86,63199;0
Subject #259;121,215;Audio;Right;;541,3912;968,7076;542,2172;929,6668;86,63199;0;Right;;86,63199;0
Subject #259;121,349;Audio;Right;;541,3912;968,7076;543,8266;929,7615;86,63199;0;Right;;86,63199;0
Subject #259;121,532;Audio;Right;;541,3912;968,7076;546,0089;929,89;86,63199;0;Right;;86,63199;0
Subject #259;121,677;Audio;Right;;541,3912;968,7076;547,7473;930,1003;72,29783;0;Right;;72,29783;0
Subject #259;121,782;Audio;Right;;541,3912;968,7076;548,9323;930,4786;59,8585;0;Right;;59,8585;0
Subject #259;121,949;Audio;Right;;541,3912;968,7076;550,5724;931,6271;39,73138;0;Right;;39,73138;0
Subject #259;122,078;Audio;Right;;541,3912;968,7076;551,477;932,8785;24,25441;0;Right;;24,25441;0
Subject #259;122,211;Audio;Right;;541,3912;968,7076;552,0271;934,3667;8,345615;0;Right;;8,345615;0
Subject #259;122,338;Audio;Right;;541,3912;968,7076;552,2477;935,8707;8,345615;0;Right;;8,345615;0
Subject #259;122,499;Audio;Right;;541,3912;968,7076;552,5303;937,797;2,305355;0;Right;;2,305355;0
Subject #259;122,602;Audio;Right;;541,3912;968,7076;552,5797;939,0229;350,0357;0;Right;;350,0357;0
Subject #259;122,727;Audio;Right;;541,3912;968,7076;552,2205;940,492;334,8829;0;Right;;334,8829;0
Subject #259;122,829;Audio;Right;;541,3912;968,7076;551,7076;941,5862;322,7986;0;Right;;322,7986;0
Subject #259;122,962;Audio;Right;;541,3912;968,7076;550,6594;942,7899;306,7837;0;Right;;306,7837;0
Subject #259;123,097;Audio;Right;;541,3912;968,7076;549,3594;943,7618;306,7837;0;Right;;306,7837;0
Subject #259;123,231;Audio;Right;;541,3912;968,7076;548,0795;944,7186;306,7837;0;Right;;306,7837;0
Subject #259;123,364;Audio;Right;;541,3912;968,7076;546,7986;945,6763;306,7837;0;Right;;306,7837;0
Subject #259;123,501;Audio;Right;;541,3912;968,7076;545,4846;946,6588;306,7837;0;Right;;306,7837;0
Subject #259;123,633;Audio;Right;;541,3912;968,7076;544,2144;947,6084;306,7837;0;Right;;306,7837;0
Subject #259;123,762;Audio;Right;;541,3912;968,7076;542,9723;948,537;306,7837;0;Right;;306,7837;0
Subject #259;123,901;Audio;Right;;541,3912;968,7076;541,632;949,5392;311,5149;0;Right;;311,5149;0
Subject #259;124,061;Audio;Right;;541,3912;968,7076;540,3082;950,9113;330,6175;0;Right;;330,6175;0
Subject #259;124,166;Audio;Right;;541,3912;968,7076;539,6878;952,0132;343,2633;0;Right;;343,2633;0
Subject #259;124,299;Audio;Right;;541,3912;968,7076;539,3365;953,566;359,2215;0;Right;;359,2215;0
Subject #259;124,430;Audio;Right;;541,3912;968,7076;539,4233;955,1365;14,98616;0;Right;;14,98616;0
Subject #259;124,564;Audio;Right;;541,3912;968,7076;539,9412;956,6426;30,95324;0;Right;;30,95324;0
Subject #259;124,698;Audio;Right;;541,3912;968,7076;540,8642;957,9615;47,09481;0;Right;;47,09481;0
Subject #259;124,882;Audio;;Timeout;;;542,6357;959,2692;69,16715;0;;Timeout;69,16715;0
Subject #259;125,015;Audio;;;;;544,1229;959,8351;85,07868;0;;;85,07868;0
Subject #259;125,142;Audio;;;;;545,6487;959,9665;85,07868;0;;;85,07868;0
Subject #259;125,289;Audio;;;;;547,389;960,1163;85,07868;0;;;85,07868;0
Subject #259;125,449;Audio;;;;;549,3217;960,2828;85,07868;0;;;85,07868;0
Subject #259;125,578;Audio;;;;;550,864;960,4156;85,07868;0;;;85,07868;0
Subject #259;125,712;Audio;;;;;552,461;960,5531;85,07868;0;;;85,07868;0
Subject #259;125,845;Audio;;;;;554,0611;960,6909;85,07868;0;;;85,07868;0
Subject #259;125,979;Audio;;;;;555,6549;960,8281;85,07868;0;;;85,07868;0
Subject #259;126,113;Audio;;;;;557,2591;960,9662;85,07868;0;;;85,07868;0
Subject #259;126,247;Audio;;;;;558,8571;961,1038;85,07868;0;;;85,07868;0
Subject #259;126,378;Audio;;;;;560,4136;961,2378;85,07868;0;;;85,07868;0
Subject #259;126,508;Audio;;;;;561,9863;961,3732;85,07868;0;;;85,07868;0
Subject #259;126,647;Audio;;;;;563,6494;961,5164;85,07868;0;;;85,07868;0
Subject #259;126,777;Audio;;;;;565,2007;961,65;85,07868;0;;;85,07868;0
Subject #259;126,914;Audio;;;;;566,8292;961,7902;85,07868;0;;;85,07868;0
Subject #259;127,044;Audio;;;;;568,3898;961,9246;85,07868;0;;;85,07868;0
Subject #259;127,178;Audio;;;;;569,9901;962,0624;85,07868;0;;;85,07868;0
Subject #259;127,335;Audio;;;;;571,8648;962,2239;85,07868;0;;;85,07868;0
Subject #259;127,438;Audio;;;;;573,0884;962,3292;85,07868;0;;;85,07868;0
Subject #259;127,584;Audio;;;;;574,8376;962,6048;70,3252;0;;;70,3252;0
Subject #259;127,780;Audio;;;;;576,9977;963,3771;47,38485;0;;;47,38485;0
Subject #259;127,913;Audio;;;;;578,0956;964,5881;30,99567;0;;;30,99567;0
Subject #259;128,018;Audio;;;;;578,7423;965,6646;18,43717;0;;;18,43717;0
Subject #259;128,145;Audio;;;;;579,1277;967,1425;3,13239;0;;;3,13239;0
Subject #259;128,278;Audio;;;;;579,1041;968,7349;347,1712;0;;;347,1712;0
Subject #259;128,408;Audio;;;;;578,6533;970,2327;331,4904;0;;;331,4904;0
Subject #259;128,603;Audio;;;;;577,5433;972,2764;331,4904;0;;;331,4904;0
Subject #259;128,939;Audio;;;;;575,6268;975,8047;331,4904;0;;;331,4904;0
Subject #259;129,175;Audio;;Task Spawned;537,155;1046,633;574,2671;978,308;331,4904;0;;Task Spawned;331,4904;0
Subject #259;129,364;Audio;;;537,155;1046,633;573,1804;980,3087;331,4904;0;;;331,4904;0
Subject #259;129,464;Audio;;;537,155;1046,633;572,6117;981,3557;331,4904;0;;;331,4904;0
Subject #259;129,631;Audio;;;537,155;1046,633;571,6603;983,1072;331,4904;0;;;331,4904;0
Subject #259;129,761;Audio;;;537,155;1046,633;570,9122;984,4844;331,4904;0;;;331,4904;0
Subject #259;129,865;Audio;;;537,155;1046,633;570,3114;985,5905;331,4904;0;;;331,4904;0
Subject #259;130,069;Audio;;;537,155;1046,633;569,1468;987,7347;331,4904;0;;;331,4904;0
Subject #259;130,261;Audio;;;537,155;1046,633;568,0474;989,7589;331,4904;0;;;331,4904;0
Subject #259;130,461;Audio;;;537,155;1046,633;566,9001;991,871;331,4904;0;;;331,4904;0
Subject #259;130,570;Audio;;;537,155;1046,633;566,2737;993,0241;331,4904;0;;;331,4904;0
Subject #259;130,778;Audio;;;537,155;1046,633;565,085;995,2126;331,4904;0;;;331,4904;0
Subject #259;130,938;Audio;;;537,155;1046,633;564,1667;996,9033;331,4904;0;;;331,4904;0
Subject #259;131,074;Audio;;;537,155;1046,633;563,395;998,3242;331,4904;0;;;331,4904;0
Subject #259;131,204;Audio;;;537,155;1046,633;562,6431;999,7083;331,4904;0;;;331,4904;0
Subject #259;131,341;Audio;;;537,155;1046,633;561,8599;1001,15;331,4904;0;;;331,4904;0
Subject #259;131,539;Audio;;;537,155;1046,633;560,7235;1003,242;331,4904;0;;;331,4904;0
Subject #259;131,737;Audio;;;537,155;1046,633;559,5908;1005,328;331,4904;0;;;331,4904;0
Subject #259;131,869;Audio;;;537,155;1046,633;558,8378;1006,714;331,4904;0;;;331,4904;0
Subject #259;131,973;Audio;;;537,155;1046,633;558,2383;1007,818;331,4904;0;;;331,4904;0
Subject #259;132,171;Audio;Left;Task Started;537,155;1046,633;557,1106;1009,894;331,4904;0;Left;Task Started;331,4904;0
Subject #259;132,275;Audio;Left;;537,155;1046,633;556,5085;1011,002;331,4904;0;Left;;331,4904;0
Subject #259;132,381;Audio;Left;;537,155;1046,633;555,9024;1012,118;331,4904;0;Left;;331,4904;0
Subject #259;132,613;Audio;Left;;537,155;1046,633;554,5754;1014,561;331,4904;0;Left;;331,4904;0
Subject #259;132,754;Audio;Left;;537,155;1046,633;553,7795;1016,027;331,4904;0;Left;;331,4904;0
Subject #259;132,941;Audio;Left;;537,155;1046,633;552,694;1018,025;331,4904;0;Left;;331,4904;0
Subject #259;133,042;Audio;Left;;537,155;1046,633;552,1156;1019,09;331,4904;0;Left;;331,4904;0
Subject #259;133,142;Audio;Left;;537,155;1046,633;551,5417;1020,146;331,4904;0;Left;;331,4904;0
Subject #259;133,352;Audio;Left;;537,155;1046,633;550,3422;1022,355;331,4904;0;Left;;331,4904;0
Subject #259;133,553;Audio;Left;;537,155;1046,633;549,191;1024,474;331,4904;0;Left;;331,4904;0
