SubjectName,Timestamp,FeedbackType,MainTask,MainTaskInfo,SecondaryTask,SecondaryTaskInfo,EventInfo,HorizontalPlayerRot,VerticalPlayerRot,HorizontalHmdRot,VerticalHmdRot
Subject #135,0.002,Heat,None,,None,,,9.72998,0,84.36272,352.0309
Subject #135,0.103,Audio,None,,None,,,9.72998,0,82.87746,351.4307
Subject #135,0.212,Audio,None,,None,,,9.72998,0,78.63371,350.0094
Subject #135,0.312,Audio,None,,None,,,9.72998,0,68.28214,353.1987
Subject #135,0.424,Audio,None,,None,,,9.72998,0,62.21648,0.4212446
Subject #135,0.524,Audio,None,,None,,,9.72998,0,54.85083,1.339223
Subject #135,0.625,Audio,None,,None,,,9.72998,0,46.82744,1.730038
Subject #135,0.725,Audio,None,,None,,,9.72998,0,42.41319,6.595692
Subject #135,0.827,Audio,None,,None,,,9.72998,0,38.97291,8.045811
Subject #135,0.938,Audio,None,,None,,,9.72998,0,37.15962,12.69805
Subject #135,1.038,Audio,None,,None,,,9.72998,0,38.78783,16.25143
Subject #135,1.139,Audio,None,,None,,,9.72998,0,41.88599,20.50448
Subject #135,1.240,Audio,None,,None,,,9.72998,0,41.71862,24.19651
Subject #135,1.350,Audio,None,,None,,,9.72998,0,41.71492,28.93296
Subject #135,1.452,Audio,None,,None,,,9.72998,0,43.68286,33.4824
Subject #135,1.563,Audio,None,,None,,,9.72998,0,42.85709,34.85754
Subject #135,1.664,Audio,None,,None,,,9.72998,0,38.84397,35.16774
Subject #135,1.765,Audio,None,,None,,,9.72998,0,36.83498,40.46008
Subject #135,1.865,Audio,None,,None,,,9.72998,0,39.05652,40.80447
Subject #135,1.970,Audio,None,,None,,,9.72998,0,37.68137,39.24852
Subject #135,2.077,Audio,None,,None,,,9.72998,0,37.37563,36.19678
Subject #135,2.178,Audio,None,,None,,,9.72998,0,34.69392,35.69725
Subject #135,2.283,Audio,None,,None,,,9.72998,0,29.85773,33.34243
Subject #135,2.390,Audio,None,,None,,,9.72998,0,24.11807,31.09406
Subject #135,2.490,Audio,None,,None,,,9.72998,0,17.48963,29.13725
Subject #135,2.595,Audio,None,,None,,,9.72998,0,6.88109,25.9283
Subject #135,2.703,Audio,None,,None,,,9.72998,0,357.1465,28.73198
Subject #135,2.803,Audio,None,,None,,,9.72998,0,353.6129,34.28995
Subject #135,2.908,Audio,None,,None,,,9.72998,0,352.1773,36.78155
Subject #135,3.015,Audio,None,,None,,,9.72998,0,352.8883,38.2929
Subject #135,3.116,Audio,None,,None,,,9.72998,0,355.8406,35.56771
Subject #135,3.222,Audio,None,,None,,,9.72998,0,2.486405,34.01585
Subject #135,3.328,Audio,None,,None,,,9.72998,0,11.6652,34.35616
Subject #135,3.429,Audio,None,,None,,,9.72998,0,15.42856,31.7464
Subject #135,3.537,Audio,Right,,Right,,,9.72998,0,18.23205,30.14841
Subject #135,3.641,Audio,Right,,Right,,,9.72998,0,19.28734,22.97805
Subject #135,3.753,Audio,Right,,Right,,,9.72998,0,17.13745,16.76964
Subject #135,3.853,Audio,Right,,Right,,,9.72998,0,14.20842,11.56434
Subject #135,3.954,Audio,Right,,Right,,,9.72998,0,11.32651,6.897272
