SubjectId;Timestamp;EventType;EventStatus;EventInfo;EventId
18;0.031;Ring;visible;(8.1, 0.0, 110.3);-164244
18;0.061;Ring;visible;(6.4, 0.0, 111.3);-164294
18;0.122;Ring;visible;(13.2, 0.0, 111.4);-164384
18;0.183;Ring;visible;(13.1, 0.0, 112.7);-164434
18;0.217;Ring;visible;(27.1, 0.0, 111.2);-164482
18;0.253;Ring;visible;(27.1, 0.0, 111.9);-164572
18;0.317;Ring;visible;(25.5, 0.0, 113.4);-164620
18;0.351;Ring;visible;(21.6, 0.0, 114.7);-164670
18;0.384;Ring;visible;(12.9, 0.0, 116.8);-164718
18;0.420;Ring;visible;(16.7, 0.0, 116.9);-164808
18;0.485;Ring;visible;(18.2, 0.0, 118.0);-164856
18;0.519;Ring;visible;(10.6, 0.0, 119.9);-164904
18;0.553;Ring;visible;(17.2, 0.0, 119.5);-164954
18;0.619;Ring;visible;(8.3, 0.0, 122.3);-165044
18;0.653;Ring;visible;(15.3, 0.0, 121.9);-165092
18;0.687;Ring;visible;(13.1, 0.0, 122.9);-165140
18;0.754;Ring;visible;(27.5, 0.0, 122.0);-165232
18;0.787;Ring;visible;(16.9, 0.0, 124.3);-165280
18;0.820;Ring;visible;(23.8, 0.0, 123.9);-165328
18;1.557;POV;visible;Right;-165420
18;1.879;POV;visible;Left;-165562
18;2.125;POV;visible;Middle;-165704
18;2.127;POV;visible;Right;-165802
18;2.283;POV;visible;Left;-165944
18;2.427;POV;visible;Middle;-166042
18;1.912;Ring;visible;(35.8, 0.0, 174.2);-166342
18;1.937;Ring;visible;(27.4, 0.0, 176.0);-166390
18;1.971;Ring;visible;(38.5, 0.0, 175.0);-166438
18;2.038;Ring;visible;(27.6, 0.0, 178.1);-166486
18;2.074;Ring;visible;(29.0, 0.0, 178.5);-166576
18;2.106;Ring;visible;(23.5, 0.0, 180.1);-166626
18;2.172;Ring;visible;(30.3, 0.0, 180.3);-166674
18;2.206;Ring;visible;(24.8, 0.0, 181.9);-166722
18;2.239;Ring;visible;(30.0, 0.0, 181.8);-166812
18;2.273;Ring;visible;(21.8, 0.0, 183.7);-166860
18;2.351;Ring;visible;(22.0, 0.0, 185.3);-166910
18;2.387;Ring;visible;(23.2, 0.0, 185.8);-167000
18;2.419;Ring;visible;(29.0, 0.0, 185.5);-167048
18;2.452;Ring;visible;(25.8, 0.0, 186.7);-167096
18;2.519;Ring;visible;(40.9, 0.0, 185.7);-167146
18;2.553;Ring;visible;(35.9, 0.0, 187.2);-167236
18;2.608;Ring;visible;(31.7, 0.0, 188.9);-167284
18;2.664;Ring;visible;(40.7, 0.0, 188.6);-167332
18;2.731;Ring;visible;(18.7, 0.0, 193.5);-167424
18;2.765;Ring;visible;(22.3, 0.0, 193.6);-167472
18;2.798;Ring;visible;(41.6, 0.0, 191.2);-167520
18;2.947;Ring;success;;-164808
18;3.013;Ring;success;;-164856
18;3.037;POV;timeout;;-165420
18;3.080;Ring;success;;-164954
18;3.292;Ring;success;;-165280
18;3.360;POV;timeout;;-165562
18;3.421;POV;visible;Right;-167752
18;3.567;POV;visible;Left;-167894
18;3.594;POV;timeout;;-165704
18;3.596;POV;timeout;;-165802
18;3.711;POV;visible;Right;-168034
18;3.750;POV;timeout;;-165944
18;3.896;POV;timeout;;-166042
18;4.125;POV;visible;Left;-168220
18;4.327;POV;visible;Middle;-168362
18;4.478;Ring;timeout;;-164244
18;4.545;Ring;timeout;;-164294
18;4.590;Ring;timeout;;-164384
18;4.679;Ring;timeout;;-164434
18;4.701;POV;visible;Middle;-168546
18;4.704;Ring;timeout;;-164482
18;4.715;Ring;timeout;;-164572
18;4.790;Ring;timeout;;-164620
18;4.824;Ring;timeout;;-164670
18;4.858;Ring;timeout;;-164718
18;4.992;Ring;timeout;;-164904
18;5.092;Ring;timeout;;-165044
18;5.126;Ring;timeout;;-165092
18;5.159;Ring;timeout;;-165140
18;5.216;Ring;timeout;;-165232
18;5.293;Ring;timeout;;-165328
18;3.889;Ring;visible;(34.3, 0.0, 244.6);-169006
18;3.926;Ring;visible;(36.5, 0.0, 245.0);-169054
18;3.961;Ring;visible;(40.7, 0.0, 245.1);-169102
18;4.075;Ring;visible;(38.0, 0.0, 247.8);-169194
18;4.105;Ring;visible;(35.2, 0.0, 248.9);-169242
18;4.149;Ring;visible;(38.9, 0.0, 249.2);-169290
18;4.183;Ring;visible;(43.9, 0.0, 249.1);-169338
18;4.261;Ring;visible;(32.6, 0.0, 252.5);-169432
18;4.316;Ring;visible;(44.6, 0.0, 251.7);-169480
18;4.351;Ring;visible;(39.6, 0.0, 253.1);-169528
18;4.410;Ring;visible;(43.2, 0.0, 253.8);-169618
18;4.442;Ring;success;;-166390
18;4.519;Ring;visible;(41.0, 0.0, 256.3);-169670
18;4.577;Ring;success;;-166486
18;4.591;Ring;visible;(46.1, 0.0, 257.0);-169760
18;4.599;Ring;success;;-166576
18;4.653;Ring;visible;(41.6, 0.0, 258.9);-169812
18;4.699;Ring;success;;-166674
18;4.747;Ring;success;;-166812
18;4.759;Ring;visible;(46.1, 0.0, 260.4);-169906
18;4.798;Ring;visible;(33.6, 0.0, 263.1);-169956
18;4.830;Ring;visible;(44.7, 0.0, 262.0);-170004
18;4.865;Ring;visible;(48.0, 0.0, 262.2);-170096
18;4.912;POV;timeout;;-167752
18;4.934;Ring;success;;-167048
18;4.989;Ring;visible;(39.6, 0.0, 266.1);-170148
18;5.035;POV;timeout;;-167894
18;5.048;Ring;visible;(49.9, 0.0, 265.6);-170252
18;5.087;Ring;visible;(42.6, 0.0, 267.6);-170302
18;5.135;Ring;success;;-167284
18;5.204;POV;timeout;;-168034
18;5.604;POV;timeout;;-168220
18;5.827;POV;timeout;;-168362
