SubjectId;Timestamp;FeedbackType;EventType;EventStatus;EventInfo;EventId
33;0.022;Practice;Ring;visible;(2.8, 0.0, 111.5);-104770
33;3.813;Practice;Ring;visible;(-9.8, 0.0, 187.4);-104852
33;4.008;Practice;Ring;success;;-104770
33;6.941;Practice;Ring;visible;(-3.9, 0.0, 250.0);-104968
33;10.257;Practice;POV;visible;Middle;-105052
33;10.997;Practice;Ring;visible;(-10.2, 0.0, 331.2);-105198
33;11.807;Practice;Ring;timeout;;-104852
33;116.135;Practice;POV;success;;-105052
33;118.409;Practice;Ring;visible;(1.5, 0.0, 386.9);-109244
33;119.553;Practice;Ring;timeout;;-104968
33;120.576;Practice;Ring;visible;(11.7, 0.0, 430.1);-109372
33;123.150;Practice;Ring;success;;-109244
33;124.323;Practice;Ring;timeout;;-105198
33;124.832;Practice;Ring;visible;(7.3, 0.0, 500.8);-109558
33;128.180;Practice;POV;visible;Left;-109642
33;141.669;Practice;Ring;success;;-109558
33;141.745;Practice;Ring;visible;(4.6, 0.0, 583.0);-110658
33;143.032;Practice;Ring;timeout;;-109372
33;144.800;Practice;POV;success;;-109642
33;148.491;Practice;Ring;visible;(11.2, 0.0, 656.0);-111530
33;148.863;Practice;Ring;success;;-110658
33;151.104;Practice;Ring;visible;(3.0, 0.0, 708.4);-111648
33;153.249;Practice;Ring;visible;(19.0, 0.0, 751.0);-111730
33;156.481;Practice;Ring;timeout;;-111530
33;156.668;Practice;Ring;visible;(2.2, 0.0, 819.8);-111882
33;159.095;Practice;Ring;timeout;;-111648
33;160.014;Practice;POV;visible;Left;-112002
33;160.777;Practice;Ring;visible;(5.5, 0.0, 901.9);-112134
33;161.240;Practice;Ring;timeout;;-111730
33;164.658;Practice;Ring;timeout;;-111882
33;164.688;Practice;Ring;visible;(5.0, 0.0, 980.2);-112256
33;164.993;Practice;POV;timeout;;-112002
33;166.854;Practice;Ring;visible;(24.5, 0.0, 1023.0);-112374
33;168.769;Practice;Ring;timeout;;-112134
