SubjectId;Timestamp;EventType;EventStatus;EventInfo;EventId
6;0.022;Ring;visible;(21.5, 0.0, 108.7);-405218
6;2.338;Ring;visible;(20.2, 0.0, 155.9);-405520
6;4.472;Ring;visible;(27.2, 0.0, 198.0);-405632
6;8.007;Ring;timeout;;-405218
6;8.346;POV;visible;Middle;-405786
6;8.538;Ring;visible;(51.3, 0.0, 276.5);-405936
6;57.065;Ring;timeout;;-405520
6;59.200;Ring;timeout;;-405632
6;59.480;POV;success;;-405786
6;59.497;Ring;visible;(46.8, 0.0, 362.4);-418116
6;63.265;Ring;timeout;;-405936
6;63.429;Ring;visible;(60.8, 0.0, 439.8);-418384
6;66.888;POV;visible;Left;-418522
6;67.499;Ring;timeout;;-418116
6;67.529;Ring;visible;(94.5, 0.0, 517.4);-418672
6;70.862;POV;success;;-418522
6;70.893;Ring;visible;(99.5, 0.0, 584.7);-418776
6;71.442;Ring;timeout;;-418384
6;74.375;Ring;visible;(97.2, 0.0, 655.7);-418984
6;75.508;Ring;timeout;;-418672
6;77.526;Ring;visible;(119.1, 0.0, 715.9);-419136
6;78.882;Ring;timeout;;-418776
6;81.011;POV;visible;Left;-419290
6;81.540;Ring;success;;-419136
6;81.636;Ring;visible;(126.0, 0.0, 798.1);-419444
6;82.368;Ring;timeout;;-418984
6;96.696;Ring;visible;(144.1, 0.0, 849.4);-421428
6;98.340;POV;timeout;;-419290
6;98.929;Ring;visible;(157.9, 0.0, 892.3);-422232
6;101.981;Ring;timeout;;-419444
6;102.834;POV;visible;Middle;-422560
6;103.039;Ring;visible;(160.2, 0.0, 975.3);-422710
6;107.833;Ring;timeout;;-421428
6;109.226;Ring;visible;(176.8, 0.0, 1034.0);-424032
6;110.067;Ring;timeout;;-422232
6;110.224;Ring;success;;-422710
6;110.984;POV;timeout;;-422560
6;111.776;Ring;visible;(183.8, 0.0, 1084.5);-425026
6;115.548;Ring;visible;(189.0, 0.0, 1160.2);-425126
6;115.810;Ring;success;;-425026
6;117.217;Ring;timeout;;-424032
6;119.008;POV;visible;Right;-425334
6;119.660;Ring;visible;(205.0, 0.0, 1240.9);-425484
6;129.726;POV;success;;-425334
6;130.872;Ring;visible;(213.4, 0.0, 1296.2);-427190
