SubjectId;Timestamp;Round;RepeatCount;RoundType;PlayerXPos;PlayerYPos;PlayerZPos;HorizontalPlayerRot;VerticalPlayerRot;HorizontalHmdRot;VerticalHmdRot
1;0.028;0;0;Training_Ring_Only;20.32661;2.106438;104.2305;24.9397;359.6066;32.7426;357.5097
1;0.068;1;0;Training_Complete;36.08557;2.378618;137.8611;23.48004;359.6047;20.97193;359.217
1;0.195;1;0;Training_Complete;37.34649;2.401028;140.7728;23.01907;359.6042;20.17599;359.2629
1;0.328;1;0;Training_Complete;38.65043;2.421337;143.8397;22.64969;359.6038;19.75531;358.9609
1;0.463;1;0;Training_Complete;39.94157;2.439456;146.9196;22.36713;359.6035;19.37851;358.7585
1;0.597;1;0;Training_Complete;41.22028;2.456385;150.0083;22.08384;359.6031;19.12586;358.9477
1;0.711;2;0;Audio;56.23031;2.640369;185.6518;28.57292;359.6126;30.92944;358.7904
1;0.840;2;0;Audio;57.81043;2.662912;188.481;30.57027;359.6165;33.52705;358.5638
1;0.973;2;0;Audio;59.50601;2.686602;191.3309;31.60175;359.6187;34.58538;358.3832
1;1.106;2;0;Audio;61.24424;2.710747;194.1749;31.94063;359.6194;34.95488;358.337
1;1.240;2;0;Audio;63.00766;2.735173;197.0296;32.24659;359.6201;34.50451;358.9175
1;1.374;2;0;Audio;64.788;2.759948;199.8688;32.70044;359.6212;34.4559;358.9894
1;1.509;2;0;Audio;66.60023;2.784978;202.7233;32.77338;359.6213;34.21447;359.1281
1;1.643;2;0;Audio;68.40145;2.809644;205.5715;32.30103;359.6202;32.8321;359.2515
1;1.776;2;0;Audio;70.15012;2.833995;208.404;31.41368;359.6183;30.93113;359.3944
1;1.915;2;0;Audio;71.92286;2.859328;211.3807;30.40568;359.6162;29.43308;359.6413
1;2.045;2;0;Audio;73.55241;2.882937;214.2099;29.66974;359.6147;28.56676;359.6459
1;2.178;2;0;Audio;75.1804;2.907055;217.1129;29.02954;359.6134;28.00966;359.6041
