SubjectId;Timestamp;FeedbackType;EventType;EventStatus;EventInfo;EventId
38;0.032;Practice;Ring;visible;(-27.4, 17.9, 164.1);-178774
38;2.305;Practice;Ring;visible;(-53.9, 21.5, 201.7);-179420
38;4.063;Practice;Ring;success;;-178774
38;6.259;Practice;Ring;visible;(-88.8, 28.2, 271.3);-180482
38;6.364;Practice;Ring;success;;-179420
38;9.608;Practice;POV;visible;Middle;-181422
38;10.297;Practice;Ring;success;;-180482
38;10.370;Practice;Ring;visible;(-124.7, 35.3, 344.7);-181728
38;11.302;Practice;POV;success;;-181422
38;14.391;Practice;Ring;visible;(-157.1, 42.2, 417.9);-182788
38;14.406;Practice;Ring;success;;-181728
38;18.144;Practice;Ring;visible;(-190.9, 48.8, 484.5);-183740
38;18.405;Practice;Ring;success;;-182788
38;21.450;Practice;Ring;visible;(-218.4, 54.6, 544.3);-184566
38;22.180;Practice;Ring;success;;-183740
38;24.175;Practice;Ring;visible;(-238.2, 59.3, 594.6);-185294
38;25.487;Practice;Ring;success;;-184566
38;27.304;Practice;Ring;visible;(-264.1, 64.7, 651.4);-186070
38;28.212;Practice;Ring;success;;-185294
38;30.652;Practice;POV;visible;Left;-186898
38;31.343;Practice;Ring;success;;-186070
38;31.414;Practice;Ring;visible;(-286.5, 72.3, 729.8);-187180
38;32.680;Practice;POV;success;;-186898
38;34.387;Practice;Ring;visible;(-297.6, 77.8, 787.8);-187928
38;35.451;Practice;Ring;success;;-187180
38;37.155;Practice;Ring;visible;(-318.3, 82.8, 839.8);-188584
38;38.423;Practice;Ring;success;;-187928
38;39.703;Practice;Ring;visible;(-333.4, 87.4, 887.1);-189238
38;41.240;Practice;Ring;success;;-188584
38;41.802;Practice;Ring;visible;(-349.5, 91.1, 925.9);-189754
38;43.738;Practice;Ring;success;;-189238
38;43.881;Practice;Ring;visible;(-355.9, 94.9, 966.8);-190316
38;45.864;Practice;Ring;success;;-189754
38;47.229;Practice;POV;visible;Right;-191108
38;47.940;Practice;Ring;success;;-190316
38;47.990;Practice;Ring;visible;(-377.1, 102.4, 1045.7);-191398
38;48.832;Practice;POV;success;;-191108
38;52.035;Practice;Ring;visible;(-406.8, 109.6, 1119.8);-192416
38;52.049;Practice;Ring;success;;-191398
38;55.407;Practice;Ring;visible;(-436.3, 115.3, 1180.0);-193238
38;56.070;Practice;Ring;success;;-192416
38;58.755;Practice;POV;visible;Left;-194066
38;59.466;Practice;Ring;success;;-193238
38;59.518;Practice;Ring;visible;(-478.2, 122.1, 1250.1);-194356
38;60.471;Practice;POV;success;;-194066
38;61.820;Practice;Ring;visible;(-510.7, 125.4, 1282.6);-194990
38;65.261;Practice;Ring;visible;(-538.7, 131.5, 1344.2);-195858
