SubjectName,Timestamp,FeedbackType,ActionType,EventInfo,HorizontalPlayerRot,VerticalPlayerRot,HorizontalHmdRot,VerticalHmdRot
Subject #60,0.003,Heat,No Action,no event,0,0,0,0
Subject #60,0.111,Audio,No Action,no event,0,0,0,0
Subject #60,0.218,Audio,No Action,no event,0,0,0,0
Subject #60,0.329,Audio,No Action,no event,0,0,0,0
Subject #60,0.429,Audio,No Action,no event,0,0,0,0
Subject #60,0.530,Audio,No Action,no event,0,0,0,0
Subject #60,0.642,Audio,No Action,no event,0,0,0,0
Subject #60,0.753,Audio,No Action,no event,0,0,0,0
Subject #60,0.853,Audio,No Action,no event,0,0,0,0
Subject #60,0.954,Audio,No Action,no event,0,0,0,0
Subject #60,1.055,Audio,No Action,no event,0,0,0,0
Subject #60,1.160,Audio,No Action,no event,0,0,0,0
Subject #60,1.267,Audio,No Action,no event,0,0,0,0
Subject #60,1.368,Audio,No Action,no event,0,0,0,0
Subject #60,1.468,Audio,No Action,no event,0,0,0,0
Subject #60,1.578,Audio,No Action,no event,0,0,0,0
Subject #60,1.679,Audio,No Action,no event,0,0,0,0
Subject #60,1.779,Audio,No Action,no event,0,0,0,0
Subject #60,1.890,Audio,No Action,no event,0,0,311.2323,45.34398
Subject #60,1.990,Audio,No Action,no event,0,0,310.0315,47.85765
Subject #60,2.091,Audio,No Action,no event,0,0,313.666,50.79332
Subject #60,2.202,Audio,No Action,no event,0,0,328.2872,59.65794
Subject #60,2.303,Audio,No Action,no event,0,0,339.8869,68.61426
Subject #60,2.404,Audio,No Action,no event,0,0,124.4917,72.35699
Subject #60,2.505,Audio,No Action,no event,0,0,136.3606,72.30093
Subject #60,2.617,Audio,No Action,no event,0,0,146.6905,71.38064
Subject #60,2.717,Audio,No Action,no event,0,0,162.5457,72.60267
Subject #60,2.817,Audio,No Action,no event,0,0,171.6356,71.9414
Subject #60,2.918,Audio,No Action,no event,0,0,160.3525,72.48969
Subject #60,3.018,Audio,No Action,no event,0,0,149.6094,72.92952
Subject #60,3.119,Audio,No Action,no event,0,0,140.3208,76.47745
Subject #60,3.220,Audio,No Action,no event,0,0,129.4773,78.19151
Subject #60,3.321,Audio,No Action,no event,0,0,107.8131,78.49751
Subject #60,3.421,Audio,No Action,no event,0,0,95.95644,81.90372
Subject #60,3.522,Audio,No Action,no event,0,0,75.10999,82.89897
Subject #60,3.633,Audio,No Action,no event,0,0,120.336,72.2309
