SubjectId;Timestamp;FeedbackType;EventType;EventStatus;EventInfo;EventId
48;0.031;Practice;Ring;visible;(6.2, 0.0, 119.3);-11854
48;3.399;Practice;Ring;visible;(5.7, 0.0, 203.7);-11936
48;5.679;Practice;Ring;visible;(-2.7, 0.0, 260.7);-12022
48;7.996;Practice;Ring;timeout;;-11854
48;8.147;Practice;Ring;visible;(11.9, 0.0, 322.4);-12150
48;8.879;Practice;Ring;success;;-12022
48;11.392;Practice;Ring;timeout;;-11936
48;11.475;Practice;POV;visible;Left;-12272
48;12.236;Practice;Ring;visible;(0.6, 0.0, 424.6);-12440
48;15.459;Practice;Ring;success;;-12440
48;16.153;Practice;Ring;timeout;;-12150
48;16.464;Practice;POV;timeout;;-12272
48;16.492;Practice;Ring;visible;(9.8, 0.0, 531.0);-12600
48;20.301;Practice;Ring;visible;(11.5, 0.0, 626.2);-12686
48;23.617;Practice;POV;visible;Left;-12770
48;24.484;Practice;Ring;timeout;;-12600
48;25.134;Practice;POV;success;;-12770
48;25.161;Practice;Ring;visible;(-4.4, 0.0, 747.7);-12940
48;28.305;Practice;Ring;timeout;;-12686
48;28.601;Practice;Ring;visible;(3.3, 0.0, 833.7);-13060
48;31.707;Practice;Ring;visible;(-9.3, 0.0, 911.4);-13142
48;33.153;Practice;Ring;timeout;;-12940
48;35.438;Practice;Ring;visible;(10.1, 0.0, 1004.6);-13278
48;36.593;Practice;Ring;timeout;;-13060
48;38.389;Practice;Ring;visible;(-11.4, 0.0, 1078.4);-13394
48;39.699;Practice;Ring;timeout;;-13142
48;40.621;Practice;Ring;visible;(0.7, 0.0, 1134.2);-13510
48;43.429;Practice;Ring;timeout;;-13278
48;43.854;Practice;Ring;success;;-13510
48;43.970;Practice;POV;visible;Right;-13662
48;44.733;Practice;Ring;visible;(-3.4, 0.0, 1237.0);-13794
48;45.619;Practice;POV;success;;-13662
48;46.378;Practice;Ring;timeout;;-13394
48;48.039;Practice;Ring;visible;(5.8, 0.0, 1319.7);-13982
48;52.082;Practice;Ring;visible;(-2.2, 0.0, 1420.8);-14064
48;52.700;Practice;Ring;timeout;;-13794
48;55.053;Practice;Ring;visible;(3.1, 0.0, 1495.0);-14180
48;55.314;Practice;Ring;success;;-14064
48;56.007;Practice;Ring;timeout;;-13982
48;57.532;Practice;Ring;visible;(2.0, 0.0, 1557.0);-14330
48;60.765;Practice;Ring;success;;-14330
48;60.818;Practice;Ring;visible;(-2.1, 0.0, 1639.2);-14414
48;63.044;Practice;Ring;timeout;;-14180
48;64.049;Practice;Ring;success;;-14414
48;64.164;Practice;POV;visible;Left;-14596
48;64.927;Practice;Ring;visible;(-7.9, 0.0, 1741.9);-14730
48;65.793;Practice;POV;success;;-14596
48;67.071;Practice;Ring;visible;(-11.9, 0.0, 1795.5);-14888
48;70.111;Practice;Ring;visible;(0.4, 0.0, 1871.5);-14970
48;72.918;Practice;Ring;timeout;;-14730
48;73.192;Practice;Ring;visible;(-10.1, 0.0, 1948.5);-15086
48;73.344;Practice;Ring;success;;-14970
48;75.063;Practice;Ring;timeout;;-14888
48;76.542;Practice;POV;visible;Middle;-15238
48;77.304;Practice;Ring;visible;(-6.0, 0.0, 2051.3);-15370
48;78.123;Practice;POV;success;;-15238
