SubjectId;Timestamp;Round;RepeatCount;RoundType;PlayerXPos;PlayerYPos;PlayerZPos;HorizontalPlayerRot;VerticalPlayerRot;HorizontalHmdRot;VerticalHmdRot
0;0.010;0;0;Training_Ring_Only;-0.6892826;-1.001632E-06;38.47994;356.7104;5.450694E-06;356.6769;0.4042355
0;0.122;0;0;Training_Ring_Only;-0.8589147;-1.308578E-06;41.26225;356.2166;6.506584E-06;0.2257635;2.70538
0;0.233;0;0;Training_Ring_Only;-1.059312;-1.639526E-06;44.05125;355.3729;7.997854E-06;2.277144;5.378791
0;0.345;0;0;Training_Ring_Only;-1.319082;-2.010305E-06;46.83115;353.6076;5.738019E-06;0.6674486;6.339519
0;0.457;0;0;Training_Ring_Only;-1.681722;-2.207936E-06;49.59594;351.1883;3.302115E-06;0.6404976;6.75972
0;0.568;0;0;Training_Ring_Only;-2.175738;-2.308837E-06;52.34522;347.7912;1.426114E-06;1.899847;7.409483
0;0.681;0;0;Training_Ring_Only;-2.860469;-2.340417E-06;55.06408;343.6183;1.512088E-06;1.639933;8.619226
0;0.792;0;0;Training_Ring_Only;-3.722601;-2.409654E-06;57.70536;339.7894;1.825842E-06;1.421862;8.905198
0;0.903;0;0;Training_Ring_Only;-4.759493;-2.293285E-06;60.29743;336.5996;-4.93297E-06;359.8298;8.258475
0;1.016;0;0;Training_Ring_Only;-5.891357;-2.070457E-06;62.86507;336.2595;-4.78427E-06;1.496658;7.398753
0;1.127;0;0;Training_Ring_Only;-6.967345;-1.947107E-06;65.42973;339.1092;-9.607918E-07;6.633831;7.896415
0;1.239;0;0;Training_Ring_Only;-7.842797;-1.869734E-06;68.08156;345.2592;-4.693167E-06;13.52061;7.264613
0;1.350;0;0;Training_Ring_Only;-8.407127;-1.67761E-06;70.81551;352.2125;-4.156832E-06;18.59736;8.393901
0;1.462;0;0;Training_Ring_Only;-8.624492;-1.465241E-06;73.59763;359.5711;-4.38355E-06;20.22334;7.397763
0;1.574;0;0;Training_Ring_Only;-8.490303;-1.26387E-06;76.38406;6.449055;-3.767156E-06;25.2912;6.573016
0;1.686;0;0;Training_Ring_Only;-8.043114;-1.261546E-06;79.1488;12.32009;2.671948E-06;28.89463;8.507948
0;1.797;0;0;Training_Ring_Only;-7.342468;-1.153552E-06;81.84243;17.17945;-2.782759E-06;29.83356;9.685422
0;1.909;0;0;Training_Ring_Only;-6.433385;-1.149088E-06;84.48056;21.12817;-9.238575E-07;32.25773;10.24624
0;2.021;0;0;Training_Ring_Only;-5.36386;-9.50194E-07;87.06297;23.92773;-5.569846E-06;31.91178;9.379969
0;2.132;0;0;Training_Ring_Only;-4.200764;-6.04883E-07;89.60107;25.23656;-1.666541E-05;29.22144;10.13777
0;2.244;0;0;Training_Ring_Only;-3.010529;-1.163657E-07;92.13058;24.7788;-2.03557E-06;27.38417;9.911853
0;2.356;0;0;Training_Ring_Only;-1.876942;1.160145E-07;94.67651;22.88092;-2.662015E-06;26.12643;10.14812
0;2.468;0;0;Training_Ring_Only;-0.8390304;4.24905E-07;97.27972;20.14364;0;24.06133;9.778084
0;2.579;0;0;Training_Ring_Only;0.05234487;3.293191E-07;99.9174;16.91026;3.129679E-06;22.58633;9.318658
0;2.691;0;0;Training_Ring_Only;0.808964;2.204439E-07;102.605;14.4942;2.106966E-06;22.11246;8.917409
0;2.804;0;0;Training_Ring_Only;1.48337;6.069383E-09;105.3633;12.98526;4.046453E-06;22.24242;8.287775
0;2.926;0;0;Training_Ring_Only;2.15801;-9.302425E-08;108.3383;12.83472;8.485306E-07;22.37922;8.003422
0;3.048;0;0;Training_Ring_Only;2.850665;-1.717933E-07;111.3092;13.49901;2.706841E-06;22.16654;7.68831
0;3.160;0;0;Training_Ring_Only;3.516405;-1.56047E-07;114.0186;14.14755;-2.437411E-06;22.0174;7.583918
0;3.272;0;0;Training_Ring_Only;4.207774;-3.479283E-08;116.7298;14.40864;-2.719486E-06;21.88724;7.390827
0;3.442;0;0;Training_Ring_Only;5.258306;-3.808392E-08;120.8363;13.81091;-9.505667E-07;21.73842;7.230068
0;3.562;0;0;Training_Ring_Only;5.964603;-1.557658E-07;123.7674;13.26003;1.636277E-06;21.54877;6.162301
0;3.674;0;0;Training_Ring_Only;6.595579;-2.175803E-07;126.4801;12.94106;3.794654E-07;21.38709;5.369681
0;3.785;0;0;Training_Ring_Only;7.219745;-1.084791E-07;129.2025;12.93508;-2.201299E-06;20.22365;5.510212
0;3.897;0;0;Training_Ring_Only;7.849783;-7.189783E-08;131.9249;13.20808;8.155534E-07;18.8028;5.359002
